CMDLINE python3 n.py
MEM 1.000000 1715851272.0797
MEM 16.750000 1715851272.1800
MEM 25.875000 1715851272.2804
MEM 35.125000 1715851272.3807
MEM 44.375000 1715851272.4810
MEM 54.750000 1715851272.5813
MEM 93.000000 1715851272.6816
MEM 93.000000 1715851272.7820
MEM 93.000000 1715851272.8822
MEM 93.000000 1715851272.9825
MEM 37.515625 1715851273.0829
