CMDLINE java nsquare
MEM 43.738281 1715853745.4452
MEM 43.738281 1715853745.5457
MEM 43.738281 1715853745.6462
MEM 43.738281 1715853745.7467
MEM 43.738281 1715853745.8472
MEM 43.738281 1715853745.9475
MEM 43.738281 1715853746.0481
MEM 43.738281 1715853746.1486
MEM 43.738281 1715853746.2491
MEM 43.738281 1715853746.3496
MEM 43.738281 1715853746.4501
MEM 43.738281 1715853746.5507
MEM 43.738281 1715853746.6512
MEM 43.738281 1715853746.7517
MEM 43.738281 1715853746.8522
MEM 43.738281 1715853746.9526
MEM 43.738281 1715853747.0531
MEM 43.738281 1715853747.1536
MEM 43.738281 1715853747.2541
MEM 43.738281 1715853747.3546
MEM 43.738281 1715853747.4551
MEM 43.738281 1715853747.5556
MEM 43.738281 1715853747.6561
MEM 43.738281 1715853747.7565
MEM 43.738281 1715853747.8570
MEM 43.738281 1715853747.9574
MEM 43.738281 1715853748.0579
MEM 43.738281 1715853748.1583
MEM 43.738281 1715853748.2589
MEM 43.738281 1715853748.3592
MEM 43.738281 1715853748.4596
MEM 43.738281 1715853748.5599
MEM 43.738281 1715853748.6603
MEM 43.738281 1715853748.7606
MEM 43.738281 1715853748.8609
MEM 43.738281 1715853748.9613
MEM 43.738281 1715853749.0616
MEM 43.738281 1715853749.1620
MEM 43.738281 1715853749.2623
