CMDLINE ./nsquare
MEM 6.824219 1715853690.8890
MEM 6.824219 1715853690.9895
MEM 6.824219 1715853691.0900
MEM 6.824219 1715853691.1904
MEM 6.824219 1715853691.2909
MEM 6.824219 1715853691.3915
MEM 6.824219 1715853691.4921
MEM 6.824219 1715853691.5927
MEM 6.824219 1715853691.6933
MEM 6.824219 1715853691.7938
MEM 6.824219 1715853691.8944
MEM 6.824219 1715853691.9949
MEM 6.824219 1715853692.0956
MEM 6.824219 1715853692.1962
MEM 6.824219 1715853692.2967
MEM 6.824219 1715853692.3972
MEM 6.824219 1715853692.4978
MEM 6.824219 1715853692.5982
MEM 6.824219 1715853692.6987
MEM 6.824219 1715853692.7992
MEM 6.824219 1715853692.8998
MEM 6.824219 1715853693.0002
MEM 6.824219 1715853693.1007
MEM 6.824219 1715853693.2012
MEM 6.824219 1715853693.3018
MEM 6.824219 1715853693.4023
MEM 6.824219 1715853693.5027
MEM 6.824219 1715853693.6032
MEM 6.824219 1715853693.7037
MEM 6.824219 1715853693.8042
MEM 6.824219 1715853693.9047
MEM 6.824219 1715853694.0053
MEM 6.824219 1715853694.1058
MEM 6.824219 1715853694.2064
MEM 6.824219 1715853694.3069
MEM 6.824219 1715853694.4073
MEM 6.824219 1715853694.5078
MEM 6.824219 1715853694.6082
MEM 6.824219 1715853694.7086
MEM 6.824219 1715853694.8091
MEM 6.824219 1715853694.9095
MEM 6.824219 1715853695.0100
MEM 6.824219 1715853695.1104
MEM 6.824219 1715853695.2108
MEM 6.824219 1715853695.3112
MEM 6.824219 1715853695.4116
MEM 6.824219 1715853695.5122
MEM 6.824219 1715853695.6127
MEM 6.824219 1715853695.7132
MEM 6.824219 1715853695.8138
MEM 6.824219 1715853695.9143
MEM 6.824219 1715853696.0148
MEM 6.824219 1715853696.1154
MEM 6.824219 1715853696.2159
MEM 6.824219 1715853696.3165
MEM 6.824219 1715853696.4170
MEM 6.824219 1715853696.5175
MEM 6.824219 1715853696.6185
MEM 6.824219 1715853696.7190
MEM 6.824219 1715853696.8196
MEM 6.824219 1715853696.9202
MEM 6.824219 1715853697.0207
MEM 6.824219 1715853697.1213
MEM 6.824219 1715853697.2219
MEM 6.824219 1715853697.3224
MEM 6.824219 1715853697.4229
MEM 6.824219 1715853697.5233
MEM 6.824219 1715853697.6237
MEM 6.824219 1715853697.7241
MEM 6.824219 1715853697.8246
MEM 6.824219 1715853697.9250
MEM 6.824219 1715853698.0254
MEM 6.824219 1715853698.1259
MEM 6.824219 1715853698.2263
MEM 6.824219 1715853698.3268
MEM 6.824219 1715853698.4272
MEM 6.824219 1715853698.5277
MEM 6.824219 1715853698.6281
MEM 6.824219 1715853698.7285
MEM 6.824219 1715853698.8290
MEM 6.824219 1715853698.9294
MEM 6.824219 1715853699.0299
MEM 6.824219 1715853699.1305
MEM 6.824219 1715853699.2310
MEM 6.824219 1715853699.3316
MEM 6.824219 1715853699.4321
MEM 6.824219 1715853699.5327
MEM 6.824219 1715853699.6333
MEM 6.824219 1715853699.7338
MEM 6.824219 1715853699.8344
MEM 6.824219 1715853699.9350
MEM 6.824219 1715853700.0355
MEM 6.824219 1715853700.1361
MEM 6.824219 1715853700.2367
MEM 6.824219 1715853700.3372
MEM 6.824219 1715853700.4377
MEM 6.824219 1715853700.5383
MEM 6.824219 1715853700.6388
MEM 6.824219 1715853700.7393
MEM 6.824219 1715853700.8399
MEM 6.824219 1715853700.9403
MEM 6.824219 1715853701.0407
MEM 6.824219 1715853701.1412
MEM 6.824219 1715853701.2416
MEM 6.824219 1715853701.3422
MEM 6.824219 1715853701.4427
MEM 6.824219 1715853701.5431
MEM 6.824219 1715853701.6436
MEM 6.824219 1715853701.7468
MEM 6.824219 1715853701.8472
MEM 6.824219 1715853701.9476
MEM 6.824219 1715853702.0479
MEM 6.824219 1715853702.1483
MEM 6.824219 1715853702.2487
MEM 6.824219 1715853702.3491
MEM 6.824219 1715853702.4494
MEM 6.824219 1715853702.5498
MEM 6.824219 1715853702.6502
MEM 6.824219 1715853702.7505
MEM 6.824219 1715853702.8510
MEM 6.824219 1715853702.9514
MEM 6.824219 1715853703.0518
MEM 6.824219 1715853703.1521
MEM 6.824219 1715853703.2525
MEM 6.824219 1715853703.3530
MEM 6.824219 1715853703.4534
MEM 6.824219 1715853703.5539
MEM 6.824219 1715853703.6544
MEM 6.824219 1715853703.7549
MEM 6.824219 1715853703.8554
MEM 6.824219 1715853703.9563
MEM 6.824219 1715853704.0567
MEM 6.824219 1715853704.1572
MEM 6.824219 1715853704.2576
MEM 6.824219 1715853704.3581
MEM 6.824219 1715853704.4586
MEM 6.824219 1715853704.5591
MEM 6.824219 1715853704.6595
MEM 6.824219 1715853704.7600
MEM 6.824219 1715853704.8604
MEM 6.824219 1715853704.9610
MEM 6.824219 1715853705.0615
MEM 6.824219 1715853705.1620
MEM 6.824219 1715853705.2625
MEM 6.824219 1715853705.3630
MEM 6.824219 1715853705.4635
MEM 6.824219 1715853705.5640
MEM 6.824219 1715853705.6645
MEM 6.824219 1715853705.7653
MEM 6.824219 1715853705.8658
MEM 6.824219 1715853705.9662
MEM 6.824219 1715853706.0666
MEM 6.824219 1715853706.1671
MEM 6.824219 1715853706.2677
MEM 6.824219 1715853706.3682
MEM 6.824219 1715853706.4686
MEM 6.824219 1715853706.5691
MEM 6.824219 1715853706.6696
MEM 6.824219 1715853706.7700
MEM 6.824219 1715853706.8729
MEM 6.824219 1715853706.9733
MEM 6.824219 1715853707.0737
MEM 6.824219 1715853707.1741
MEM 6.824219 1715853707.2745
MEM 6.824219 1715853707.3749
MEM 6.824219 1715853707.4752
MEM 6.824219 1715853707.5756
MEM 6.824219 1715853707.6760
MEM 6.824219 1715853707.7764
MEM 6.824219 1715853707.8768
MEM 6.824219 1715853707.9772
MEM 6.824219 1715853708.0776
MEM 6.824219 1715853708.1780
MEM 6.824219 1715853708.2783
MEM 6.824219 1715853708.3787
MEM 6.824219 1715853708.4791
MEM 6.824219 1715853708.5796
MEM 6.824219 1715853708.6799
MEM 6.824219 1715853708.7803
MEM 6.824219 1715853708.8807
MEM 6.824219 1715853708.9811
MEM 6.824219 1715853709.0815
MEM 6.824219 1715853709.1820
MEM 6.824219 1715853709.2825
MEM 6.824219 1715853709.3829
MEM 6.824219 1715853709.4833
MEM 6.824219 1715853709.5837
MEM 6.824219 1715853709.6842
MEM 6.824219 1715853709.7846
MEM 6.824219 1715853709.8851
MEM 6.824219 1715853709.9855
MEM 6.824219 1715853710.0860
MEM 6.824219 1715853710.1864
MEM 6.824219 1715853710.2869
MEM 6.824219 1715853710.3873
MEM 6.824219 1715853710.4878
MEM 6.824219 1715853710.5882
MEM 6.824219 1715853710.6886
MEM 6.824219 1715853710.7890
MEM 6.824219 1715853710.8895
MEM 6.824219 1715853710.9900
MEM 6.824219 1715853711.0905
MEM 6.824219 1715853711.1910
MEM 6.824219 1715853711.2940
MEM 6.824219 1715853711.3946
MEM 6.824219 1715853711.4951
MEM 6.824219 1715853711.5956
MEM 6.824219 1715853711.6961
MEM 6.824219 1715853711.7966
MEM 6.824219 1715853711.8972
MEM 6.824219 1715853711.9977
MEM 6.824219 1715853712.0981
MEM 6.824219 1715853712.1985
MEM 6.824219 1715853712.2989
MEM 6.824219 1715853712.3992
MEM 6.824219 1715853712.4996
MEM 6.824219 1715853712.6000
MEM 6.824219 1715853712.7005
MEM 6.824219 1715853712.8009
MEM 6.824219 1715853712.9014
MEM 6.824219 1715853713.0019
MEM 6.824219 1715853713.1024
MEM 6.824219 1715853713.2029
MEM 6.824219 1715853713.3033
MEM 6.824219 1715853713.4037
MEM 6.824219 1715853713.5041
MEM 6.824219 1715853713.6045
MEM 6.824219 1715853713.7050
MEM 6.824219 1715853713.8055
MEM 6.824219 1715853713.9060
MEM 6.824219 1715853714.0065
MEM 6.824219 1715853714.1069
MEM 6.824219 1715853714.2074
MEM 6.824219 1715853714.3078
MEM 6.824219 1715853714.4082
MEM 6.824219 1715853714.5086
MEM 6.824219 1715853714.6090
MEM 6.824219 1715853714.7095
MEM 6.824219 1715853714.8099
MEM 6.824219 1715853714.9103
MEM 6.824219 1715853715.0107
MEM 6.824219 1715853715.1111
MEM 6.824219 1715853715.2115
MEM 6.824219 1715853715.3119
MEM 6.824219 1715853715.4122
MEM 6.824219 1715853715.5127
MEM 6.824219 1715853715.6130
MEM 6.824219 1715853715.7134
MEM 6.824219 1715853715.8139
MEM 6.824219 1715853715.9142
MEM 6.824219 1715853716.0146
MEM 6.824219 1715853716.1150
MEM 6.824219 1715853716.2154
MEM 6.824219 1715853716.3159
MEM 6.824219 1715853716.4163
MEM 6.824219 1715853716.5168
MEM 6.824219 1715853716.6172
MEM 6.824219 1715853716.7176
MEM 6.824219 1715853716.8180
MEM 6.824219 1715853716.9185
MEM 6.824219 1715853717.0189
MEM 6.824219 1715853717.1219
MEM 6.824219 1715853717.2222
MEM 6.824219 1715853717.3226
MEM 6.824219 1715853717.4230
MEM 6.824219 1715853717.5234
MEM 6.824219 1715853717.6238
MEM 6.824219 1715853717.7242
MEM 6.824219 1715853717.8246
MEM 6.824219 1715853717.9250
MEM 6.824219 1715853718.0253
MEM 6.824219 1715853718.1257
MEM 6.824219 1715853718.2261
MEM 6.824219 1715853718.3265
MEM 6.824219 1715853718.4269
MEM 6.824219 1715853718.5273
MEM 6.824219 1715853718.6278
MEM 6.824219 1715853718.7282
MEM 6.824219 1715853718.8286
MEM 6.824219 1715853718.9290
MEM 6.824219 1715853719.0293
MEM 6.824219 1715853719.1297
MEM 6.824219 1715853719.2301
MEM 6.824219 1715853719.3305
MEM 6.824219 1715853719.4310
MEM 6.824219 1715853719.5314
MEM 6.824219 1715853719.6319
MEM 6.824219 1715853719.7323
MEM 6.824219 1715853719.8328
MEM 6.824219 1715853719.9332
MEM 6.824219 1715853720.0336
MEM 6.824219 1715853720.1340
MEM 6.824219 1715853720.2344
MEM 6.824219 1715853720.3348
MEM 6.824219 1715853720.4354
MEM 6.824219 1715853720.5358
MEM 6.824219 1715853720.6361
MEM 6.824219 1715853720.7365
MEM 6.824219 1715853720.8369
MEM 6.824219 1715853720.9373
MEM 6.824219 1715853721.0378
MEM 6.824219 1715853721.1382
MEM 6.824219 1715853721.2386
MEM 6.824219 1715853721.3390
MEM 6.824219 1715853721.4395
MEM 6.824219 1715853721.5399
MEM 6.824219 1715853721.6404
MEM 6.824219 1715853721.7408
MEM 6.824219 1715853721.8412
MEM 6.824219 1715853721.9416
MEM 6.824219 1715853722.0420
MEM 6.824219 1715853722.1423
MEM 6.824219 1715853722.2454
MEM 6.824219 1715853722.3458
MEM 6.824219 1715853722.4462
MEM 6.824219 1715853722.5466
MEM 6.824219 1715853722.6470
MEM 6.824219 1715853722.7474
MEM 6.824219 1715853722.8478
MEM 6.824219 1715853722.9482
MEM 6.824219 1715853723.0486
MEM 6.824219 1715853723.1490
MEM 6.824219 1715853723.2494
MEM 6.824219 1715853723.3497
MEM 6.824219 1715853723.4501
MEM 6.824219 1715853723.5505
MEM 6.824219 1715853723.6508
MEM 6.824219 1715853723.7512
MEM 6.824219 1715853723.8516
MEM 6.824219 1715853723.9519
MEM 6.824219 1715853724.0522
MEM 6.824219 1715853724.1526
MEM 6.824219 1715853724.2530
MEM 6.824219 1715853724.3533
MEM 6.824219 1715853724.4537
MEM 6.824219 1715853724.5541
MEM 6.824219 1715853724.6544
MEM 6.824219 1715853724.7548
MEM 6.824219 1715853724.8552
MEM 6.824219 1715853724.9556
MEM 6.824219 1715853725.0560
MEM 6.824219 1715853725.1563
MEM 6.824219 1715853725.2567
MEM 6.824219 1715853725.3571
MEM 6.824219 1715853725.4575
MEM 6.824219 1715853725.5579
MEM 6.824219 1715853725.6583
MEM 6.824219 1715853725.7587
MEM 6.824219 1715853725.8591
MEM 6.824219 1715853725.9596
MEM 6.824219 1715853726.0601
MEM 6.824219 1715853726.1605
MEM 6.824219 1715853726.2609
MEM 6.824219 1715853726.3612
MEM 6.824219 1715853726.4616
MEM 6.824219 1715853726.5620
MEM 6.824219 1715853726.6623
MEM 6.824219 1715853726.7627
MEM 6.824219 1715853726.8630
MEM 6.824219 1715853726.9634
MEM 6.824219 1715853727.0641
MEM 6.824219 1715853727.1645
MEM 6.824219 1715853727.2649
MEM 6.824219 1715853727.3654
MEM 6.824219 1715853727.4658
MEM 6.824219 1715853727.5662
MEM 6.824219 1715853727.6665
MEM 6.824219 1715853727.7669
MEM 6.824219 1715853727.8673
MEM 6.824219 1715853727.9676
MEM 6.824219 1715853728.0680
MEM 6.824219 1715853728.1685
MEM 6.824219 1715853728.2689
MEM 6.824219 1715853728.3693
MEM 6.824219 1715853728.4697
MEM 6.824219 1715853728.5701
MEM 6.824219 1715853728.6706
MEM 6.824219 1715853728.7710
MEM 6.824219 1715853728.8714
MEM 6.824219 1715853728.9717
MEM 6.824219 1715853729.0721
MEM 6.824219 1715853729.1724
MEM 6.824219 1715853729.2728
MEM 6.824219 1715853729.3731
MEM 6.824219 1715853729.4735
MEM 6.824219 1715853729.5740
MEM 6.824219 1715853729.6745
MEM 6.824219 1715853729.7749
MEM 6.824219 1715853729.8753
MEM 6.824219 1715853729.9756
MEM 6.824219 1715853730.0761
MEM 6.824219 1715853730.1765
MEM 6.824219 1715853730.2770
MEM 6.824219 1715853730.3774
MEM 6.824219 1715853730.4778
MEM 6.824219 1715853730.5782
MEM 6.824219 1715853730.6787
MEM 6.824219 1715853730.7791
MEM 6.824219 1715853730.8794
MEM 6.824219 1715853730.9799
MEM 6.824219 1715853731.0802
MEM 6.824219 1715853731.1807
MEM 6.824219 1715853731.2811
MEM 6.824219 1715853731.3815
MEM 6.824219 1715853731.4819
MEM 6.824219 1715853731.5823
MEM 6.824219 1715853731.6828
MEM 6.824219 1715853731.7832
MEM 6.824219 1715853731.8836
MEM 6.824219 1715853731.9840
MEM 6.824219 1715853732.0845
MEM 6.824219 1715853732.1849
MEM 6.824219 1715853732.2853
MEM 6.824219 1715853732.3857
MEM 6.824219 1715853732.4864
MEM 6.824219 1715853732.5868
MEM 6.824219 1715853732.6872
MEM 6.824219 1715853732.7876
MEM 6.824219 1715853732.8881
MEM 6.824219 1715853732.9884
MEM 6.824219 1715853733.0889
MEM 6.824219 1715853733.1893
MEM 6.824219 1715853733.2896
MEM 6.824219 1715853733.3900
MEM 6.824219 1715853733.4904
MEM 6.824219 1715853733.5908
MEM 6.824219 1715853733.6912
MEM 6.824219 1715853733.7915
MEM 6.824219 1715853733.8919
MEM 6.824219 1715853733.9923
MEM 6.824219 1715853734.0927
MEM 6.824219 1715853734.1931
MEM 6.824219 1715853734.2935
MEM 6.824219 1715853734.3939
MEM 6.824219 1715853734.4944
MEM 6.824219 1715853734.5948
MEM 6.824219 1715853734.6952
MEM 6.824219 1715853734.7956
MEM 6.824219 1715853734.8960
MEM 6.824219 1715853734.9963
MEM 6.824219 1715853735.0967
MEM 6.824219 1715853735.1971
MEM 6.824219 1715853735.2976
MEM 6.824219 1715853735.3980
MEM 6.824219 1715853735.4985
MEM 6.824219 1715853735.5989
MEM 6.824219 1715853735.6993
MEM 6.824219 1715853735.7997
MEM 6.824219 1715853735.9001
MEM 6.824219 1715853736.0006
MEM 6.824219 1715853736.1010
MEM 6.824219 1715853736.2014
MEM 6.824219 1715853736.3018
MEM 6.824219 1715853736.4022
MEM 6.824219 1715853736.5031
MEM 6.824219 1715853736.6035
MEM 6.824219 1715853736.7039
MEM 6.824219 1715853736.8042
MEM 6.824219 1715853736.9046
MEM 6.824219 1715853737.0051
MEM 6.824219 1715853737.1055
MEM 6.824219 1715853737.2059
MEM 6.824219 1715853737.3064
MEM 6.824219 1715853737.4069
MEM 6.824219 1715853737.5073
MEM 6.824219 1715853737.6105
MEM 6.824219 1715853737.7109
MEM 6.824219 1715853737.8112
MEM 6.824219 1715853737.9116
MEM 6.824219 1715853738.0119
MEM 6.824219 1715853738.1123
MEM 6.824219 1715853738.2127
MEM 6.824219 1715853738.3131
MEM 6.824219 1715853738.4134
MEM 6.824219 1715853738.5137
MEM 6.824219 1715853738.6141
MEM 6.824219 1715853738.7146
MEM 6.824219 1715853738.8150
MEM 6.824219 1715853738.9155
MEM 6.824219 1715853739.0160
MEM 6.824219 1715853739.1165
MEM 6.824219 1715853739.2169
MEM 6.824219 1715853739.3174
MEM 6.824219 1715853739.4178
MEM 6.824219 1715853739.5183
MEM 6.824219 1715853739.6187
MEM 6.824219 1715853739.7190
MEM 6.824219 1715853739.8194
MEM 6.824219 1715853739.9197
MEM 6.824219 1715853740.0201
MEM 6.824219 1715853740.1204
MEM 6.824219 1715853740.2208
MEM 6.824219 1715853740.3212
MEM 6.824219 1715853740.4216
MEM 6.824219 1715853740.5219
MEM 6.824219 1715853740.6223
MEM 6.824219 1715853740.7227
MEM 6.824219 1715853740.8230
MEM 6.824219 1715853740.9234
MEM 6.824219 1715853741.0237
MEM 6.824219 1715853741.1240
MEM 6.824219 1715853741.2243
MEM 6.824219 1715853741.3245
MEM 6.824219 1715853741.4249
MEM 6.824219 1715853741.5252
MEM 6.824219 1715853741.6256
MEM 6.824219 1715853741.7259
MEM 6.824219 1715853741.8263
MEM 6.824219 1715853741.9267
MEM 6.824219 1715853742.0271
MEM 6.824219 1715853742.1275
MEM 6.824219 1715853742.2279
MEM 6.824219 1715853742.3282
MEM 6.824219 1715853742.4286
MEM 6.824219 1715853742.5289
MEM 6.824219 1715853742.6293
MEM 6.824219 1715853742.7298
MEM 6.824219 1715853742.8302
MEM 6.824219 1715853742.9306
MEM 6.824219 1715853743.0310
MEM 6.824219 1715853743.1314
MEM 6.824219 1715853743.2319
MEM 6.824219 1715853743.3323
MEM 6.824219 1715853743.4327
MEM 6.824219 1715853743.5332
MEM 6.824219 1715853743.6336
MEM 6.824219 1715853743.7340
MEM 6.824219 1715853743.8345
MEM 6.824219 1715853743.9349
MEM 6.824219 1715853744.0353
MEM 6.824219 1715853744.1357
MEM 6.824219 1715853744.2361
MEM 6.824219 1715853744.3364
MEM 6.824219 1715853744.4368
MEM 6.824219 1715853744.5372
MEM 6.824219 1715853744.6377
MEM 6.824219 1715853744.7381
MEM 6.824219 1715853744.8386
MEM 6.824219 1715853744.9391
MEM 6.824219 1715853745.0395
MEM 6.824219 1715853745.1400
MEM 6.824219 1715853745.2405
MEM 6.824219 1715853745.3409
MEM 6.824219 1715853745.4413
MEM 6.824219 1715853745.5417
MEM 6.824219 1715853745.6421
MEM 6.824219 1715853745.7425
MEM 6.824219 1715853745.8430
MEM 6.824219 1715853745.9434
MEM 6.824219 1715853746.0442
MEM 6.824219 1715853746.1456
MEM 6.824219 1715853746.2460
MEM 6.824219 1715853746.3465
MEM 6.824219 1715853746.4469
MEM 6.824219 1715853746.5474
MEM 6.824219 1715853746.6478
MEM 6.824219 1715853746.7482
MEM 6.824219 1715853746.8486
MEM 6.824219 1715853746.9491
MEM 6.824219 1715853747.0495
MEM 6.824219 1715853747.1499
MEM 6.824219 1715853747.2503
MEM 6.824219 1715853747.3508
MEM 6.824219 1715853747.4511
MEM 6.824219 1715853747.5515
MEM 6.824219 1715853747.6519
MEM 6.824219 1715853747.7523
MEM 6.824219 1715853747.8553
MEM 6.824219 1715853747.9558
MEM 6.824219 1715853748.0562
MEM 6.824219 1715853748.1567
MEM 6.824219 1715853748.2570
