x,one,nsquare,nlogn,n,logn
37,0.00000048,0.035205,0.001684,0.000366,0.000004
38,0.000000435,0.035797,0.001742,0.000222,0.000003
39,0.000000617,0.035972,0.001678,0.000224,0.000003
40,0.000000667,0.035632,0.001769,0.000215,0.000004
41,0.000000548,0.048812,0.00183,0.000217,0.000003
42,0.000000536,0.037284,0.001793,0.000228,0.000004
43,0.0000007,0.035918,0.001763,0.000219,0.000003
44,0.000000481,0.036478,0.001925,0.000221,0.000004
45,0.000000475,0.035777,0.001897,0.000219,0.000003
46,0.000000494,0.034182,0.001785,0.00023,0.000003
47,0.00000059,0.035434,0.001737,0.000213,0.000003
48,0.000000942,0.037051,0.001834,0.000218,0.000003
49,0.000000721,0.034953,0.002068,0.000234,0.000004
50,0.000000475,0.035512,0.001708,0.000228,0.000004
51,0.000000802,0.034811,0.00173,0.000232,0.000004
52,0.000000792,0.034338,0.001743,0.000243,0.000003
53,0.000000544,0.03581,0.001687,0.000291,0.000003
54,0.000000557,0.035267,0.001838,0.000338,0.000004
55,0.000000659,0.03582,0.001702,0.000222,0.000004
56,0.000000482,0.034056,0.001644,0.000217,0.000004
57,0.000000666,0.039445,0.001731,0.00021,0.000005
58,0.000000456,0.036156,0.001703,0.000207,0.000004
59,0.000000897,0.034666,0.00179,0.000219,0.000003
60,0.000000532,0.033278,0.001746,0.000257,0.000005
61,0.000000521,0.035292,0.001751,0.000224,0.000004
62,0.000001646,0.035655,0.001814,0.000222,0.000004
63,0.000000714,0.033105,0.001808,0.000209,0.000007
64,0.000000589,0.033583,0.001751,0.000224,0.000004
65,0.000002137,0.034449,0.002889,0.000253,0.000004
66,0.000000525,0.034962,0.00179,0.000212,0.000003
67,0.000000755,0.03412,0.001779,0.000218,0.000004
68,0.000000681,0.035448,0.001751,0.00022,0.000004
69,0.000000726,0.034343,0.001791,0.000234,0.000003
70,0.000000518,0.072713,0.001754,0.00024,0.000004
71,0.000000578,0.040742,0.001691,0.000242,0.000003
72,0.000000749,0.039126,0.001757,0.000238,0.000004
73,0.000000561,0.038191,0.001787,0.000232,0.000003
74,0.000000625,0.036587,0.001776,0.000216,0.000004
75,0.000000499,0.035989,0.001715,0.000229,0.000003
76,0.00000048,0.035323,0.001757,0.000224,0.000004
77,0.000000627,0.034415,0.001734,0.000213,0.000004
78,0.000000765,0.034762,0.001748,0.000341,0.000007
79,0.000000477,0.036358,0.00171,0.000214,0.000004
80,0.000000517,0.051405,0.001847,0.00021,0.000004
81,0.000000885,0.037558,0.001882,0.000224,0.000004
82,0.000000578,0.035653,0.001809,0.000218,0.000004
83,0.000000438,0.035566,0.001839,0.000222,0.000004
84,0.000000899,0.036184,0.001836,0.000214,0.000004
85,0.000000487,0.034569,0.001831,0.00022,0.000004
86,0.000000701,0.033992,0.001836,0.00021,0.000005
87,0.000000529,0.033507,0.001849,0.000215,0.000003
88,0.000000539,0.034422,0.001874,0.000209,0.000004
89,0.000000415,0.034331,0.001825,0.000218,0.000004
90,0.000000876,0.036199,0.001798,0.000227,0.000004
91,0.00000049,0.035146,0.00176,0.000215,0.000004
92,0.000000614,0.033597,0.001715,0.000207,0.000004
93,0.000000461,0.033364,0.001764,0.000208,0.000005
94,0.000000416,0.034897,0.001764,0.000216,0.000004
95,0.000000475,0.039141,0.001785,0.000218,0.000004
96,0.00000603,0.034329,0.001806,0.000225,0.000004
97,0.00000059,0.034245,0.001759,0.000209,0.000005
98,0.000000574,0.034882,0.001791,0.000221,0.000004
99,0.000000878,0.061941,0.001826,0.000216,0.000004
100,0.000000602,0.035934,0.001757,0.000204,0.000004
101,0.00000078239,0.03679927,0.00181504,0.00022715,0.0000039
102,0.000000904532,0.005919146,0.000185612,0.0000265467,0.000000806226
103,0.000000306,0.033105,0.001644,0.000201,0.000003
104,0.00000603,0.072713,0.002925,0.000366,0.000008
