x,one,nsquare,nlogn,n,logn
39,0.000001,0.003947,0.000427,0.000126,0.000002
40,0.000001,0.003779,0.000415,0.000155,0.000002
41,0.000001,0.003903,0.000509,0.000141,0.000002
42,0.000002,0.003901,0.00042,0.000125,0.000002
43,0.000001,0.003802,0.000546,0.00013,0.000002
44,0.000002,0.003814,0.000451,0.000199,0.000002
45,0.000001,0.00378,0.000435,0.000126,0.000002
46,0.000002,0.003652,0.000428,0.00014,0.000002
47,0.000001,0.003661,0.000446,0.000135,0.000002
48,0.000001,0.005561,0.000416,0.000145,0.000002
49,0.000002,0.003802,0.000415,0.000136,0.000002
50,0.000002,0.003766,0.000409,0.000139,0.000002
51,0.000001,0.003692,0.000496,0.000128,0.000002
52,0.000001,0.003691,0.000417,0.000136,0.000002
53,0.000002,0.003619,0.000419,0.000132,0.000002
54,0.000002,0.003637,0.000427,0.000147,0.000002
55,0.000001,0.003781,0.000395,0.000136,0.000002
56,0.000002,0.003729,0.000484,0.000132,0.000002
57,0.000001,0.003748,0.000418,0.000119,0.000002
58,0.000002,0.003616,0.000407,0.000132,0.000002
59,0.000001,0.003608,0.000405,0.000143,0.000002
60,0.000001,0.003664,0.00041,0.000151,0.000002
61,0.000001,0.003604,0.000409,0.000134,0.000002
62,0.000002,0.003554,0.000424,0.000132,0.000002
63,0.000003,0.003402,0.000404,0.000187,0.000004
64,0.000002,0.003497,0.000404,0.000135,0.000002
65,0.000001,0.003526,0.000409,0.000125,0.000002
66,0.000001,0.003592,0.000477,0.000132,0.000002
67,0.000002,0.003735,0.000435,0.00014,0.000002
68,0.000001,0.003696,0.000407,0.000136,0.000002
69,0.000002,0.003596,0.000519,0.000137,0.000002
70,0.000001,0.003811,0.000487,0.000149,0.000002
71,0.000001,0.00426,0.000505,0.000143,0.000002
72,0.000001,0.004151,0.000397,0.000134,0.000002
73,0.000001,0.004033,0.000448,0.000147,0.000002
74,0.000001,0.003876,0.000436,0.000125,0.000002
75,0.000002,0.004104,0.000408,0.00014,0.000002
76,0.000001,0.003593,0.000417,0.000137,0.000002
77,0.000001,0.003823,0.000506,0.000136,0.000002
78,0.000001,0.003704,0.000399,0.000126,0.000002
79,0.000001,0.003876,0.000407,0.000116,0.000002
80,0.000002,0.003684,0.003346,0.000124,0.000002
81,0.000001,0.004682,0.000449,0.000133,0.000002
82,0.000001,0.003785,0.000578,0.000141,0.000002
83,0.000001,0.003747,0.000436,0.00012,0.000002
84,0.000002,0.003609,0.00042,0.000144,0.000002
85,0.000001,0.003803,0.000426,0.000132,0.000002
86,0.000001,0.003619,0.000515,0.000133,0.000002
87,0.000001,0.003563,0.000444,0.000138,0.000002
88,0.000002,0.003621,0.000446,0.000144,0.000002
89,0.000002,0.003645,0.00067,0.000134,0.000002
90,0.000001,0.00364,0.000419,0.000126,0.000002
91,0.000001,0.003724,0.00049,0.000124,0.000002
92,0.000001,0.003699,0.000413,0.000134,0.000002
93,0.000001,0.003421,0.000432,0.000136,0.000002
94,0.000001,0.012805,0.000509,0.000135,0.000002
95,0.000001,0.005153,0.000511,0.000139,0.000002
96,0.000001,0.003518,0.000431,0.00013,0.000002
97,0.000001,0.003696,0.00042,0.000139,0.000002
98,0.000001,0.004351,0.000425,0.000128,0.000002
99,0.000002,0.00373,0.000429,0.000136,0.000002
100,0.000001,0.003724,0.000543,0.000129,0.000002
101,0.00000128,0.00396274,0.00049217,0.0001444,0.00000216
102,0.000000470744,0.001304978,0.000350524,0.0000644728,0.00000140513
103,0.000001,0.003402,0.000395,0.000116,0.000002
104,0.000003,0.012818,0.003346,0.000764,0.000016
