CMDLINE python3 nlogn.py
MEM 394.222656 1715854316.1062
MEM 394.222656 1715854316.2067
MEM 394.222656 1715854316.3072
MEM 394.222656 1715854316.4076
MEM 396.597656 1715854316.5081
MEM 396.597656 1715854316.6085
MEM 396.597656 1715854316.7089
MEM 396.597656 1715854316.8094
MEM 396.597656 1715854316.9098
MEM 396.597656 1715854317.0102
MEM 396.597656 1715854317.1107
MEM 396.597656 1715854317.2111
MEM 396.597656 1715854317.3115
MEM 396.597656 1715854317.4152
MEM 396.597656 1715854317.5156
MEM 396.597656 1715854317.6160
MEM 396.597656 1715854317.7165
MEM 396.597656 1715854317.8169
MEM 396.597656 1715854317.9173
MEM 396.597656 1715854318.0177
MEM 396.597656 1715854318.1182
MEM 396.597656 1715854318.2218
MEM 396.597656 1715854318.3222
MEM 396.597656 1715854318.4227
MEM 396.597656 1715854318.5231
MEM 396.597656 1715854318.6235
MEM 396.597656 1715854318.7240
MEM 396.597656 1715854318.8244
MEM 396.597656 1715854318.9249
MEM 396.597656 1715854319.0253
MEM 396.597656 1715854319.1257
MEM 396.597656 1715854319.2262
MEM 396.597656 1715854319.3266
MEM 396.597656 1715854319.4270
MEM 396.597656 1715854319.5274
MEM 396.597656 1715854319.6279
MEM 396.597656 1715854319.7283
MEM 396.597656 1715854319.8287
MEM 396.597656 1715854319.9291
MEM 396.597656 1715854320.0296
MEM 396.597656 1715854320.1300
MEM 396.597656 1715854320.2305
MEM 396.597656 1715854320.3310
MEM 396.597656 1715854320.4314
MEM 396.597656 1715854320.5319
MEM 396.597656 1715854320.6325
MEM 396.597656 1715854320.7330
MEM 396.597656 1715854320.8334
MEM 396.597656 1715854320.9338
MEM 396.597656 1715854321.0343
MEM 396.597656 1715854321.1347
MEM 396.597656 1715854321.2361
MEM 396.597656 1715854321.3365
MEM 396.597656 1715854321.4369
MEM 396.597656 1715854321.5374
MEM 396.597656 1715854321.6378
MEM 396.597656 1715854321.7382
MEM 396.597656 1715854321.8386
MEM 396.597656 1715854321.9391
MEM 396.597656 1715854322.0395
MEM 396.597656 1715854322.1399
MEM 396.597656 1715854322.2404
MEM 396.597656 1715854322.3408
MEM 396.597656 1715854322.4412
MEM 396.597656 1715854322.5417
MEM 396.597656 1715854322.6421
MEM 396.597656 1715854322.7425
MEM 396.597656 1715854322.8430
MEM 396.597656 1715854322.9434
MEM 396.597656 1715854323.0439
MEM 396.597656 1715854323.1443
MEM 396.597656 1715854323.2447
MEM 396.597656 1715854323.3452
MEM 396.597656 1715854323.4456
MEM 396.597656 1715854323.5461
MEM 396.597656 1715854323.6465
MEM 396.597656 1715854323.7470
MEM 396.597656 1715854323.8474
MEM 396.597656 1715854323.9479
MEM 396.597656 1715854324.0483
MEM 401.347656 1715854324.1487
MEM 401.347656 1715854324.2492
MEM 401.347656 1715854324.3496
MEM 401.347656 1715854324.4500
MEM 401.347656 1715854324.5505
MEM 401.347656 1715854324.6509
MEM 401.347656 1715854324.7513
MEM 401.347656 1715854324.8517
MEM 401.347656 1715854324.9521
MEM 401.347656 1715854325.0526
MEM 401.347656 1715854325.1530
MEM 401.347656 1715854325.2536
MEM 401.347656 1715854325.3541
MEM 401.347656 1715854325.4545
MEM 401.347656 1715854325.5569
MEM 401.347656 1715854325.6574
MEM 401.347656 1715854325.7578
MEM 401.347656 1715854325.8583
MEM 401.347656 1715854325.9587
MEM 401.347656 1715854326.0591
MEM 401.347656 1715854326.1596
MEM 401.347656 1715854326.2600
MEM 401.347656 1715854326.3604
MEM 401.347656 1715854326.4609
MEM 401.347656 1715854326.5613
MEM 401.347656 1715854326.6617
MEM 401.347656 1715854326.7622
MEM 401.347656 1715854326.8627
MEM 401.347656 1715854326.9634
MEM 401.347656 1715854327.0639
MEM 401.347656 1715854327.1644
MEM 401.347656 1715854327.2648
MEM 401.347656 1715854327.3652
MEM 401.347656 1715854327.4657
MEM 401.347656 1715854327.5661
MEM 401.347656 1715854327.6665
MEM 401.347656 1715854327.7669
MEM 401.347656 1715854327.8674
MEM 401.347656 1715854327.9680
MEM 401.347656 1715854328.0684
MEM 401.347656 1715854328.1689
MEM 401.347656 1715854328.2693
MEM 401.347656 1715854328.3703
MEM 401.347656 1715854328.4735
MEM 401.347656 1715854328.5740
MEM 401.347656 1715854328.6760
MEM 401.347656 1715854328.7765
MEM 401.347656 1715854328.8769
MEM 401.347656 1715854328.9773
MEM 401.347656 1715854329.0795
MEM 401.347656 1715854329.1799
MEM 401.347656 1715854329.2802
MEM 401.347656 1715854329.3806
MEM 401.347656 1715854329.4809
MEM 401.347656 1715854329.5813
MEM 401.347656 1715854329.6816
MEM 401.347656 1715854329.7820
MEM 401.347656 1715854329.8823
MEM 401.347656 1715854329.9827
MEM 401.347656 1715854330.0842
MEM 401.347656 1715854330.1846
MEM 401.347656 1715854330.2849
MEM 401.347656 1715854330.3853
MEM 401.347656 1715854330.4856
MEM 401.347656 1715854330.5860
MEM 401.347656 1715854330.6863
MEM 401.347656 1715854330.7867
MEM 401.347656 1715854330.8870
MEM 401.347656 1715854330.9874
MEM 401.347656 1715854331.0880
MEM 401.347656 1715854331.1883
MEM 401.347656 1715854331.2887
MEM 401.347656 1715854331.3891
MEM 401.347656 1715854331.4895
MEM 401.347656 1715854331.5899
MEM 401.347656 1715854331.6902
MEM 401.347656 1715854331.7906
MEM 401.347656 1715854331.8909
MEM 401.347656 1715854331.9913
MEM 401.347656 1715854332.0916
MEM 401.347656 1715854332.1920
MEM 401.347656 1715854332.2924
MEM 401.347656 1715854332.3927
MEM 401.347656 1715854332.4931
MEM 401.347656 1715854332.5934
MEM 401.347656 1715854332.6938
MEM 401.347656 1715854332.7941
MEM 401.347656 1715854332.8945
MEM 401.347656 1715854332.9949
MEM 401.347656 1715854333.0952
MEM 401.347656 1715854333.1957
MEM 401.347656 1715854333.2962
MEM 401.347656 1715854333.3966
MEM 401.347656 1715854333.4969
MEM 401.347656 1715854333.5973
MEM 401.347656 1715854333.6976
MEM 401.347656 1715854333.7980
MEM 401.347656 1715854333.8984
MEM 401.347656 1715854333.9987
MEM 401.347656 1715854334.0991
MEM 401.347656 1715854334.1995
MEM 401.347656 1715854334.2999
MEM 401.347656 1715854334.4003
MEM 401.347656 1715854334.5007
MEM 401.347656 1715854334.6010
MEM 401.347656 1715854334.7014
MEM 401.347656 1715854334.8018
MEM 401.347656 1715854334.9021
MEM 401.347656 1715854335.0025
MEM 401.347656 1715854335.1029
MEM 401.347656 1715854335.2032
MEM 401.347656 1715854335.3036
MEM 401.347656 1715854335.4040
MEM 401.347656 1715854335.5044
MEM 401.347656 1715854335.6048
MEM 401.347656 1715854335.7051
MEM 401.347656 1715854335.8055
MEM 401.347656 1715854335.9105
MEM 401.347656 1715854336.0110
MEM 401.347656 1715854336.1114
MEM 401.347656 1715854336.2119
MEM 401.347656 1715854336.3123
MEM 401.347656 1715854336.4127
MEM 401.347656 1715854336.5131
MEM 401.347656 1715854336.6135
MEM 401.347656 1715854336.7138
MEM 401.347656 1715854336.8142
MEM 401.347656 1715854336.9146
MEM 401.347656 1715854337.0150
MEM 401.347656 1715854337.1154
MEM 401.347656 1715854337.2158
MEM 401.347656 1715854337.3161
MEM 401.347656 1715854337.4165
MEM 401.347656 1715854337.5169
MEM 401.347656 1715854337.6174
MEM 401.347656 1715854337.7178
MEM 401.347656 1715854337.8182
MEM 401.347656 1715854337.9186
MEM 401.347656 1715854338.0191
MEM 401.347656 1715854338.1195
MEM 401.347656 1715854338.2199
MEM 401.347656 1715854338.3203
MEM 401.347656 1715854338.4208
MEM 401.347656 1715854338.5212
MEM 401.347656 1715854338.6216
MEM 401.347656 1715854338.7220
MEM 401.347656 1715854338.8224
MEM 401.347656 1715854338.9228
MEM 401.347656 1715854339.0233
MEM 401.347656 1715854339.1237
MEM 401.347656 1715854339.2242
MEM 401.347656 1715854339.3246
MEM 401.347656 1715854339.4250
MEM 401.347656 1715854339.5254
MEM 401.347656 1715854339.6259
MEM 401.347656 1715854339.7263
MEM 401.347656 1715854339.8267
MEM 401.347656 1715854339.9272
MEM 401.347656 1715854340.0275
MEM 401.347656 1715854340.1280
MEM 401.347656 1715854340.2284
MEM 401.347656 1715854340.3288
MEM 401.347656 1715854340.4292
MEM 410.847656 1715854340.5296
MEM 410.847656 1715854340.6301
MEM 410.847656 1715854340.7305
MEM 410.847656 1715854340.8309
MEM 410.847656 1715854340.9313
MEM 410.847656 1715854341.0317
MEM 410.847656 1715854341.1322
MEM 410.847656 1715854341.2326
MEM 410.847656 1715854341.3330
MEM 410.847656 1715854341.4334
MEM 410.847656 1715854341.5339
MEM 410.847656 1715854341.6343
MEM 410.847656 1715854341.7347
MEM 410.847656 1715854341.8351
MEM 410.847656 1715854341.9355
MEM 410.847656 1715854342.0359
MEM 410.847656 1715854342.1363
MEM 410.847656 1715854342.2367
MEM 410.847656 1715854342.3371
MEM 410.847656 1715854342.4376
MEM 410.847656 1715854342.5380
MEM 410.847656 1715854342.6384
MEM 410.847656 1715854342.7388
MEM 410.847656 1715854342.8393
MEM 410.847656 1715854342.9398
MEM 410.847656 1715854343.0401
MEM 410.847656 1715854343.1406
MEM 410.847656 1715854343.2410
MEM 410.847656 1715854343.3414
MEM 410.847656 1715854343.4418
MEM 410.847656 1715854343.5426
MEM 410.847656 1715854343.6430
MEM 410.847656 1715854343.7435
MEM 410.847656 1715854343.8449
MEM 410.847656 1715854343.9455
MEM 410.847656 1715854344.0459
MEM 410.847656 1715854344.1463
MEM 410.847656 1715854344.2467
MEM 410.847656 1715854344.3471
MEM 410.847656 1715854344.4476
MEM 410.847656 1715854344.5480
MEM 410.847656 1715854344.6485
MEM 410.847656 1715854344.7489
MEM 410.847656 1715854344.8493
MEM 410.847656 1715854344.9497
MEM 410.847656 1715854345.0502
MEM 410.847656 1715854345.1506
MEM 410.847656 1715854345.2510
MEM 410.847656 1715854345.3514
MEM 410.847656 1715854345.4519
MEM 410.847656 1715854345.5523
MEM 410.847656 1715854345.6527
MEM 410.847656 1715854345.7532
MEM 410.847656 1715854345.8536
MEM 410.847656 1715854345.9540
MEM 410.847656 1715854346.0544
MEM 410.847656 1715854346.1548
MEM 410.847656 1715854346.2554
MEM 410.847656 1715854346.3559
MEM 410.847656 1715854346.4563
MEM 410.847656 1715854346.5568
MEM 410.847656 1715854346.6641
MEM 410.847656 1715854346.7646
MEM 410.847656 1715854346.8650
MEM 410.847656 1715854346.9654
MEM 410.847656 1715854347.0659
MEM 410.847656 1715854347.1663
MEM 410.847656 1715854347.2667
MEM 410.847656 1715854347.3671
MEM 410.847656 1715854347.4675
MEM 410.847656 1715854347.5679
MEM 410.847656 1715854347.6684
MEM 410.847656 1715854347.7688
MEM 410.847656 1715854347.8692
MEM 410.847656 1715854347.9695
MEM 410.847656 1715854348.0699
MEM 410.847656 1715854348.1703
MEM 410.847656 1715854348.2707
MEM 410.847656 1715854348.3712
MEM 410.847656 1715854348.4716
MEM 410.847656 1715854348.5720
MEM 410.847656 1715854348.6747
MEM 410.847656 1715854348.7751
MEM 410.847656 1715854348.8755
MEM 410.847656 1715854348.9760
MEM 410.847656 1715854349.0764
MEM 410.847656 1715854349.1769
MEM 410.847656 1715854349.2773
MEM 410.847656 1715854349.3777
MEM 410.847656 1715854349.4782
MEM 410.847656 1715854349.5786
MEM 410.847656 1715854349.6790
MEM 410.847656 1715854349.7794
MEM 410.847656 1715854349.8799
MEM 410.847656 1715854349.9803
MEM 410.847656 1715854350.0807
MEM 410.847656 1715854350.1811
MEM 410.847656 1715854350.2815
MEM 410.847656 1715854350.3820
MEM 410.847656 1715854350.4824
MEM 410.847656 1715854350.5828
MEM 410.847656 1715854350.6833
MEM 410.847656 1715854350.7837
MEM 410.847656 1715854350.8841
MEM 410.847656 1715854350.9846
MEM 410.847656 1715854351.0850
MEM 410.847656 1715854351.1854
MEM 410.847656 1715854351.2858
MEM 410.847656 1715854351.3862
MEM 410.847656 1715854351.4866
MEM 410.847656 1715854351.5870
MEM 410.847656 1715854351.6874
MEM 410.847656 1715854351.7879
MEM 410.847656 1715854351.8883
MEM 410.847656 1715854351.9887
MEM 410.847656 1715854352.0891
MEM 410.847656 1715854352.1895
MEM 410.847656 1715854352.2900
MEM 410.847656 1715854352.3904
MEM 410.847656 1715854352.4908
MEM 410.847656 1715854352.5912
MEM 410.847656 1715854352.6917
MEM 410.847656 1715854352.7921
MEM 410.847656 1715854352.8925
MEM 410.847656 1715854352.9930
MEM 410.847656 1715854353.0934
MEM 410.847656 1715854353.1938
MEM 410.847656 1715854353.2942
MEM 410.847656 1715854353.3946
MEM 410.847656 1715854353.4951
MEM 410.847656 1715854353.5955
MEM 410.847656 1715854353.6959
MEM 410.847656 1715854353.7964
MEM 410.847656 1715854353.8968
MEM 410.847656 1715854353.9972
MEM 410.847656 1715854354.0977
MEM 410.847656 1715854354.1981
MEM 410.847656 1715854354.2985
MEM 410.847656 1715854354.3990
MEM 410.847656 1715854354.4994
MEM 410.847656 1715854354.5999
MEM 410.847656 1715854354.7003
MEM 410.847656 1715854354.8008
MEM 410.847656 1715854354.9012
MEM 410.847656 1715854355.0016
MEM 410.847656 1715854355.1021
MEM 410.847656 1715854355.2025
MEM 410.847656 1715854355.3029
MEM 410.847656 1715854355.4037
MEM 410.847656 1715854355.5041
MEM 410.847656 1715854355.6045
MEM 410.847656 1715854355.7050
MEM 410.847656 1715854355.8054
MEM 410.847656 1715854355.9058
MEM 410.847656 1715854356.0062
MEM 410.847656 1715854356.1067
MEM 410.847656 1715854356.2071
MEM 410.847656 1715854356.3075
MEM 410.847656 1715854356.4079
MEM 410.847656 1715854356.5084
MEM 410.847656 1715854356.6088
MEM 410.847656 1715854356.7092
MEM 410.847656 1715854356.8097
MEM 410.847656 1715854356.9101
MEM 410.847656 1715854357.0105
MEM 410.847656 1715854357.1110
MEM 410.847656 1715854357.2114
MEM 410.847656 1715854357.3118
MEM 410.847656 1715854357.4123
MEM 410.847656 1715854357.5127
MEM 410.847656 1715854357.6131
MEM 410.847656 1715854357.7136
MEM 410.847656 1715854357.8140
MEM 410.847656 1715854357.9144
MEM 410.847656 1715854358.0148
MEM 410.847656 1715854358.1152
MEM 410.847656 1715854358.2157
MEM 410.847656 1715854358.3161
MEM 410.847656 1715854358.4165
MEM 410.847656 1715854358.5201
MEM 410.847656 1715854358.6211
MEM 410.847656 1715854358.7215
MEM 410.847656 1715854358.8220
MEM 410.847656 1715854358.9224
MEM 410.847656 1715854359.0227
MEM 410.847656 1715854359.1231
MEM 410.847656 1715854359.2235
MEM 410.847656 1715854359.3239
MEM 410.847656 1715854359.4243
MEM 410.847656 1715854359.5246
MEM 410.847656 1715854359.6250
MEM 410.847656 1715854359.7254
MEM 410.847656 1715854359.8258
MEM 410.847656 1715854359.9262
MEM 410.847656 1715854360.0266
MEM 410.847656 1715854360.1270
MEM 410.847656 1715854360.2274
MEM 410.847656 1715854360.3278
MEM 410.847656 1715854360.4281
MEM 410.847656 1715854360.5285
MEM 410.847656 1715854360.6289
MEM 410.847656 1715854360.7294
MEM 410.847656 1715854360.8298
MEM 410.847656 1715854360.9302
MEM 410.847656 1715854361.0306
MEM 410.847656 1715854361.1310
MEM 410.847656 1715854361.2313
MEM 410.847656 1715854361.3318
MEM 410.847656 1715854361.4321
MEM 410.847656 1715854361.5325
MEM 410.847656 1715854361.6330
MEM 410.847656 1715854361.7333
MEM 410.847656 1715854361.8338
MEM 410.847656 1715854361.9342
MEM 410.847656 1715854362.0346
MEM 410.847656 1715854362.1350
MEM 410.847656 1715854362.2354
MEM 410.847656 1715854362.3358
MEM 410.847656 1715854362.4361
MEM 410.847656 1715854362.5365
MEM 410.847656 1715854362.6370
MEM 410.847656 1715854362.7374
MEM 410.847656 1715854362.8378
MEM 410.847656 1715854362.9382
MEM 410.847656 1715854363.0386
MEM 410.847656 1715854363.1390
MEM 410.847656 1715854363.2394
MEM 410.847656 1715854363.3398
MEM 410.847656 1715854363.4403
MEM 410.847656 1715854363.5407
MEM 410.847656 1715854363.6411
MEM 410.847656 1715854363.7415
MEM 410.847656 1715854363.8419
MEM 410.847656 1715854363.9423
MEM 410.847656 1715854364.0428
MEM 410.847656 1715854364.1432
MEM 410.847656 1715854364.2436
MEM 410.847656 1715854364.3440
MEM 410.847656 1715854364.4444
MEM 410.847656 1715854364.5448
MEM 410.847656 1715854364.6453
MEM 410.847656 1715854364.7457
MEM 410.847656 1715854364.8461
MEM 410.847656 1715854364.9465
MEM 410.847656 1715854365.0470
MEM 410.847656 1715854365.1474
MEM 410.847656 1715854365.2478
MEM 410.847656 1715854365.3483
MEM 410.847656 1715854365.4487
MEM 410.847656 1715854365.5491
MEM 410.847656 1715854365.6496
MEM 410.847656 1715854365.7500
MEM 410.847656 1715854365.8504
MEM 410.847656 1715854365.9508
MEM 410.847656 1715854366.0512
MEM 410.847656 1715854366.1516
MEM 410.847656 1715854366.2521
MEM 410.847656 1715854366.3525
MEM 410.847656 1715854366.4529
MEM 410.847656 1715854366.5533
MEM 410.847656 1715854366.6537
MEM 410.847656 1715854366.7541
MEM 410.847656 1715854366.8546
MEM 410.847656 1715854366.9549
MEM 410.847656 1715854367.0553
MEM 410.847656 1715854367.1557
MEM 410.847656 1715854367.2561
MEM 410.847656 1715854367.3565
MEM 410.847656 1715854367.4569
MEM 410.847656 1715854367.5573
MEM 410.847656 1715854367.6577
MEM 410.847656 1715854367.7581
MEM 410.847656 1715854367.8586
MEM 410.847656 1715854367.9590
MEM 410.847656 1715854368.0610
MEM 410.847656 1715854368.1615
MEM 410.847656 1715854368.2619
MEM 410.847656 1715854368.3623
MEM 410.847656 1715854368.4627
MEM 410.847656 1715854368.5632
MEM 410.847656 1715854368.6636
MEM 410.847656 1715854368.7641
MEM 410.847656 1715854368.8645
MEM 410.847656 1715854368.9649
MEM 410.847656 1715854369.0653
MEM 410.847656 1715854369.1656
MEM 410.847656 1715854369.2660
MEM 410.847656 1715854369.3665
MEM 410.847656 1715854369.4669
MEM 410.847656 1715854369.5672
MEM 410.847656 1715854369.6677
MEM 410.847656 1715854369.7681
MEM 410.847656 1715854369.8685
MEM 410.847656 1715854369.9689
MEM 410.847656 1715854370.0694
MEM 410.847656 1715854370.1699
MEM 410.847656 1715854370.2704
MEM 410.847656 1715854370.3708
MEM 410.847656 1715854370.4713
MEM 410.847656 1715854370.5717
MEM 410.847656 1715854370.6722
MEM 410.847656 1715854370.7726
MEM 410.847656 1715854370.8730
MEM 410.847656 1715854370.9734
MEM 410.847656 1715854371.0738
MEM 410.847656 1715854371.1743
MEM 410.847656 1715854371.2747
MEM 410.847656 1715854371.3752
MEM 429.972656 1715854371.4756
MEM 429.972656 1715854371.5760
MEM 429.972656 1715854371.6765
MEM 429.972656 1715854371.7769
MEM 429.972656 1715854371.8774
MEM 429.972656 1715854371.9778
MEM 429.972656 1715854372.0783
MEM 429.972656 1715854372.1787
MEM 429.972656 1715854372.2791
MEM 429.972656 1715854372.3811
MEM 429.972656 1715854372.4815
MEM 429.972656 1715854372.5819
MEM 429.972656 1715854372.6822
MEM 429.972656 1715854372.7827
MEM 429.972656 1715854372.8831
MEM 429.972656 1715854372.9836
MEM 429.972656 1715854373.0840
MEM 429.972656 1715854373.1845
MEM 429.972656 1715854373.2849
MEM 429.972656 1715854373.3853
MEM 429.972656 1715854373.4856
MEM 429.972656 1715854373.5860
MEM 429.972656 1715854373.6864
MEM 429.972656 1715854373.7868
MEM 429.972656 1715854373.8871
MEM 429.972656 1715854373.9875
MEM 429.972656 1715854374.0880
MEM 429.972656 1715854374.1883
MEM 429.972656 1715854374.2887
MEM 429.972656 1715854374.3891
MEM 429.972656 1715854374.4895
MEM 429.972656 1715854374.5899
MEM 429.972656 1715854374.6903
MEM 429.972656 1715854374.7908
MEM 429.972656 1715854374.8912
MEM 429.972656 1715854374.9915
MEM 429.972656 1715854375.0921
MEM 429.972656 1715854375.1925
MEM 468.269531 1715854375.2929
MEM 468.269531 1715854375.3933
MEM 468.269531 1715854375.4938
MEM 468.269531 1715854375.5942
MEM 468.269531 1715854375.6946
MEM 468.269531 1715854375.7950
MEM 468.269531 1715854375.8954
MEM 468.269531 1715854375.9959
MEM 468.269531 1715854376.0963
MEM 468.269531 1715854376.1967
MEM 468.269531 1715854376.2971
MEM 468.269531 1715854376.3976
MEM 468.269531 1715854376.4980
MEM 468.269531 1715854376.5984
MEM 468.269531 1715854376.6988
MEM 468.269531 1715854376.7992
MEM 468.269531 1715854376.8996
MEM 468.269531 1715854377.0012
MEM 468.269531 1715854377.1016
MEM 468.269531 1715854377.2020
MEM 468.269531 1715854377.3024
MEM 468.269531 1715854377.4028
MEM 468.269531 1715854377.5032
MEM 468.269531 1715854377.6036
MEM 468.269531 1715854377.7041
MEM 468.269531 1715854377.8045
MEM 468.269531 1715854377.9048
MEM 468.269531 1715854378.0053
MEM 468.269531 1715854378.1057
MEM 468.269531 1715854378.2061
MEM 468.269531 1715854378.3065
MEM 468.269531 1715854378.4075
MEM 468.269531 1715854378.5079
MEM 468.269531 1715854378.6083
MEM 468.269531 1715854378.7087
MEM 468.269531 1715854378.8090
MEM 468.269531 1715854378.9099
MEM 468.269531 1715854379.0103
MEM 468.269531 1715854379.1107
MEM 468.269531 1715854379.2111
MEM 468.269531 1715854379.3115
MEM 468.269531 1715854379.4118
MEM 468.269531 1715854379.5122
MEM 468.269531 1715854379.6126
MEM 468.269531 1715854379.7129
MEM 468.269531 1715854379.8133
MEM 468.269531 1715854379.9136
MEM 468.269531 1715854380.0140
MEM 468.269531 1715854380.1144
MEM 468.269531 1715854380.2147
MEM 468.269531 1715854380.3154
MEM 468.269531 1715854380.4157
MEM 468.269531 1715854380.5161
MEM 468.269531 1715854380.6164
MEM 468.269531 1715854380.7168
MEM 468.269531 1715854380.8171
MEM 468.269531 1715854380.9175
MEM 468.269531 1715854381.0179
MEM 468.269531 1715854381.1183
MEM 468.269531 1715854381.2186
MEM 468.269531 1715854381.3190
MEM 468.269531 1715854381.4193
MEM 468.269531 1715854381.5197
MEM 468.269531 1715854381.6201
MEM 468.269531 1715854381.7204
MEM 468.269531 1715854381.8208
MEM 468.269531 1715854381.9211
MEM 468.269531 1715854382.0215
MEM 468.269531 1715854382.1218
MEM 468.269531 1715854382.2222
MEM 468.269531 1715854382.3225
MEM 468.269531 1715854382.4228
MEM 468.269531 1715854382.5231
MEM 468.269531 1715854382.6234
MEM 468.269531 1715854382.7237
MEM 468.269531 1715854382.8240
MEM 468.269531 1715854382.9244
MEM 468.269531 1715854383.0248
MEM 430.167969 1715854383.1251
MEM 392.144531 1715854383.2255
MEM 392.144531 1715854383.3258
MEM 392.144531 1715854383.4262
MEM 392.144531 1715854383.5266
MEM 392.144531 1715854383.6269
MEM 392.144531 1715854383.7273
MEM 392.144531 1715854383.8277
MEM 392.144531 1715854383.9281
MEM 392.144531 1715854384.0284
MEM 392.144531 1715854384.1287
MEM 392.144531 1715854384.2291
MEM 392.144531 1715854384.3294
