CMDLINE python3 nlogn.py
MEM 392.097656 1715854277.7203
MEM 392.347656 1715854277.8207
MEM 392.347656 1715854277.9210
MEM 392.347656 1715854278.0215
MEM 392.347656 1715854278.1218
MEM 392.347656 1715854278.2221
MEM 392.347656 1715854278.3224
MEM 392.972656 1715854278.4227
MEM 392.972656 1715854278.5230
MEM 392.972656 1715854278.6233
MEM 392.972656 1715854278.7237
MEM 392.972656 1715854278.8240
MEM 392.972656 1715854278.9243
MEM 392.972656 1715854279.0247
MEM 392.972656 1715854279.1251
MEM 392.972656 1715854279.2255
MEM 392.972656 1715854279.3259
MEM 392.972656 1715854279.4284
MEM 392.972656 1715854279.5288
MEM 392.972656 1715854279.6292
MEM 392.972656 1715854279.7296
MEM 392.972656 1715854279.8304
MEM 394.222656 1715854279.9308
MEM 394.222656 1715854280.0312
MEM 394.222656 1715854280.1316
MEM 394.222656 1715854280.2321
MEM 394.222656 1715854280.3364
MEM 394.222656 1715854280.4371
MEM 394.222656 1715854280.5375
MEM 394.222656 1715854280.6381
MEM 394.222656 1715854280.7385
MEM 394.222656 1715854280.8390
MEM 394.222656 1715854280.9395
MEM 394.222656 1715854281.0400
MEM 394.222656 1715854281.1404
MEM 394.222656 1715854281.2409
MEM 394.222656 1715854281.3413
MEM 394.222656 1715854281.4419
MEM 394.222656 1715854281.5424
MEM 394.222656 1715854281.6428
MEM 394.222656 1715854281.7433
MEM 394.222656 1715854281.8438
MEM 394.222656 1715854281.9441
MEM 394.222656 1715854282.0446
MEM 394.222656 1715854282.1450
MEM 394.222656 1715854282.2455
MEM 394.222656 1715854282.3459
MEM 394.222656 1715854282.4464
MEM 394.222656 1715854282.5468
MEM 394.222656 1715854282.6473
MEM 394.222656 1715854282.7477
MEM 394.222656 1715854282.8481
MEM 396.597656 1715854282.9486
MEM 396.597656 1715854283.0490
MEM 396.597656 1715854283.1501
MEM 396.597656 1715854283.2505
MEM 396.597656 1715854283.3510
MEM 396.597656 1715854283.4514
MEM 396.597656 1715854283.5520
MEM 396.597656 1715854283.6524
MEM 396.597656 1715854283.7528
MEM 396.597656 1715854283.8533
MEM 396.597656 1715854283.9537
MEM 396.597656 1715854284.0542
MEM 396.597656 1715854284.1547
MEM 396.597656 1715854284.2551
MEM 396.597656 1715854284.3555
MEM 396.597656 1715854284.4561
MEM 396.597656 1715854284.5566
MEM 396.597656 1715854284.6570
MEM 396.597656 1715854284.7574
MEM 396.597656 1715854284.8580
MEM 396.597656 1715854284.9584
MEM 396.597656 1715854285.0589
MEM 396.597656 1715854285.1593
MEM 396.597656 1715854285.2598
MEM 396.597656 1715854285.3602
MEM 396.597656 1715854285.4606
MEM 396.597656 1715854285.5610
MEM 396.597656 1715854285.6615
MEM 396.597656 1715854285.7619
MEM 396.597656 1715854285.8624
MEM 396.597656 1715854285.9628
MEM 396.597656 1715854286.0633
MEM 396.597656 1715854286.1638
MEM 396.597656 1715854286.2643
MEM 396.597656 1715854286.3647
MEM 396.597656 1715854286.4652
MEM 396.597656 1715854286.5656
MEM 396.597656 1715854286.6661
MEM 396.597656 1715854286.7665
MEM 396.597656 1715854286.8670
MEM 396.597656 1715854286.9674
MEM 396.597656 1715854287.0679
MEM 396.597656 1715854287.1684
MEM 396.597656 1715854287.2689
MEM 396.597656 1715854287.3693
MEM 396.597656 1715854287.4697
MEM 396.597656 1715854287.5702
MEM 396.597656 1715854287.6706
MEM 396.597656 1715854287.7711
MEM 396.597656 1715854287.8722
MEM 396.597656 1715854287.9727
MEM 396.597656 1715854288.0731
MEM 396.597656 1715854288.1736
MEM 396.597656 1715854288.2740
MEM 396.597656 1715854288.3745
MEM 396.597656 1715854288.4749
MEM 396.597656 1715854288.5754
MEM 396.597656 1715854288.6759
MEM 396.597656 1715854288.7763
MEM 396.597656 1715854288.8767
MEM 396.597656 1715854288.9772
MEM 396.597656 1715854289.0776
MEM 396.597656 1715854289.1781
MEM 396.597656 1715854289.2793
MEM 396.597656 1715854289.3799
MEM 401.347656 1715854289.4804
MEM 401.347656 1715854289.5808
MEM 401.347656 1715854289.6813
MEM 401.347656 1715854289.7816
MEM 401.347656 1715854289.8830
MEM 401.347656 1715854289.9834
MEM 401.347656 1715854290.0838
MEM 401.347656 1715854290.1850
MEM 401.347656 1715854290.2855
MEM 401.347656 1715854290.3859
MEM 401.347656 1715854290.4864
MEM 401.347656 1715854290.5869
MEM 401.347656 1715854290.6874
MEM 401.347656 1715854290.7878
MEM 401.347656 1715854290.8882
MEM 401.347656 1715854290.9887
MEM 401.347656 1715854291.0891
MEM 401.347656 1715854291.1896
MEM 401.347656 1715854291.2901
MEM 401.347656 1715854291.3905
MEM 401.347656 1715854291.4910
MEM 401.347656 1715854291.5915
MEM 401.347656 1715854291.6920
MEM 401.347656 1715854291.7924
MEM 401.347656 1715854291.8929
MEM 401.347656 1715854291.9933
MEM 401.347656 1715854292.0938
MEM 401.347656 1715854292.1942
MEM 401.347656 1715854292.2946
MEM 401.347656 1715854292.3951
MEM 401.347656 1715854292.4956
MEM 401.347656 1715854292.5960
MEM 401.347656 1715854292.6964
MEM 401.347656 1715854292.7969
MEM 401.347656 1715854292.8974
MEM 401.347656 1715854292.9979
MEM 401.347656 1715854293.0984
MEM 401.347656 1715854293.1988
MEM 401.347656 1715854293.2993
MEM 401.347656 1715854293.3998
MEM 401.347656 1715854293.5002
MEM 401.347656 1715854293.6006
MEM 401.347656 1715854293.7011
MEM 401.347656 1715854293.8016
MEM 401.347656 1715854293.9020
MEM 401.347656 1715854294.0024
MEM 401.347656 1715854294.1029
MEM 401.347656 1715854294.2033
MEM 401.347656 1715854294.3037
MEM 401.347656 1715854294.4041
MEM 401.347656 1715854294.5046
MEM 401.347656 1715854294.6049
MEM 401.347656 1715854294.7054
MEM 401.347656 1715854294.8058
MEM 401.347656 1715854294.9062
MEM 401.347656 1715854295.0066
MEM 401.347656 1715854295.1071
MEM 401.347656 1715854295.2075
MEM 401.347656 1715854295.3134
MEM 401.347656 1715854295.4138
MEM 401.347656 1715854295.5141
MEM 401.347656 1715854295.6144
MEM 401.347656 1715854295.7148
MEM 401.347656 1715854295.8152
MEM 401.347656 1715854295.9155
MEM 401.347656 1715854296.0159
MEM 401.347656 1715854296.1162
MEM 401.347656 1715854296.2166
MEM 401.347656 1715854296.3169
MEM 401.347656 1715854296.4173
MEM 401.347656 1715854296.5176
MEM 401.347656 1715854296.6180
MEM 401.347656 1715854296.7183
MEM 401.347656 1715854296.8187
MEM 401.347656 1715854296.9190
MEM 401.347656 1715854297.0195
MEM 401.347656 1715854297.1199
MEM 401.347656 1715854297.2203
MEM 401.347656 1715854297.3205
MEM 401.347656 1715854297.4209
MEM 401.347656 1715854297.5212
MEM 401.347656 1715854297.6216
MEM 401.347656 1715854297.7219
MEM 401.347656 1715854297.8222
MEM 401.347656 1715854297.9226
MEM 401.347656 1715854298.0230
MEM 401.347656 1715854298.1233
MEM 401.347656 1715854298.2237
MEM 401.347656 1715854298.3240
MEM 401.347656 1715854298.4244
MEM 401.347656 1715854298.5247
MEM 401.347656 1715854298.6251
MEM 401.347656 1715854298.7254
MEM 401.347656 1715854298.8258
MEM 401.347656 1715854298.9261
MEM 401.347656 1715854299.0265
MEM 401.347656 1715854299.1269
MEM 401.347656 1715854299.2272
MEM 401.347656 1715854299.3275
MEM 401.347656 1715854299.4279
MEM 401.347656 1715854299.5283
MEM 401.347656 1715854299.6286
MEM 401.347656 1715854299.7290
MEM 401.347656 1715854299.8293
MEM 401.347656 1715854299.9297
MEM 401.347656 1715854300.0300
MEM 401.347656 1715854300.1304
MEM 401.347656 1715854300.2308
MEM 401.347656 1715854300.3311
MEM 401.347656 1715854300.4316
MEM 401.347656 1715854300.5320
MEM 401.347656 1715854300.6323
MEM 401.347656 1715854300.7327
MEM 401.347656 1715854300.8330
MEM 401.347656 1715854300.9347
MEM 401.347656 1715854301.0350
MEM 401.347656 1715854301.1354
MEM 401.347656 1715854301.2365
MEM 401.347656 1715854301.3368
MEM 401.347656 1715854301.4373
MEM 401.347656 1715854301.5376
MEM 401.347656 1715854301.6380
MEM 401.347656 1715854301.7423
MEM 401.347656 1715854301.8427
MEM 401.347656 1715854301.9432
MEM 401.347656 1715854302.0436
MEM 401.347656 1715854302.1441
MEM 401.347656 1715854302.2445
MEM 401.347656 1715854302.3449
MEM 401.347656 1715854302.4454
MEM 401.347656 1715854302.5458
MEM 401.347656 1715854302.6462
MEM 401.347656 1715854302.7466
MEM 401.347656 1715854302.8470
MEM 401.347656 1715854302.9475
MEM 401.347656 1715854303.0479
MEM 401.347656 1715854303.1483
MEM 401.347656 1715854303.2488
MEM 401.347656 1715854303.3494
MEM 401.347656 1715854303.4498
MEM 401.347656 1715854303.5503
MEM 401.347656 1715854303.6507
MEM 401.347656 1715854303.7511
MEM 410.847656 1715854303.8516
MEM 410.847656 1715854303.9520
MEM 410.847656 1715854304.0524
MEM 410.847656 1715854304.1529
MEM 410.847656 1715854304.2533
MEM 410.847656 1715854304.3538
MEM 410.847656 1715854304.4542
MEM 410.847656 1715854304.5546
MEM 410.847656 1715854304.6551
MEM 410.847656 1715854304.7555
MEM 410.847656 1715854304.8559
MEM 410.847656 1715854304.9564
MEM 410.847656 1715854305.0568
MEM 410.847656 1715854305.1572
MEM 410.847656 1715854305.2576
MEM 410.847656 1715854305.3581
MEM 410.847656 1715854305.4585
MEM 410.847656 1715854305.5590
MEM 410.847656 1715854305.6594
MEM 405.347656 1715854305.7599
MEM 430.097656 1715854305.8603
MEM 430.097656 1715854305.9607
MEM 430.097656 1715854306.0611
MEM 430.097656 1715854306.1615
MEM 430.097656 1715854306.2620
MEM 430.097656 1715854306.3624
MEM 430.097656 1715854306.4630
MEM 430.097656 1715854306.5634
MEM 430.097656 1715854306.6639
MEM 430.097656 1715854306.7643
MEM 430.097656 1715854306.8647
MEM 430.097656 1715854306.9651
MEM 430.097656 1715854307.0655
MEM 430.097656 1715854307.1659
MEM 430.097656 1715854307.2664
MEM 430.097656 1715854307.3668
MEM 430.097656 1715854307.4672
MEM 430.097656 1715854307.5677
MEM 430.097656 1715854307.6681
MEM 430.097656 1715854307.7685
MEM 430.097656 1715854307.8689
MEM 430.097656 1715854307.9693
MEM 430.097656 1715854308.0698
MEM 430.097656 1715854308.1702
MEM 430.097656 1715854308.2707
MEM 430.097656 1715854308.3711
MEM 430.097656 1715854308.4715
MEM 430.097656 1715854308.5720
MEM 430.097656 1715854308.6724
MEM 430.097656 1715854308.7728
MEM 430.097656 1715854308.8732
MEM 430.097656 1715854308.9736
MEM 430.097656 1715854309.0740
MEM 430.097656 1715854309.1744
MEM 430.097656 1715854309.2749
MEM 430.097656 1715854309.3753
MEM 430.097656 1715854309.4757
MEM 430.097656 1715854309.5761
MEM 430.097656 1715854309.6765
MEM 391.972656 1715854309.7770
MEM 391.972656 1715854309.8774
MEM 391.972656 1715854309.9778
MEM 392.097656 1715854310.0782
MEM 392.097656 1715854310.1786
MEM 392.097656 1715854310.2791
MEM 392.097656 1715854310.3795
MEM 392.347656 1715854310.4800
MEM 392.347656 1715854310.5804
MEM 392.347656 1715854310.6808
MEM 392.347656 1715854310.7813
MEM 392.347656 1715854310.8817
MEM 392.347656 1715854310.9836
MEM 392.347656 1715854311.0842
MEM 392.347656 1715854311.1847
MEM 392.972656 1715854311.2851
MEM 392.972656 1715854311.3855
MEM 392.972656 1715854311.4860
MEM 392.972656 1715854311.5864
MEM 392.972656 1715854311.6868
MEM 392.972656 1715854311.7872
MEM 392.972656 1715854311.8877
MEM 392.972656 1715854311.9881
MEM 392.972656 1715854312.0885
MEM 392.972656 1715854312.1890
MEM 392.972656 1715854312.2894
MEM 392.972656 1715854312.3899
MEM 392.972656 1715854312.4903
MEM 392.972656 1715854312.5909
MEM 392.972656 1715854312.6913
MEM 392.972656 1715854312.7917
MEM 394.222656 1715854312.8921
MEM 394.222656 1715854312.9926
MEM 394.222656 1715854313.0930
MEM 394.222656 1715854313.1934
MEM 394.222656 1715854313.2939
MEM 394.222656 1715854313.3943
MEM 394.222656 1715854313.4948
MEM 394.222656 1715854313.5953
MEM 394.222656 1715854313.6957
MEM 394.222656 1715854313.7962
MEM 394.222656 1715854313.8967
MEM 394.222656 1715854313.9971
MEM 394.222656 1715854314.0975
MEM 394.222656 1715854314.1980
MEM 394.222656 1715854314.2984
MEM 394.222656 1715854314.3988
MEM 394.222656 1715854314.4992
MEM 394.222656 1715854314.5997
MEM 394.222656 1715854314.7001
MEM 394.222656 1715854314.8006
MEM 394.222656 1715854314.9010
MEM 394.222656 1715854315.0015
MEM 394.222656 1715854315.1019
MEM 394.222656 1715854315.2023
MEM 394.222656 1715854315.3027
MEM 394.222656 1715854315.4032
MEM 394.222656 1715854315.5036
MEM 394.222656 1715854315.6041
MEM 394.222656 1715854315.7045
MEM 394.222656 1715854315.8049
MEM 394.222656 1715854315.9053
MEM 394.222656 1715854316.0057
