x,one,logn,n,nlogn,nsquare
435,0.000000084,0.000001853,0.000017661,0.000129000,0.004470902
436,0.000000086,0.000001924,0.000016375,0.000181000,0.003641254
437,0.000000090,0.000001865,0.000016329,0.000124000,0.003628702
438,0.000000084,0.000001745,0.000016318,0.000127000,0.003772690
439,0.000000088,0.000001850,0.000016880,0.000132000,0.003830790
440,0.000000077,0.000001670,0.000016325,0.000131000,0.003529636
441,0.000000079,0.000001903,0.000015219,0.000120000,0.003584587
442,0.000000087,0.000001850,0.000016843,0.000141000,0.003862196
443,0.000000089,0.000001936,0.000017090,0.000132000,0.004000775
444,0.000000085,0.000001931,0.000016910,0.000127000,0.003778140
445,0.000000083,0.000001859,0.000023785,0.000126000,0.003668795
446,0.000000175,0.000001846,0.000018149,0.000132000,0.003936709
447,0.000000086,0.000002008,0.000028707,0.000135000,0.003689399
448,0.000000082,0.000001732,0.000020450,0.000127000,0.003687217
449,0.000000083,0.000001806,0.000022153,0.000127000,0.003700841
450,0.000000096,0.000001754,0.000016785,0.000131000,0.003644596
451,0.000000086,0.000001636,0.000016225,0.000128000,0.003805503
452,0.000000087,0.000002503,0.000017203,0.000138000,0.003777507
453,0.000000082,0.000001658,0.000016655,0.000126000,0.003739216
454,0.000000085,0.000001845,0.000015838,0.000122000,0.003458222
455,0.000000119,0.000001844,0.000017368,0.000133000,0.004018449
456,0.000000096,0.000001873,0.000014440,0.000110000,0.003315446
457,0.000000132,0.000002176,0.000020533,0.000139000,0.003580683
458,0.000000086,0.000001779,0.000014634,0.000111000,0.003163038
459,0.000000072,0.000001663,0.000014667,0.000153000,0.003499675
460,0.000000077,0.000002051,0.000015779,0.000114000,0.003514468
461,0.000000096,0.000001922,0.000015531,0.000120000,0.003571396
462,0.000000082,0.000001851,0.000015576,0.000125000,0.003449217
463,0.000000080,0.000001595,0.000015413,0.000119000,0.003519853
464,0.000000079,0.000001777,0.000014931,0.000122000,0.003557825
465,0.000000086,0.000001549,0.000016925,0.000128000,0.003532238
466,0.000000080,0.000001670,0.000015592,0.000126000,0.003539763
467,0.000000081,0.000001809,0.000015476,0.000123000,0.004921798
468,0.000000079,0.000001794,0.000022602,0.000119000,0.003512269
469,0.000000081,0.000001854,0.000015645,0.000120000,0.003537238
470,0.000000085,0.000001656,0.000015629,0.000119000,0.003577375
471,0.000000081,0.000001866,0.000015934,0.000123000,0.003613013
472,0.000000085,0.000001796,0.000016963,0.000129000,0.003592350
473,0.000000090,0.000001848,0.000016156,0.000124000,0.003620238
474,0.000000077,0.000001841,0.000016157,0.000127000,0.003590212
475,0.000000081,0.000001861,0.000016052,0.000124000,0.003700152
476,0.000000087,0.000001863,0.000015951,0.000124000,0.003659964
477,0.000000080,0.000001874,0.000016407,0.000126000,0.003626014
478,0.000000084,0.000002065,0.000016017,0.000121000,0.003647969
479,0.000000084,0.000001823,0.000016062,0.000124000,0.003565439
480,0.000000091,0.000001789,0.000016073,0.000122000,0.003635016
481,0.000000076,0.000001649,0.000015968,0.000122000,0.003590798
482,0.000000084,0.000001847,0.000016011,0.000124000,0.003589287
483,0.000000097,0.000001834,0.000015803,0.000125000,0.003629504
484,0.000000082,0.000001693,0.000016056,0.000127000,0.003628006
485,0.000000081,0.000001814,0.000016089,0.000121000,0.003528331
486,0.000000079,0.000001695,0.000015455,0.000124000,0.003453500
487,0.000000079,0.000001719,0.000015751,0.000121000,0.003578003
488,0.000000085,0.000001978,0.000016213,0.000159000,0.003618940
489,0.000000085,0.000001664,0.000015443,0.000119000,0.003489643
490,0.000000081,0.000001829,0.000015743,0.000122000,0.004018786
491,0.000000084,0.000001620,0.000016322,0.000125000,0.003643352
492,0.000000082,0.000002062,0.000016747,0.000127000,0.003956761
493,0.000000082,0.000001936,0.000015960,0.000122000,0.003645512
494,0.000000082,0.000001808,0.000016201,0.000127000,0.003674973
495,0.000000084,0.000001726,0.000016372,0.000127000,0.003728568
496,0.000000085,0.000001643,0.000016111,0.000126000,0.003709114
497,0.000000085,0.000001838,0.000016590,0.000132000,0.003882309
498,0.000000083,0.000001744,0.000016919,0.000165000,0.003695409
499,0.000000086,0.000001906,0.000016470,0.000127000,0.003692293
500,0.000000085,0.000001725,0.000016756,0.000129000,0.003732218
501,0.000000087,0.000001869,0.000016442,0.000131000,0.003796952
502,0.000000085,0.000001871,0.000017186,0.000126000,0.004678025
503,0.000000097,0.000001747,0.000016758,0.000125000,0.003718639
504,0.000000146,0.000001828,0.000016632,0.000273000,0.003749056
505,0.000000085,0.000001868,0.000021794,0.000127000,0.003796828
506,0.000000097,0.000001915,0.000016916,0.000128000,0.003776782
507,0.000000087,0.000001904,0.000016463,0.000134000,0.003820423
508,0.000000080,0.000001885,0.000016454,0.000129000,0.003735603
509,0.000000089,0.000001706,0.000016516,0.000130000,0.003806520
510,0.000000090,0.000001732,0.000016450,0.000137000,0.003843764
511,0.000000082,0.000001848,0.000015410,0.000116000,0.003422687
512,0.000000079,0.000001808,0.000016126,0.000126000,0.003457409
513,0.000000083,0.000001681,0.000015633,0.000120000,0.003677170
514,0.000000091,0.000002381,0.000017081,0.000146000,0.004010525
515,0.000000089,0.000001841,0.000017242,0.000132000,0.003941060
516,0.000000091,0.000001759,0.000015979,0.000125000,0.003773724
517,0.000000082,0.000001823,0.000016920,0.000128000,0.003789434
518,0.000000084,0.000001707,0.000021411,0.000123000,0.003977404
519,0.000000094,0.000001787,0.000016529,0.000136000,0.003804869
520,0.000000085,0.000002005,0.000016811,0.000128000,0.003706427
521,0.000000086,0.000002203,0.000021442,0.000123000,0.003769085
522,0.000000086,0.000001847,0.000016635,0.000130000,0.003732491
523,0.000000120,0.000001951,0.000017272,0.000128000,0.003730149
524,0.000000091,0.000001935,0.000016484,0.000124000,0.003670230
525,0.000000086,0.000001913,0.000016183,0.000129000,0.003781280
526,0.000000086,0.000001845,0.000016222,0.000125000,0.003727604
527,0.000000104,0.000001679,0.000016215,0.000130000,0.003682979
528,0.000000083,0.000001844,0.000016839,0.000131000,0.004158988
529,0.000000094,0.000001818,0.000018186,0.000130000,0.003710326
530,0.000000088,0.000001863,0.000016171,0.000127000,0.004527661
531,0.000000089,0.000001844,0.000023601,0.000130000,0.003878998
532,0.000000084,0.000001851,0.000016628,0.000129000,0.003664030
533,0.000000093,0.000001850,0.000017211,0.000219000,0.003700094
534,0.000000072,0.000001724,0.000015512,0.000127000,0.003550943
535,0.000000085,0.000001884,0.000017147,0.000132000,0.003814888
536,0.000000084,0.000001857,0.000016937,0.000132000,0.003813654
537,0.000000086,0.000001852,0.000017081,0.000129000,0.003771306
538,0.000000085,0.000001801,0.000016614,0.000130000,0.003771078
539,0.000000080,0.000001762,0.000016302,0.000129000,0.003728980
540,0.000000081,0.000001800,0.000017189,0.000131000,0.003815043
541,0.000000084,0.000001623,0.000017992,0.000126000,0.003676135
542,0.000000092,0.000001830,0.000016345,0.000128000,0.003678667
543,0.000000083,0.000001941,0.000016483,0.000128000,0.003775778
544,0.000000102,0.000001931,0.000017074,0.000130000,0.003830381
545,0.000000097,0.000001906,0.000016892,0.000130000,0.003805720
546,0.000000085,0.000001831,0.000016203,0.000125000,0.003940314
547,0.000000084,0.000001881,0.000016771,0.000150000,0.003671871
548,0.000000080,0.000001863,0.000015731,0.000122000,0.003772552
549,0.000000081,0.000002090,0.000018017,0.000131000,0.003968510
550,0.000000098,0.000001791,0.000016707,0.000131000,0.004077002
551,0.000000091,0.000001913,0.000016735,0.000129000,0.003662637
552,0.000000093,0.000001743,0.000015918,0.000126000,0.003730282
553,0.000000084,0.000001826,0.000016096,0.000128000,0.003664395
554,0.000000085,0.000001753,0.000017294,0.000128000,0.003704851
555,0.000000098,0.000001851,0.000016793,0.000133000,0.004018797
556,0.000000100,0.000001674,0.000016481,0.000131000,0.003953586
557,0.000000084,0.000001660,0.000016805,0.000130000,0.003840936
558,0.000000090,0.000001932,0.000017244,0.000129000,0.003716569
559,0.000000090,0.000001738,0.000016100,0.000128000,0.004099032
560,0.000000090,0.000001963,0.000017025,0.000134000,0.003896237
561,0.000000081,0.000001818,0.000016280,0.000120000,0.003231826
562,0.000000070,0.000001560,0.000020371,0.000103000,0.003380345
563,0.000000078,0.000001559,0.000015959,0.000110000,0.003349176
564,0.000000078,0.000001681,0.000014968,0.000118000,0.003447907
565,0.000000078,0.000001731,0.000015320,0.000116000,0.003455097
566,0.000000077,0.000001702,0.000015466,0.000119000,0.003513208
567,0.000000081,0.000001807,0.000015639,0.000120000,0.003469861
568,0.000000077,0.000001690,0.000015673,0.000121000,0.003504246
569,0.000000080,0.000001701,0.000015570,0.000134000,0.003602357
570,0.000000099,0.000001833,0.000016183,0.000121000,0.003651001
571,0.000000082,0.000001890,0.000016115,0.000123000,0.003527622
572,0.000000078,0.000001735,0.000015962,0.000122000,0.003776854
573,0.000000082,0.000001779,0.000016161,0.000124000,0.003921469
574,0.000000080,0.000001801,0.000015710,0.000118000,0.003555905
575,0.000000078,0.000001750,0.000015875,0.000127000,0.003654827
576,0.000000091,0.000001722,0.000016275,0.000121000,0.003645972
577,0.000000080,0.000002078,0.000016267,0.000127000,0.003658578
578,0.000000081,0.000001902,0.000016422,0.000126000,0.003689585
579,0.000000087,0.000001714,0.000015966,0.000123000,0.003570463
580,0.000000083,0.000001921,0.000016338,0.000124000,0.003687224
581,0.000000082,0.000001835,0.000015900,0.000129000,0.003664508
582,0.000000088,0.000002028,0.000016487,0.000129000,0.003661558
583,0.000000083,0.000001818,0.000015699,0.000124000,0.003585754
584,0.000000125,0.000001707,0.000016184,0.000122000,0.003602398
585,0.000000091,0.000001681,0.000016816,0.000127000,0.003869391
586,0.000000085,0.000001681,0.000016352,0.000127000,0.003649624
587,0.000000082,0.000001830,0.000016520,0.000130000,0.003640186
588,0.000000101,0.000001929,0.000016694,0.000124000,0.003600840
589,0.000000087,0.000001770,0.000015746,0.000122000,0.003583263
590,0.000000080,0.000001819,0.000016504,0.000125000,0.003872681
591,0.000000083,0.000002037,0.000016116,0.000124000,0.003675126
592,0.000000086,0.000001803,0.000016200,0.000123000,0.003599471
593,0.000000086,0.000001819,0.000016649,0.000127000,0.003680189
594,0.000000086,0.000001826,0.000016625,0.000127000,0.003838317
595,0.000000095,0.000001739,0.000016970,0.000126000,0.003716067
596,0.000000090,0.000001709,0.000016220,0.000133000,0.003931654
597,0.000000087,0.000001948,0.000016075,0.000122000,0.003693971
598,0.000000122,0.000001924,0.000016332,0.000125000,0.003838512
599,0.000000087,0.000001784,0.000022205,0.000139000,0.003684962
600,0.000000089,0.000001600,0.000016267,0.000125000,0.003768891
601,0.000000085,0.000001814,0.000016522,0.000137000,0.003896936
602,0.000000088,0.000002060,0.000016444,0.000127000,0.003664295
603,0.000000112,0.000001703,0.000016611,0.000125000,0.003717324
604,0.000000085,0.000002021,0.000017170,0.000137000,0.003861055
605,0.000000084,0.000001865,0.000016090,0.000128000,0.003761970
606,0.000000080,0.000001842,0.000014668,0.000110000,0.003257085
607,0.000000077,0.000001931,0.000015269,0.000117000,0.003356732
608,0.000000082,0.000001860,0.000015323,0.000117000,0.003749918
609,0.000000088,0.000001974,0.000017677,0.000133000,0.003996203
610,0.000000085,0.000001877,0.000015930,0.000126000,0.003697803
611,0.000000084,0.000002113,0.000016809,0.000131000,0.003780695
612,0.000000084,0.000001799,0.000016421,0.000129000,0.003895774
613,0.000000112,0.000001785,0.000016119,0.000128000,0.003683313
614,0.000000085,0.000001867,0.000016541,0.000130000,0.004065240
615,0.000000085,0.000001931,0.000016744,0.000135000,0.003715327
616,0.000000085,0.000001924,0.000016024,0.000124000,0.003721968
617,0.000000085,0.000001836,0.000016242,0.000129000,0.003994901
618,0.000000084,0.000001870,0.000016631,0.000131000,0.003631705
619,0.000000085,0.000001901,0.000016778,0.000126000,0.003778906
620,0.000000086,0.000001684,0.000017029,0.000131000,0.003862102
621,0.000000094,0.000002032,0.000017389,0.000135000,0.003754757
622,0.000000086,0.000002015,0.000017353,0.000130000,0.003703158
623,0.000000084,0.000001934,0.000016581,0.000128000,0.003618645
624,0.000000087,0.000001879,0.000017635,0.000128000,0.003692749
625,0.000000083,0.000001900,0.000016613,0.000127000,0.003824673
626,0.000000086,0.000001865,0.000016890,0.000132000,0.003771029
627,0.000000095,0.000001802,0.000016393,0.000125000,0.003752675
628,0.000000083,0.000001852,0.000016516,0.000133000,0.003669204
629,0.000000088,0.000001717,0.000015861,0.000123000,0.003547212
630,0.000000077,0.000002009,0.000017628,0.000140000,0.004041304
631,0.000000093,0.000001867,0.000017396,0.000133000,0.003860424
632,0.000000085,0.000001945,0.000018151,0.000128000,0.003757706
633,0.000000085,0.000001902,0.000016742,0.000130000,0.003743826
634,0.000000087,0.000002098,0.000016519,0.000129000,0.003817532
635,0.000000086,0.000001913,0.000017304,0.000128000,0.003802480
636,0.000000087,0.000002308,0.000017344,0.000137000,0.004217966
637,0.000000091,0.000001973,0.000016788,0.000129000,0.003794037
638,0.000000087,0.000001944,0.000016952,0.000128000,0.004258520
639,0.000000100,0.000001839,0.000016556,0.000135000,0.003991880
640,0.000000085,0.000002257,0.000017647,0.000137000,0.004044838
641,0.000000083,0.000002037,0.000017081,0.000130000,0.003832867
642,0.000000088,0.000001962,0.000016582,0.000131000,0.003786402
643,0.000000085,0.000001729,0.000015661,0.000122000,0.003539231
644,0.000000088,0.000001865,0.000022961,0.000198000,0.003985316
645,0.000000088,0.000002687,0.000017294,0.000172000,0.005690143
646,0.000000088,0.000001960,0.000026769,0.000144000,0.003780246
647,0.000000092,0.000002042,0.000030370,0.000171000,0.006829012
648,0.000000098,0.000002371,0.000019015,0.000149000,0.004393114
649,0.000000103,0.000002163,0.000020586,0.000160000,0.004667490
650,0.000000109,0.000003027,0.000021453,0.000166000,0.005018428
651,0.000000116,0.000002452,0.000021858,0.000175000,0.005011408
652,0.000000108,0.000002475,0.000021652,0.000169000,0.004742762
653,0.000000107,0.000002535,0.000021764,0.000185000,0.004781068
654,0.000000112,0.000003767,0.000040646,0.000170000,0.006101721
655,0.000000099,0.000002268,0.000019808,0.000148000,0.004107784
656,0.000000092,0.000001982,0.000018914,0.000146000,0.004001400
657,0.000000094,0.000001919,0.000017921,0.000177000,0.003873872
658,0.000000094,0.000001941,0.000016854,0.000132000,0.003833511
659,0.000000080,0.000001789,0.000016678,0.000130000,0.003678136
660,0.000000083,0.000001967,0.000016334,0.000127000,0.003714625
661,0.000000084,0.000001832,0.000016412,0.000126000,0.003812907
662,0.000000083,0.000001828,0.000017195,0.000125000,0.003688681
663,0.000000085,0.000001742,0.000015856,0.000123000,0.003581539
664,0.000000082,0.000001697,0.000016550,0.000133000,0.003704168
665,0.000000086,0.000001863,0.000016743,0.000125000,0.003639787
666,0.000000084,0.000001945,0.000016018,0.000123000,0.003597532
667,0.000000084,0.000001636,0.000016167,0.000123000,0.003666612
668,0.000000082,0.000001742,0.000015919,0.000122000,0.003602045
669,0.000000085,0.000001671,0.000015972,0.000124000,0.004064909
670,0.000000082,0.000001553,0.000018892,0.000122000,0.003958963
671,0.000000083,0.000001734,0.000016260,0.000125000,0.003599533
672,0.000000082,0.000001968,0.000016179,0.000125000,0.003658652
673,0.000000080,0.000001730,0.000015959,0.000123000,0.003554435
674,0.000000082,0.000001684,0.000016652,0.000128000,0.003715235
675,0.000000083,0.000001793,0.000015627,0.000125000,0.003576281
676,0.000000081,0.000001913,0.000016392,0.000123000,0.003828297
677,0.000000085,0.000002015,0.000016927,0.000130000,0.003623545
678,0.000000085,0.000001985,0.000016459,0.000123000,0.003601930
679,0.000000084,0.000001771,0.000017136,0.000125000,0.003651811
680,0.000000085,0.000001974,0.000019638,0.000124000,0.003565868
681,0.000000087,0.000001897,0.000016044,0.000126000,0.003565554
682,0.000000083,0.000001839,0.000016998,0.000122000,0.003602072
683,0.000000087,0.000001894,0.000016328,0.000125000,0.003686980
684,0.000000087,0.000001762,0.000016172,0.000127000,0.003650514
685,0.000000093,0.000001772,0.000016267,0.000127000,0.003749990
686,0.000000091,0.000002269,0.000016072,0.000125000,0.003652564
687,0.000000084,0.000002087,0.000016429,0.000133000,0.003569262
688,0.000000081,0.000001900,0.000015891,0.000127000,0.003684516
689,0.000000088,0.000001929,0.000016092,0.000123000,0.003603741
690,0.000000082,0.000001856,0.000015561,0.000124000,0.003512407
691,0.000000082,0.000001860,0.000015862,0.000124000,0.003601333
692,0.000000082,0.000001829,0.000016590,0.000127000,0.003603568
693,0.000000081,0.000001834,0.000016500,0.000123000,0.003599311
694,0.000000084,0.000001886,0.000015824,0.000121000,0.003880478
695,0.000000084,0.000008472,0.000015792,0.000133000,0.003567965
696,0.000000081,0.000001732,0.000022750,0.000121000,0.003611066
697,0.000000085,0.000001927,0.000015923,0.000126000,0.003599437
698,0.000000081,0.000001793,0.000015962,0.000121000,0.003590080
699,0.000000081,0.000001755,0.000015867,0.000121000,0.003592547
700,0.000000085,0.000001813,0.000016289,0.000124000,0.003576493
701,0.000000084,0.000002320,0.000015961,0.000122000,0.003877543
702,0.000000082,0.000002081,0.000016367,0.000124000,0.003514893
703,0.000000081,0.000001994,0.000015956,0.000126000,0.004107669
704,0.000000082,0.000001772,0.000016115,0.000128000,0.003729818
705,0.000000081,0.000001855,0.000016422,0.000147000,0.003570418
706,0.000000081,0.000001780,0.000017485,0.000124000,0.003645992
707,0.000000093,0.000001948,0.000016249,0.000124000,0.003601598
708,0.000000082,0.000001858,0.000015986,0.000202000,0.003540366
709,0.000000083,0.000001774,0.000015999,0.000123000,0.003556892
710,0.000000081,0.000001952,0.000016701,0.000127000,0.003717392
711,0.000000082,0.000001929,0.000015850,0.000123000,0.003569266
712,0.000000081,0.000001786,0.000016528,0.000126000,0.003579222
713,0.000000085,0.000001805,0.000027271,0.000128000,0.003606309
714,0.000000081,0.000001949,0.000018842,0.000130000,0.004056236
715,0.000000104,0.000001784,0.000015720,0.000122000,0.003579334
716,0.000000099,0.000001755,0.000015653,0.000131000,0.004136728
717,0.000000082,0.000001794,0.000016139,0.000127000,0.003588598
718,0.000000096,0.000001723,0.000015783,0.000125000,0.003613867
719,0.000000089,0.000001844,0.000015948,0.000123000,0.003519230
720,0.000000085,0.000001814,0.000016340,0.000123000,0.003579208
721,0.000000085,0.000001869,0.000022756,0.000121000,0.003564351
722,0.000000086,0.000001802,0.000016230,0.000122000,0.003573134
723,0.000000078,0.000001736,0.000015870,0.000124000,0.003532915
724,0.000000081,0.000001703,0.000015738,0.000121000,0.003730431
725,0.000000078,0.000001942,0.000016363,0.000122000,0.003544934
726,0.000000084,0.000001765,0.000019906,0.000127000,0.003597982
727,0.000000087,0.000001750,0.000019278,0.000124000,0.004199796
728,0.000000082,0.000001996,0.000015941,0.000122000,0.003649034
729,0.000000085,0.000001836,0.000016178,0.000134000,0.003618586
730,0.000000100,0.000001834,0.000022738,0.000124000,0.003606534
731,0.000000083,0.000001906,0.000017404,0.000125000,0.004817941
732,0.000000087,0.000001990,0.000017481,0.000131000,0.003763643
733,0.000000093,0.000001928,0.000017254,0.000177000,0.003848762
734,0.000000090,0.000001958,0.000024889,0.000135000,0.004065060
735,0.000000103,0.000001934,0.000016873,0.000126000,0.004007847
736,0.000000120,0.000001994,0.000016824,0.000132000,0.004153753
737,0.000000088,0.000002117,0.000017436,0.000133000,0.004075949
738,0.000000098,0.000001844,0.000017684,0.000133000,0.004042533
739,0.000000088,0.000002035,0.000017490,0.000132000,0.003586150
740,0.000000087,0.000001807,0.000015879,0.000133000,0.004039109
741,0.000000105,0.000001915,0.000017816,0.000136000,0.004058388
742,0.000000091,0.000001989,0.000020390,0.000130000,0.003926199
743,0.000000088,0.000001984,0.000017464,0.000129000,0.003780611
744,0.000000085,0.000001665,0.000016604,0.000128000,0.003790023
745,0.000000087,0.000001914,0.000016774,0.000130000,0.003786240
746,0.000000086,0.000002123,0.000017047,0.000133000,0.003843961
747,0.000000095,0.000002031,0.000016781,0.000131000,0.003766243
748,0.000000086,0.000001912,0.000017434,0.000134000,0.003892058
749,0.000000096,0.000001904,0.000017815,0.000128000,0.003761794
750,0.000000089,0.000001841,0.000017001,0.000131000,0.003773363
751,0.000000085,0.000001889,0.000016844,0.000133000,0.003704611
752,0.000000084,0.000002199,0.000017288,0.000129000,0.003786212
753,0.000000086,0.000001905,0.000016191,0.000124000,0.003942175
754,0.000000086,0.000001976,0.000016518,0.000129000,0.003925754
755,0.000000093,0.000001954,0.000026722,0.000137000,0.003905694
756,0.000000087,0.000001910,0.000017241,0.000129000,0.004016545
757,0.000000099,0.000001911,0.000017284,0.000133000,0.003885614
758,0.000000094,0.000001931,0.000017330,0.000130000,0.003770990
759,0.000000113,0.000001893,0.000016720,0.000133000,0.003979008
760,0.000000086,0.000001824,0.000017189,0.000129000,0.003820137
761,0.000000089,0.000001891,0.000017663,0.000144000,0.003909416
762,0.000000088,0.000001875,0.000016966,0.000133000,0.004178713
763,0.000000086,0.000002475,0.000016587,0.000129000,0.003766158
764,0.000000086,0.000001938,0.000017317,0.000223000,0.003793419
765,0.000000094,0.000001920,0.000017103,0.000133000,0.004137196
766,0.000000102,0.000001809,0.000017226,0.000133000,0.003821851
767,0.000000092,0.000001844,0.000017261,0.000134000,0.003881508
768,0.000000084,0.000001673,0.000017410,0.000145000,0.003915002
769,0.000000088,0.000001851,0.000016770,0.000130000,0.003789636
770,0.000000085,0.000001766,0.000017067,0.000130000,0.003858847
771,0.000000100,0.000001857,0.000016346,0.000128000,0.003762133
772,0.000000082,0.000001857,0.000016063,0.000128000,0.003688728
773,0.000000085,0.000001840,0.000017208,0.000132000,0.003776822
774,0.000000087,0.000002029,0.000017097,0.000131000,0.003779995
775,0.000000087,0.000001994,0.000016629,0.000130000,0.003734387
776,0.000000085,0.000001784,0.000016663,0.000127000,0.003680722
777,0.000000087,0.000001868,0.000016320,0.000128000,0.003767148
778,0.000000083,0.000001816,0.000016525,0.000127000,0.003778240
779,0.000000090,0.000001964,0.000017167,0.000133000,0.003902393
780,0.000000087,0.000001910,0.000016927,0.000125000,0.003710185
781,0.000000089,0.000001917,0.000017190,0.000140000,0.004237663
782,0.000000087,0.000001913,0.000015963,0.000133000,0.003865779
783,0.000000115,0.000001804,0.000017269,0.000138000,0.003808152
784,0.000000088,0.000001932,0.000016850,0.000134000,0.003845670
785,0.000000086,0.000002154,0.000016687,0.000128000,0.003811290
786,0.000000143,0.000001771,0.000020485,0.000129000,0.003878012
787,0.000000084,0.000001863,0.000017560,0.000203000,0.003797987
788,0.000000082,0.000001901,0.000017096,0.000142000,0.003779290
789,0.000000085,0.000002210,0.000017568,0.000137000,0.003917537
790,0.000000087,0.000001875,0.000018940,0.000131000,0.003734200
791,0.000000080,0.000001706,0.000014398,0.000108000,0.003232761
792,0.000000076,0.000002366,0.000016781,0.000133000,0.003721054
793,0.000000114,0.000001758,0.000016176,0.000114000,0.003322027
794,0.000000091,0.000001796,0.000016351,0.000127000,0.003692038
795,0.000000083,0.000002056,0.000016073,0.000126000,0.003722560
796,0.000000091,0.000001938,0.000016733,0.000132000,0.003780962
797,0.000000101,0.000001967,0.000016797,0.000136000,0.004111747
798,0.000000084,0.000001798,0.000015388,0.000113000,0.003341430
799,0.000000086,0.000001928,0.000021489,0.000116000,0.003399984
800,0.000000081,0.000001752,0.000016889,0.000124000,0.003479125
801,0.000000085,0.000001930,0.000015029,0.000115000,0.003098587
802,0.000000074,0.000001674,0.000015120,0.000116000,0.003635829
803,0.000000090,0.000001883,0.000017431,0.000133000,0.003881965
804,0.000000092,0.000002264,0.000016865,0.000129000,0.003792905
805,0.000000100,0.000002425,0.000016862,0.000131000,0.003965879
806,0.000000087,0.000001901,0.000016819,0.000128000,0.003659802
807,0.000000086,0.000001878,0.000016932,0.000131000,0.003790050
808,0.000000086,0.000001764,0.000017594,0.000135000,0.003777671
809,0.000000087,0.000001829,0.000020190,0.000128000,0.003773461
810,0.000000115,0.000001771,0.000016771,0.000127000,0.003746515
811,0.000000086,0.000001715,0.000016215,0.000130000,0.003698197
812,0.000000084,0.000001820,0.000016961,0.000125000,0.003668821
813,0.000000072,0.000001726,0.000014736,0.000153000,0.003576324
814,0.000000087,0.000001878,0.000017094,0.000135000,0.003970928
815,0.000000086,0.000001726,0.000016596,0.000125000,0.003701663
816,0.000000084,0.000001807,0.000019348,0.000127000,0.003714320
817,0.000000088,0.000001754,0.000017084,0.000129000,0.003789290
818,0.000000088,0.000001691,0.000016601,0.000131000,0.003775799
819,0.000000087,0.000001809,0.000016248,0.000126000,0.003791368
820,0.000000106,0.000002079,0.000016656,0.000138000,0.003917572
821,0.000000091,0.000001899,0.000016867,0.000133000,0.003777487
822,0.000000089,0.000001908,0.000017276,0.000135000,0.003884198
823,0.000000085,0.000001957,0.000017323,0.000130000,0.003772198
824,0.000000092,0.000001938,0.000016692,0.000128000,0.003929771
825,0.000000112,0.000001909,0.000017040,0.000126000,0.003655502
826,0.000000082,0.000001880,0.000015799,0.000121000,0.004207062
827,0.000000091,0.000002063,0.000018035,0.000138000,0.003973176
828,0.000000088,0.000002122,0.000017536,0.000136000,0.003856295
829,0.000000086,0.000001989,0.000017003,0.000132000,0.003810182
830,0.000000088,0.000001799,0.000017092,0.000134000,0.003909480
831,0.000000099,0.000002020,0.000017236,0.000132000,0.003815033
832,0.000000088,0.000001919,0.000016769,0.000130000,0.003808235
833,0.000000086,0.000001855,0.000017268,0.000133000,0.003868327
834,0.000000114,0.000001886,0.000016304,0.000129000,0.003944573
835,0.000000092,0.000009725,0.000016719,0.000132000,0.003884155
836,0.000000089,0.000002007,0.000017006,0.000131000,0.003930599
837,0.000000089,0.000001977,0.000017158,0.000132000,0.003805170
838,0.000000085,0.000001909,0.000017615,0.000136000,0.003964867
839,0.000000092,0.000001936,0.000017369,0.000131000,0.004133404
840,0.000000085,0.000001899,0.000016396,0.000129000,0.003594256
841,0.000000098,0.000001923,0.000018956,0.000138000,0.004022652
842,0.000000092,0.000001836,0.000016936,0.000133000,0.004031354
843,0.000000091,0.000001976,0.000016529,0.000128000,0.004230730
844,0.000000085,0.000001829,0.000017319,0.000129000,0.003975922
845,0.000000091,0.000001923,0.000017198,0.000132000,0.003921215
846,0.000000095,0.000001916,0.000017236,0.000133000,0.003942344
847,0.000000088,0.000001929,0.000017258,0.000139000,0.004064150
848,0.000000084,0.000001955,0.000017480,0.000139000,0.003821396
849,0.000000097,0.000001830,0.000016553,0.000131000,0.003836916
850,0.000000095,0.000001930,0.000018132,0.000130000,0.003989084
851,0.000000087,0.000001988,0.000017201,0.000129000,0.003759835
852,0.000000091,0.000001862,0.000017246,0.000133000,0.004042825
853,0.000000087,0.000001840,0.000016896,0.000131000,0.003714248
854,0.000000083,0.000002627,0.000015216,0.000120000,0.003553306
855,0.000000103,0.000001771,0.000016103,0.000130000,0.003885076
856,0.000000090,0.000001891,0.000019817,0.000134000,0.003823225
857,0.000000088,0.000001932,0.000016358,0.000129000,0.003682832
858,0.000000100,0.000001824,0.000018589,0.000131000,0.004209496
859,0.000000087,0.000001914,0.000017952,0.000134000,0.003919361
860,0.000000086,0.000001808,0.000016907,0.000127000,0.004131710
861,0.000000088,0.000001909,0.000016789,0.000130000,0.003825412
862,0.000000090,0.000001852,0.000017568,0.000135000,0.003774306
863,0.000000088,0.000001891,0.000016505,0.000130000,0.003876471
864,0.000000090,0.000001917,0.000017162,0.000132000,0.003805246
865,0.000000090,0.000001700,0.000023680,0.000133000,0.003783480
866,0.000000089,0.000002033,0.000017119,0.000129000,0.003993254
867,0.000000088,0.000001976,0.000017010,0.000129000,0.003879365
868,0.000000084,0.000001784,0.000017059,0.000128000,0.003750477
869,0.000000093,0.000001969,0.000016744,0.000156000,0.003878853
870,0.000000100,0.000002007,0.000016321,0.000128000,0.003906688
