CMDLINE python3 nlogn.py
MEM 410.488281 1715786414.1929
MEM 410.488281 1715786414.2934
MEM 410.488281 1715786414.3939
MEM 410.488281 1715786414.4944
MEM 410.488281 1715786414.5949
MEM 410.488281 1715786414.6954
MEM 410.488281 1715786414.7959
MEM 410.488281 1715786414.8963
MEM 410.488281 1715786414.9970
MEM 410.488281 1715786415.0973
MEM 410.488281 1715786415.1976
MEM 410.488281 1715786415.2978
MEM 410.488281 1715786415.3981
MEM 410.488281 1715786415.4984
MEM 410.488281 1715786415.5987
MEM 410.488281 1715786415.6991
MEM 410.488281 1715786415.7994
MEM 410.488281 1715786415.8998
MEM 410.488281 1715786416.0002
MEM 410.488281 1715786416.1006
MEM 410.488281 1715786416.2010
MEM 410.488281 1715786416.3014
MEM 410.488281 1715786416.4017
MEM 410.488281 1715786416.5021
MEM 410.488281 1715786416.6025
MEM 410.488281 1715786416.7029
MEM 410.488281 1715786416.8033
MEM 429.613281 1715786416.9038
MEM 429.613281 1715786417.0042
MEM 429.613281 1715786417.1047
MEM 429.613281 1715786417.2049
MEM 429.613281 1715786417.3052
MEM 429.613281 1715786417.4055
MEM 429.613281 1715786417.5058
MEM 429.613281 1715786417.6062
MEM 429.613281 1715786417.7066
MEM 429.613281 1715786417.8069
MEM 429.613281 1715786417.9073
MEM 429.613281 1715786418.0077
MEM 429.613281 1715786418.1081
MEM 429.613281 1715786418.2085
MEM 467.910156 1715786418.3089
MEM 467.910156 1715786418.4093
MEM 467.910156 1715786418.5096
MEM 467.910156 1715786418.6099
MEM 467.910156 1715786418.7102
MEM 467.910156 1715786418.8105
MEM 467.910156 1715786418.9108
MEM 467.910156 1715786419.0112
MEM 467.910156 1715786419.1115
MEM 467.910156 1715786419.2119
MEM 467.910156 1715786419.3122
MEM 467.910156 1715786419.4126
MEM 467.910156 1715786419.5131
MEM 467.910156 1715786419.6134
MEM 467.910156 1715786419.7137
MEM 467.910156 1715786419.8141
MEM 467.910156 1715786419.9145
MEM 467.910156 1715786420.0148
MEM 467.910156 1715786420.1151
MEM 467.910156 1715786420.2155
MEM 467.910156 1715786420.3159
MEM 467.910156 1715786420.4163
MEM 467.910156 1715786420.5167
MEM 467.910156 1715786420.6171
MEM 467.910156 1715786420.7174
MEM 467.910156 1715786420.8177
MEM 467.910156 1715786420.9179
MEM 467.910156 1715786421.0182
MEM 467.910156 1715786421.1184
MEM 429.796875 1715786421.2188
MEM 391.820312 1715786421.3192
MEM 391.820312 1715786421.4196
MEM 391.820312 1715786421.5199
MEM 391.820312 1715786421.6203
MEM 391.820312 1715786421.7207
MEM 391.820312 1715786421.8210
MEM 391.820312 1715786421.9213
