n,times
1643,0.12107662
1644,0.12571919
1645,0.12629568
1646,0.12531281
1647,0.12636559
1648,0.11465357
1649,0.14491376
1650,0.12795183
1651,0.13539517
1652,0.13130915
1653,0.13714522
1654,0.14737153
1655,0.12222318
1656,0.16256448
1657,0.12610659
1658,0.13129074
1659,0.15143788
1660,0.12567055
1661,0.12256184
1662,0.15824394
1663,0.13785840
1664,0.13288034
1665,0.12455780
1666,0.13023936
1667,0.14531902
1668,0.12114462
1669,0.13956575
1670,0.12887922
1671,0.12989220
1672,0.14015517
1673,0.13230860
1674,0.13982951
1675,0.13832111
1676,0.13270115
1677,0.12278059
1678,0.14085790
1679,0.13176407
1680,0.13179905
1681,0.15060919
1682,0.15454183
1683,0.12776373
1684,0.12689534
1685,0.13227776
1686,0.21523692
1687,0.14080043
1688,0.14230153
1689,0.13387624
1690,0.13132364
1691,0.13477375
1692,0.14631228
1693,0.14576524
1694,0.14588619
1695,0.14827305
1696,0.14227399
1697,0.12907809
1698,0.13339455
1699,0.12590103
1700,0.13199827
1701,0.16184819
1702,0.13924952
1703,0.13951056
1704,0.13550262
1705,0.14638121
1706,0.14741735
1707,0.13078630
1708,0.13055085
1709,0.13069834
1710,0.14775397
1711,0.15168018
1712,0.14369091
1713,0.14603860
1714,0.14547381
1715,0.14193416
1716,0.12955426
1717,0.14633861
1718,0.13828702
1719,0.13938947
1720,0.14878737
1721,0.16596469
1722,0.14257954
1723,0.14340503
1724,0.15134384
1725,0.15270807
1726,0.13292810
1727,0.14745423
1728,0.14193253
1729,0.13794648
1730,0.13854551
1731,0.14315330
1732,0.13789030
1733,0.13825240
1734,0.14913618
1735,0.16982538
1736,0.13640045
1737,0.13354943
1738,0.14942069
1739,0.15408841
1740,0.13268373
1741,0.12953179
1742,0.12298242
1743,0.12567307
1744,0.12035665
1745,0.11667258
1746,0.12605607
1747,0.11635432
1748,0.11374226
1749,0.11191744
1750,0.11163594
1751,0.11364880
1752,0.12972461
1753,0.12178483
1754,0.11444159
1755,0.11491914
1756,0.11679701
1757,0.11594258
1758,0.11834579
1759,0.12067226
1760,0.11881851
1761,0.11862921
1762,0.15204974
1763,0.14340019
1764,0.11788533
1765,0.11836893
1766,0.11838497
1767,0.11845275
1768,0.11988072
1769,0.15064857
1770,0.11861787
1771,0.11874511
1772,0.13242587
1773,0.12581681
1774,0.11912113
1775,0.11744485
1776,0.15117027
1777,0.11749842
1778,0.12038921
1779,0.11893789
1780,0.11874577
1781,0.12024731
1782,0.11816166
1783,0.14442841
1784,0.11897635
1785,0.11950599
1786,0.21514315
1787,0.18569659
1788,0.11952863
1789,0.11997466
1790,0.12101442
1791,0.12159953
1792,0.12405823
1793,0.12032859
1794,0.12184557
1795,0.12608704
1796,0.12165531
1797,0.12206629
1798,0.12252830
1799,0.17231325
1800,0.12241001
1801,0.12233831
1802,0.12488077
1803,0.12388299
1804,0.12778566
1805,0.12221320
1806,0.24110219
1807,0.11994850
1808,0.12272298
1809,0.17202464
1810,0.12359086
1811,0.13622339
1812,0.20471784
1813,0.12441223
1814,0.12501755
1815,0.12800473
1816,0.14847889
1817,0.12387764
1818,0.12355626
1819,0.14027366
1820,0.12511671
1821,0.14889433
1822,0.12438169
1823,0.12500602
1824,0.12646773
1825,0.12641153
1826,0.12814963
1827,0.12765465
1828,0.12529575
1829,0.16139381
1830,0.25043337
1831,0.12954326
1832,0.12751415
1833,0.12554469
1834,0.12680373
1835,0.12630668
1836,0.12648387
1837,0.12772929
1838,0.12732019
1839,0.12746543
1840,0.12517372
1841,0.12629816
1842,0.12495816
1843,0.12676459
1844,0.12872948
1845,0.12779004
1846,0.15118396
1847,0.12653348
1848,0.12748755
1849,0.12704548
1850,0.12593708
1851,0.12679305
1852,0.12656909
1853,0.12708065
1854,0.12702659
1855,0.12582698
1856,0.12759475
1857,0.12780021
1858,0.15093665
1859,0.12718989
1860,0.12740983
1861,0.12801325
1862,0.12749824
1863,0.12721083
1864,0.12811185
1865,0.12893155
1866,0.12815110
1867,0.13089363
1868,0.13017947
1869,0.13075043
1870,0.12950634
1871,0.12896924
1872,0.12934309
1873,0.12861961
1874,0.12869710
1875,0.12905103
1876,0.18059963
1877,0.13611723
1878,0.13905932
1879,0.14069859
1880,0.13455852
1881,0.13714434
1882,0.15870859
1883,0.56591057
1884,0.20612303
1885,0.12889959
1886,0.13027746
1887,0.13234776
1888,0.13108250
1889,0.13387290
1890,0.13280501
1891,0.13190185
1892,0.12988896
1893,0.13145830
1894,0.12989155
1895,0.13246597
1896,0.13071557
1897,0.13201461
1898,0.13233508
1899,0.13176344
1900,0.12996328
1901,0.13272170
1902,0.13293252
1903,0.13243977
1904,0.13248808
1905,0.13173378
1906,0.13277041
1907,0.30933879
1908,0.16784556
1909,0.13192643
1910,0.12951245
1911,0.25391083
1912,0.13398092
1913,0.13308092
1914,0.13660463
1915,0.13773220
1916,0.13839951
1917,0.18352690
1918,0.13474394
1919,0.13819895
1920,0.13773767
1921,0.13643117
1922,0.13179181
1923,0.13413454
1924,0.23266190
1925,0.31740971
1926,0.24771861
1927,0.16675922
1928,0.19269264
1929,0.27571708
1930,0.16783587
1931,0.17192081
1932,0.15780590
1933,0.15479600
1934,0.14879688
1935,0.17503234
1936,0.20981367
1937,0.16062153
1938,0.15468421
1939,0.15200859
1940,0.18121685
1941,0.14940211
1942,0.14827027
1943,0.14263369
1944,0.13926076
1945,0.13525759
1946,0.13635577
1947,0.13669721
1948,0.14876656
1949,0.16500771
1950,0.13752950
1951,0.13789420
1952,0.13752990
1953,0.13753552
1954,0.13819183
1955,0.13672035
1956,0.13690719
1957,0.14521175
1958,0.14712095
1959,0.14606204
1960,0.14782065
1961,0.14735901
1962,0.14678773
1963,0.14882470
1964,0.14795406
1965,0.14704333
1966,0.14732513
1967,0.15013934
1968,0.15024977
1969,0.14872047
1970,0.14827692
1971,0.14672008
1972,0.14767367
1973,0.14752198
1974,0.14971502
1975,0.14930934
1976,0.15044956
1977,0.15086764
1978,0.15011906
1979,0.15059423
1980,0.14772611
1981,0.15040708
1982,0.14817723
1983,0.15262155
1984,0.14896818
1985,0.15011472
1986,0.15168319
1987,0.14976710
1988,0.14961519
1989,0.15913275
1990,0.15237481
1991,0.15062170
1992,0.15612947
1993,0.37244513
1994,0.21767979
1995,0.48585964
1996,0.29171380
1997,0.17609796
1998,0.15653695
1999,0.15830929
2000,0.20055555
2001,0.23937848
2002,0.16579772
2003,0.16241725
2004,0.15863075
2005,0.15836803
2006,0.15774592
2007,0.14357421
2008,0.14574670
2009,0.14618842
2010,0.15515746
2011,0.14598388
2012,0.14679387
2013,0.15314924
2014,0.15021703
2015,0.15228662
2016,0.15006442
2017,0.14761543
2018,0.14680136
2019,0.17343684
2020,0.15081838
2021,0.34953199
2022,0.24461085
2023,0.16409747
2024,0.15732486
2025,0.15774288
2026,0.15989446
2027,0.20379676
2028,0.15770952
2029,0.16209228
2030,0.16036931
2031,0.18798623
2032,0.16041732
2033,0.15185836
2034,0.16034311
2035,0.15746960
2036,0.15944184
2037,0.16605051
2038,0.16475117
2039,0.25241619
2040,0.16643124
2041,0.16114533
2042,0.16851879
2043,0.16469890
2044,0.17792472
2045,0.22357367
2046,0.18344009
2047,0.17009756
2048,0.16717597
2049,0.16664319
2050,0.17098858
2051,0.17011668
2052,0.16784477
2053,0.17104083
2054,0.17034963
2055,0.31314889
2056,0.17352900
2057,0.15662337
2058,0.15837368
2059,0.20861704
2060,0.15509418
2061,0.15761747
2062,0.15488082
2063,0.15432824
2064,0.22761144
2065,0.18850039
2066,0.15676021
2067,0.19034455
2068,0.16930384
2069,0.16943643
2070,0.17273040
2071,0.17455678
2072,0.17252761
2073,0.17162659
2074,0.17355841
2075,0.23333501
2076,0.16883191
2077,0.29555560
2078,0.22544674
2079,0.15624600
2080,0.16713553
2081,0.20339512
2082,0.15749487
2083,0.15752443
2084,0.15794107
2085,0.15643354
2086,0.15512497
2087,0.15666083
2088,0.15862348
2089,0.17761438
2090,0.20028539
2091,0.20252756
2092,0.15880636
2093,0.17042070
2094,0.15939588
2095,0.15792333
2096,0.16195117
2097,0.16139747
2098,0.16222303
2099,0.16224490
2100,0.16428391
2101,0.16286909
2102,0.16095997
2103,0.18947129
2104,0.27277362
2105,0.16085711
2106,0.16388100
2107,0.16294312
2108,0.16184019
2109,0.22456110
2110,0.17962019
2111,0.17619297
2112,0.17798321
2113,0.17629728
2114,0.17632728
2115,0.17908285
2116,0.17746639
2117,0.21085211
2118,0.18211221
2119,0.22430450
2120,0.18101943
2121,0.18049095
2122,0.18018023
2123,0.18004989
2124,0.18053546
2125,0.18167542
2126,0.24354704
2127,0.26704351
2128,0.33070260
2129,0.16691599
2130,0.16781594
2131,0.17036513
2132,0.17178802
2133,0.17028728
2134,0.17076971
2135,0.16924201
2136,0.16963470
2137,0.17003653
2138,0.35273462
2139,0.19329785
2140,0.16615925
2141,0.21152511
2142,0.17929706
2143,0.17689681
2144,0.17624148
2145,0.17737674
2146,0.17434495
2147,0.26622101
2148,0.18244083
2149,0.18356657
2150,0.18413792
2151,0.18244489
2152,0.18693803
2153,0.18546548
2154,0.18442576
2155,0.18505041
2156,0.18465481
2157,0.25811055
2158,0.31262079
2159,0.17705699
2160,0.17374923
2161,0.17516545
2162,0.17068907
2163,0.17259708
2164,0.17530740
2165,0.17410937
2166,0.21309221
2167,0.26862364
2168,0.21071952
2169,0.18738668
2170,0.18725965
2171,0.18820939
2172,0.25457898
2173,0.18772738
2174,0.18908768
2175,0.18896479
2176,0.19179809
2177,0.18910336
2178,0.18876304
2179,0.18782533
2180,0.19349776
2181,0.18816281
2182,0.18787779
2183,0.19022382
2184,0.30256830
2185,0.20484544
2186,0.17505765
2187,0.30214249
2188,0.20884964
2189,0.20706577
2190,0.18743923
2191,0.19169877
2192,0.20010638
2193,0.18858394
2194,0.19657839
2195,0.19869048
2196,0.20932900
2197,0.18051748
2198,0.29625832
2199,0.18984625
2200,0.19366523
2201,0.17914233
2202,0.17916723
2203,0.18227205
2204,0.18556926
2205,0.19506890
2206,0.19005505
2207,0.19312238
2208,0.22071971
2209,0.28757543
2210,0.19307365
2211,0.21310544
2212,0.19242329
2213,0.19097446
2214,0.19537063
2215,0.28421272
2216,0.19329292
2217,0.19376009
2218,0.19149232
2219,0.18991604
2220,0.19445623
2221,0.19745259
2222,0.20963984
2223,0.19491423
2224,0.19192038
2225,0.19029912
2226,0.19464398
2227,0.19420043
2228,0.33667446
2229,0.19518082
2230,0.19484655
2231,0.19754092
2232,0.19429181
2233,0.19917541
2234,0.20278830
2235,0.20214393
2236,0.19861797
2237,0.22215478
2238,0.20441801
2239,0.20022662
2240,0.18047697
2241,0.41406687
2242,0.18243792
2243,0.18523627
2244,0.34560460
2245,0.19044466
2246,0.18410238
2247,0.22435748
2248,0.21585594
2249,0.18833302
2250,0.18848884
2251,0.21970198
2252,0.18440792
2253,0.31988336
2254,0.19620456
2255,0.18865173
2256,0.19010724
2257,0.20101977
2258,0.19973447
2259,0.19262510
2260,0.20022507
2261,0.19288255
2262,0.19145585
2263,0.19349432
2264,0.27834728
2265,0.25236407
2266,0.21824913
2267,0.18981314
2268,0.22784287
2269,0.19245548
2270,0.20520491
2271,0.22630745
2272,0.19085856
2273,0.19304794
2274,0.19317245
2275,0.18921856
2276,0.19830573
2277,0.28639813
2278,0.19878821
2279,0.20133312
2280,0.19990879
2281,0.20207489
2282,0.20649339
2283,0.27856872
2284,0.25768392
2285,0.20367602
2286,0.20846792
2287,0.20548110
2288,0.21033978
2289,0.27124668
2290,0.19350166
2291,0.25285797
2292,0.20691245
2293,0.20469021
2294,0.20982598
2295,0.34232730
2296,0.20187748
2297,0.20073726
2298,0.20404755
2299,0.20415978
2300,0.26757642
2301,0.21531226
2302,0.19065531
2303,0.20145436
2304,0.19985672
2305,0.30390082
2306,0.22900060
2307,0.20493242
2308,0.19987786
2309,0.26389381
2310,0.19995844
2311,0.20130327
2312,0.21896495
2313,0.21080004
2314,0.22866454
2315,0.20369730
2316,0.19902271
2317,0.19681038
2318,0.20439466
2319,0.19689977
2320,0.20311152
2321,0.24182458
2322,0.35092975
2323,0.22697407
2324,0.21843317
2325,0.25597079
2326,0.22828398
2327,0.20374381
2328,0.21855937
2329,0.26529307
2330,0.21310694
2331,0.22394562
2332,0.22003147
2333,0.25091000
2334,0.22027464
2335,0.21996744
2336,0.22160312
2337,0.21703639
2338,0.21958954
2339,0.25071854
2340,0.21404668
2341,0.40957238
2342,0.21603576
2343,0.22567601
2344,0.22466557
2345,0.21425900
2346,0.20705612
2347,0.20872960
2348,0.20834676
2349,0.25093635
2350,0.20601066
2351,0.20507446
2352,0.23439139
2353,0.22008026
2354,0.22615566
2355,0.22614654
2356,0.28288570
2357,0.22387686
2358,0.22693775
2359,0.22685099
2360,0.22660830
2361,0.22984169
2362,0.22314699
2363,0.35055292
2364,0.30429768
2365,0.22704684
2366,0.22717534
2367,0.22836255
2368,0.22821816
2369,0.22810047
2370,0.33496708
2371,0.28025708
2372,0.22745477
2373,0.25000636
2374,0.23080585
2375,0.23105357
2376,0.22878782
2377,0.22824905
2378,0.23077297
2379,0.23022280
2380,0.22825533
2381,0.23016045
2382,0.26424674
2383,0.22792008
2384,0.20909412
2385,0.26653678
2386,0.24482240
2387,0.41112151
2388,0.21004432
2389,0.21435401
2390,0.21030788
2391,0.21983708
2392,0.24425543
2393,0.21297925
2394,0.21540641
2395,0.21825221
2396,0.21581120
2397,0.21582136
2398,0.21911533
2399,0.21911219
2400,0.21692305
2401,0.21422347
2402,0.31361262
2403,0.23733267
2404,0.21309145
2405,0.21378485
2406,0.21474652
2407,0.21550201
2408,0.44608293
2409,0.21597744
2410,0.31659330
2411,0.24708532
2412,0.21853580
2413,0.22360972
2414,0.24436667
2415,0.25121498
2416,0.21767711
2417,0.22015006
2418,0.24136707
2419,0.21753868
2420,0.22327873
2421,0.22520867
2422,0.25667421
2423,0.22647170
2424,0.22359469
2425,0.22442124
2426,0.22725733
2427,0.22668987
2428,0.22553233
2429,0.22735059
2430,0.22390045
2431,0.22400778
2432,0.21998683
2433,0.23123668
2434,0.22082016
2435,0.21867996
2436,0.22286914
2437,0.22094937
2438,0.22138552
2439,0.46645408
2440,0.22195861
2441,0.22520432
2442,0.22501464
2443,0.22534574
2444,0.34618868
2445,0.22373620
2446,0.22628666
2447,0.46178846
2448,0.23057669
2449,0.30553320
2450,0.22728427
2451,0.23040241
2452,0.28608749
2453,0.23122706
2454,0.27693456
2455,0.22961356
2456,0.22406556
2457,0.22484913
2458,0.23242311
2459,0.25780096
2460,0.22844813
2461,0.22625670
2462,0.26361320
2463,0.33755822
2464,0.22806121
2465,0.33495187
2466,0.26963224
2467,0.24838451
2468,0.26121825
2469,0.23541353
2470,0.24607503
2471,0.24290100
2472,0.24287830
2473,0.23040897
2474,0.25386899
2475,0.22955167
2476,0.22898942
2477,0.32422895
2478,0.24553812
2479,0.22977007
2480,0.23463221
2481,0.25726199
2482,0.23213922
2483,0.23059761
2484,0.23240079
2485,0.23214783
2486,0.22974830
2487,0.22848414
2488,0.23432529
2489,0.23417720
2490,0.23336555
2491,0.23026206
2492,0.23129065
2493,0.22973524
2494,0.23567788
2495,0.23543570
2496,0.23812636
2497,0.62501854
2498,0.33543056
2499,0.23418184
2500,0.23138363
2501,0.23368653
2502,0.28744390
2503,0.23511585
2504,0.31292172
2505,0.23331168
2506,0.23507616
2507,0.23465436
2508,0.23246325
2509,0.22986333
2510,0.24790548
2511,0.25344272
2512,0.25473840
2513,0.36354680
2514,0.26255914
2515,0.25619628
2516,0.26002679
2517,0.25958687
2518,0.25889435
2519,0.25990793
2520,0.32443775
2521,0.23508691
2522,0.23354724
2523,0.23394145
2524,0.23352698
2525,0.23714893
2526,0.23203762
2527,0.23791308
2528,0.23257559
2529,0.23622372
2530,0.23411036
2531,0.23532554
2532,0.23390489
2533,0.23629270
2534,0.23383092
2535,0.23357999
2536,0.23488022
2537,0.46739270
2538,0.23467368
2539,0.41136511
2540,0.26491844
2541,0.23239470
2542,0.39868122
2543,0.23854146
2544,0.23888981
2545,0.23486145
2546,0.23479716
2547,0.23795248
2548,0.23961831
2549,0.23654379
2550,0.23724063
2551,0.23758866
2552,0.23720776
2553,0.23784656
2554,0.23994952
2555,0.23706824
2556,0.23720963
2557,0.23754598
2558,0.23730389
2559,0.23861078
2560,0.23690379
2561,0.23792914
2562,0.23950128
2563,0.24294726
2564,0.23785414
2565,0.23749778
2566,0.23854377
2567,0.24044923
2568,0.24275064
2569,0.25247663
2570,0.24182407
2571,0.23885378
2572,0.23879473
2573,0.24235183
2574,0.24306750
2575,0.24000943
2576,0.28533972
2577,0.24077512
2578,0.24195247
2579,0.23955229
2580,0.24278670
2581,0.38480646
2582,0.25292159
2583,0.27889870
2584,0.31633144
2585,0.25668332
2586,0.25861743
2587,0.25786786
2588,0.25784373
2589,0.25718151
2590,0.25804765
2591,0.25947834
2592,0.25789254
2593,0.26130348
2594,0.26159432
2595,0.26808230
2596,0.27607359
2597,0.25799772
2598,0.25930662
2599,0.25811199
2600,0.25852230
2601,0.26257580
2602,0.26716985
2603,0.25773878
2604,0.26024437
2605,0.25970014
2606,0.25873512
2607,0.26269116
2608,0.25958107
2609,0.26180821
2610,0.26422153
2611,0.25922565
2612,0.26064046
2613,0.26031840
2614,0.42422490
2615,0.24800189
2616,0.24876979
2617,0.24898274
2618,0.25394081
2619,0.24994645
2620,0.24845618
2621,0.25741615
2622,0.24788413
2623,0.24802425
2624,0.25191463
2625,0.27984980
2626,0.24752837
2627,0.24746908
2628,0.24919967
2629,0.29392626
2630,0.25137055
2631,0.25034630
2632,0.25180915
2633,0.26035124
2634,0.25584445
2635,0.27171713
2636,0.26420032
2637,0.26396036
2638,0.26573782
2639,0.26354731
2640,0.26509605
2641,0.26586261
2642,0.26696137
2643,0.26609210
2644,0.26674841
2645,0.27065250
2646,0.26770701
2647,0.26641725
2648,0.26990450
2649,0.26600184
2650,0.26833428
2651,0.27324948
2652,0.26648735
2653,0.26672234
2654,0.26859849
2655,0.28616119
2656,0.37788088
2657,0.26691001
2658,0.26812067
2659,0.26591350
2660,0.27097838
2661,0.27024513
2662,0.27188319
2663,0.27342955
2664,0.27024097
2665,0.27191543
2666,0.27002319
2667,0.27010869
2668,0.27152453
2669,0.27489147
2670,0.27111368
2671,0.27033290
2672,0.27156810
2673,0.27237047
2674,0.27359188
2675,0.27025102
2676,0.27178811
2677,0.27160770
2678,0.27128657
2679,0.27173575
2680,0.33630371
2681,0.25484380
2682,0.26289748
2683,0.25878371
2684,0.26265475
2685,0.25892104
2686,0.26305224
2687,0.26146941
2688,0.27181058
2689,0.26145673
2690,0.26077523
2691,0.26184289
2692,0.26238957
2693,0.27358310
2694,0.26182917
2695,0.26265904
2696,0.33106358
2697,0.26264262
2698,0.26588400
2699,0.26515240
2700,0.26614351
2701,0.26453812
2702,0.26662890
2703,0.31787142
2704,0.28366116
2705,0.25962673
2706,0.26468013
2707,0.28996144
2708,0.28538047
2709,0.28053253
2710,0.27799460
2711,0.28118653
2712,0.27729147
2713,0.27617190
2714,0.27879348
2715,0.28136051
2716,0.28193903
2717,0.27930024
2718,0.28169258
2719,0.27997771
2720,0.27924744
2721,0.28097465
2722,0.28395688
2723,0.28146133
2724,0.28090134
2725,0.27941094
2726,0.28114884
2727,0.28266865
2728,0.28153448
2729,0.28321854
2730,0.28296914
2731,0.47603269
2732,0.26765917
2733,0.26739401
2734,0.27328795
2735,0.26881515
2736,0.41924031
2737,0.27123910
2738,0.26970160
2739,0.26835452
2740,0.27229772
2741,0.30486199
2742,0.26979066
2743,0.26828781
2744,0.27312413
2745,0.27388589
2746,0.26942138
2747,0.26930683
2748,0.27430657
2749,0.27012641
2750,0.27218146
2751,0.27886675
2752,0.27327615
2753,0.27524079
2754,0.27351382
2755,0.27498938
2756,0.27471966
2757,0.27449056
2758,0.27257963
2759,0.28286543
2760,0.27501561
2761,0.27377195
2762,0.27268167
2763,0.27725014
2764,0.27667678
2765,0.27366974
2766,0.27570963
2767,0.27587223
2768,0.27490952
2769,0.27545682
2770,0.27673974
2771,0.27842731
2772,0.27604230
2773,0.27889902
2774,0.27868171
2775,0.27473172
2776,0.40553172
2777,0.28102749
2778,0.28286379
2779,0.27826550
2780,0.28015457
2781,0.27898152
2782,0.27894737
2783,0.27900900
2784,0.27705123
2785,0.28074676
2786,0.28153239
2787,0.27996775
2788,0.27982913
2789,0.27783718
2790,0.28140628
2791,0.27934795
2792,0.28257233
2793,0.27925199
2794,0.28564541
2795,0.28316280
2796,0.28111317
2797,0.28174216
2798,0.28262391
2799,0.28396867
2800,0.28430658
2801,0.28657701
2802,0.28769812
2803,0.28452947
2804,0.28224791
2805,0.28424788
2806,0.28527770
2807,0.28706543
2808,0.33810950
2809,0.28589890
2810,0.28784804
2811,0.28733865
2812,0.29338527
2813,0.28778185
2814,0.28933391
2815,0.30021543
2816,0.29983954
2817,0.30091548
2818,0.31104951
2819,0.31427747
2820,0.31627589
2821,0.30446075
2822,0.30352147
2823,0.30457780
2824,0.30274843
2825,0.31457074
2826,0.31822933
2827,0.31584636
2828,0.32288096
2829,0.31634874
2830,0.31505873
2831,0.31673448
2832,0.31465065
2833,0.31378064
2834,0.31795873
2835,0.31725488
2836,0.31746193
2837,0.31573696
2838,0.31476677
2839,0.31605549
2840,0.31532255
2841,0.31448038
2842,0.31765153
2843,0.43120037
2844,0.30831620
2845,0.32023264
2846,0.32606217
2847,0.31040849
2848,0.30596280
2849,0.30670589
2850,0.31394827
2851,0.30822494
2852,0.31000720
2853,0.30897569
2854,0.31012672
2855,0.30628185
2856,0.30935323
2857,0.31930996
2858,0.30701969
2859,0.30796167
2860,0.30796069
2861,0.30700673
2862,0.31268017
2863,0.30831943
2864,0.30174550
2865,0.30020731
2866,0.29754706
2867,0.29364611
2868,0.29589920
2869,0.29734498
2870,0.42638142
2871,0.29479278
2872,0.29745590
2873,0.29712483
2874,0.29919864
2875,0.29689951
2876,0.29664142
2877,0.29862522
2878,0.30031193
2879,0.29875568
2880,0.30227057
2881,0.29671349
2882,0.30883079
2883,0.30104735
2884,0.30287909
2885,0.29793634
2886,0.30158450
2887,0.30206157
2888,0.29961024
2889,0.30116264
2890,0.31686898
2891,0.32520533
2892,0.32839937
2893,0.32867678
2894,0.32641244
2895,0.32761988
2896,0.32741874
2897,0.32734135
2898,0.32599924
2899,0.32653610
2900,0.32634398
2901,0.33189239
2902,0.32717856
2903,0.33098639
2904,0.32768377
2905,0.38089990
2906,0.30196667
2907,0.30438916
2908,0.31127127
2909,0.30326972
2910,0.30437113
2911,0.30295598
2912,0.30754962
2913,0.32881484
2914,0.30919924
2915,0.30653151
2916,0.30903033
2917,0.30546951
2918,0.30684052
2919,0.30860895
2920,0.30738826
2921,0.30809680
2922,0.30676265
2923,0.30787918
2924,0.30935207
2925,0.30767860
2926,0.30963578
2927,0.31012050
2928,0.31024354
2929,0.31117726
2930,0.31419716
2931,0.30953853
2932,0.31048138
2933,0.30791983
2934,0.31004679
2935,0.31208303
2936,0.30815236
2937,0.30997747
2938,0.31400792
2939,0.30994055
2940,0.31258330
2941,0.31135374
2942,0.31486392
2943,0.31339738
2944,0.37967827
2945,0.31586848
2946,0.31397904
2947,0.31391262
2948,0.31520549
2949,0.31644372
2950,0.32039312
2951,0.32452961
2952,0.31354604
2953,0.31533368
2954,0.32001200
2955,0.31556140
2956,0.31550621
2957,0.31718173
2958,0.31670264
2959,0.31602017
2960,0.31799750
2961,0.31582955
2962,0.31492768
2963,0.31716850
2964,0.31514870
2965,0.31704320
2966,0.31352832
2967,0.31561131
2968,0.31968145
2969,0.31920840
2970,0.31781043
2971,0.31722327
2972,0.31626936
2973,0.31802314
2974,0.31733611
2975,0.32029931
2976,0.32730648
2977,0.32053421
2978,0.36456455
2979,0.33679206
2980,0.34729049
2981,0.34298501
2982,0.31551268
2983,0.32558010
2984,0.32110538
2985,0.32162139
2986,0.32150744
2987,0.32446106
2988,0.31913975
2989,0.32394586
2990,0.32290357
2991,0.32288988
2992,0.32220486
2993,0.32293808
2994,0.32513020
2995,0.32697402
2996,0.32373607
2997,0.32411437
2998,0.32497767
2999,0.32479809
3000,0.32464448
3001,0.32335694
3002,0.32446463
3003,0.32404616
3004,0.32782786
3005,0.32775106
3006,0.32698292
3007,0.38423031
3008,0.34377070
3009,0.32254687
3010,0.33984753
3011,0.32997737
3012,0.47435391
3013,0.33177403
3014,0.32703927
3015,0.33017590
3016,0.33325037
3017,0.32759409
3018,0.32779954
3019,0.32931974
3020,0.32651206
3021,0.32965028
3022,0.33322329
3023,0.33092172
3024,0.32966562
3025,0.33248031
3026,0.33313544
3027,0.33171547
3028,0.33282974
3029,0.33035422
3030,0.33961537
3031,0.34999996
3032,0.32901968
3033,0.33133795
3034,0.33409751
3035,0.33790775
3036,0.33384501
3037,0.33499251
3038,0.33622330
3039,0.34079421
3040,0.33927545
3041,0.33464988
3042,0.33703223
3043,0.33651570
3044,0.33668012
3045,0.33983398
3046,0.36376256
3047,0.34174952
3048,0.34078766
3049,0.34137247
3050,0.33957761
3051,0.34482571
3052,0.34271696
3053,0.34005551
3054,0.34123276
3055,0.34139515
3056,0.33847150
3057,0.33966306
3058,0.34138006
3059,0.34098829
3060,0.33940173
3061,0.34253697
3062,0.34014601
3063,0.33806143
3064,0.34678979
3065,0.34089146
3066,0.34520934
3067,0.34494106
3068,0.34903922
3069,0.34441876
3070,0.34474003
3071,0.34392723
3072,0.34487803
3073,0.34029600
3074,0.34319890
3075,0.34539804
3076,0.34629280
3077,0.34538263
3078,0.34616539
3079,0.34688429
3080,0.34613571
3081,0.34651787
3082,0.34159675
3083,0.45695776
3084,0.37256492
3085,0.33307927
3086,0.34298207
3087,0.34389741
3088,0.34445326
3089,0.35501543
3090,0.36174006
3091,0.36163570
3092,0.34513185
3093,0.34677351
3094,0.34835793
3095,0.34602880
3096,0.34767119
3097,0.35172414
3098,0.34850767
3099,0.34647693
3100,0.34807944
3101,0.35212659
3102,0.35101563
3103,0.35216533
3104,0.34950695
3105,0.35193268
3106,0.35171205
3107,0.35316059
3108,0.40079269
3109,0.35244277
3110,0.35427913
3111,0.35274761
3112,0.39241752
3113,0.34847042
3114,0.34814839
3115,0.35176357
3116,0.35063609
3117,0.35233352
3118,0.35070745
3119,0.35257285
3120,0.35087526
3121,0.42722267
3122,0.35392336
3123,0.35094369
3124,0.35131792
3125,0.36081483
3126,0.37318752
3127,0.37291471
3128,0.34970429
3129,0.35442291
3130,0.35412125
3131,0.35184849
3132,0.35644873
3133,0.35169533
3134,0.35004733
3135,0.35378465
3136,0.35864741
3137,0.35475220
3138,0.35751382
3139,0.45210983
3140,0.37112179
3141,0.37385295
3142,0.38252217
3143,0.39022562
3144,0.39170532
3145,0.38961787
3146,0.38984328
3147,0.38675502
3148,0.38628869
3149,0.39019573
3150,0.38724532
3151,0.39078400
3152,0.38830719
3153,0.37381373
3154,0.41164361
3155,0.35963101
3156,0.36561487
3157,0.39215202
3158,0.35932677
3159,0.36002156
3160,0.35939711
3161,0.36056811
3162,0.35911047
3163,0.35817933
3164,0.36127800
3165,0.36347088
3166,0.36252348
3167,0.36440016
3168,0.39732700
3169,0.38513181
3170,0.36635204
3171,0.36714736
3172,0.36614782
3173,0.36292078
3174,0.36721511
3175,0.36341598
3176,0.36557095
3177,0.36634646
3178,0.36655988
3179,0.36738718
3180,0.36443267
3181,0.36697407
3182,0.36616824
3183,0.36551681
3184,0.36941418
3185,0.36735943
3186,0.37286489
3187,0.36944453
3188,0.36674642
3189,0.37066365
3190,0.36884928
3191,0.36965891
3192,0.36732018
3193,0.36986632
3194,0.44141491
3195,0.39697286
3196,0.39904771
3197,0.40152038
