CMDLINE python3 nsquare.py
MEM 20.625000 1715787028.0105
MEM 20.625000 1715787028.1108
MEM 20.625000 1715787028.2111
MEM 20.625000 1715787028.3114
MEM 20.625000 1715787028.4117
MEM 20.625000 1715787028.5120
MEM 20.625000 1715787028.6124
MEM 20.625000 1715787028.7128
MEM 20.625000 1715787028.8132
MEM 20.625000 1715787028.9135
MEM 20.625000 1715787029.0139
MEM 20.625000 1715787029.1143
MEM 20.625000 1715787029.2146
MEM 20.625000 1715787029.3150
MEM 20.625000 1715787029.4154
MEM 20.625000 1715787029.5158
MEM 20.625000 1715787029.6162
MEM 20.625000 1715787029.7165
MEM 20.625000 1715787029.8167
MEM 20.625000 1715787029.9172
MEM 20.625000 1715787030.0176
MEM 20.625000 1715787030.1180
MEM 20.625000 1715787030.2183
MEM 20.625000 1715787030.3187
MEM 20.625000 1715787030.4190
MEM 20.625000 1715787030.5194
MEM 20.625000 1715787030.6198
MEM 20.625000 1715787030.7201
MEM 20.625000 1715787030.8204
MEM 20.625000 1715787030.9208
MEM 20.625000 1715787031.0212
MEM 20.625000 1715787031.1216
MEM 20.625000 1715787031.2219
MEM 20.625000 1715787031.3222
MEM 20.625000 1715787031.4226
MEM 20.625000 1715787031.5229
MEM 20.625000 1715787031.6233
MEM 20.625000 1715787031.7236
MEM 20.625000 1715787031.8240
MEM 20.625000 1715787031.9243
MEM 20.625000 1715787032.0246
MEM 20.625000 1715787032.1249
MEM 20.625000 1715787032.2252
MEM 20.625000 1715787032.3256
MEM 20.625000 1715787032.4260
MEM 20.625000 1715787032.5263
MEM 20.625000 1715787032.6267
MEM 20.625000 1715787032.7271
MEM 20.625000 1715787032.8274
MEM 20.625000 1715787032.9278
MEM 20.625000 1715787033.0281
MEM 20.625000 1715787033.1285
MEM 20.625000 1715787033.2288
MEM 20.625000 1715787033.3292
MEM 20.625000 1715787033.4295
MEM 20.625000 1715787033.5298
MEM 20.625000 1715787033.6302
MEM 20.625000 1715787033.7305
MEM 20.625000 1715787033.8308
MEM 20.625000 1715787033.9312
MEM 20.625000 1715787034.0314
MEM 20.625000 1715787034.1318
MEM 20.625000 1715787034.2322
MEM 20.625000 1715787034.3325
MEM 20.625000 1715787034.4328
MEM 20.625000 1715787034.5331
MEM 20.625000 1715787034.6335
MEM 20.625000 1715787034.7339
MEM 20.625000 1715787034.8343
MEM 20.625000 1715787034.9346
MEM 20.625000 1715787035.0349
MEM 20.625000 1715787035.1353
MEM 20.625000 1715787035.2356
MEM 20.625000 1715787035.3360
MEM 20.625000 1715787035.4363
MEM 20.625000 1715787035.5366
MEM 20.625000 1715787035.6370
MEM 20.625000 1715787035.7373
MEM 20.625000 1715787035.8377
MEM 20.625000 1715787035.9380
MEM 20.625000 1715787036.0383
MEM 20.625000 1715787036.1661
MEM 20.625000 1715787036.2665
MEM 20.625000 1715787036.3668
MEM 20.625000 1715787036.4671
MEM 20.625000 1715787036.5675
MEM 20.625000 1715787036.6679
MEM 20.625000 1715787036.7683
MEM 20.625000 1715787036.8685
MEM 20.625000 1715787036.9689
MEM 20.625000 1715787037.0692
MEM 20.625000 1715787037.1695
MEM 20.625000 1715787037.2698
MEM 20.625000 1715787037.3702
MEM 20.625000 1715787037.4706
MEM 20.625000 1715787037.5710
MEM 20.625000 1715787037.6713
MEM 20.625000 1715787037.7716
MEM 20.625000 1715787037.8719
MEM 20.625000 1715787037.9723
MEM 20.625000 1715787038.0725
MEM 20.625000 1715787038.1729
MEM 20.625000 1715787038.2733
MEM 20.625000 1715787038.3737
MEM 20.625000 1715787038.4741
MEM 20.625000 1715787038.5744
MEM 20.625000 1715787038.6748
MEM 20.625000 1715787038.7751
MEM 20.625000 1715787038.8755
MEM 20.625000 1715787038.9758
MEM 20.625000 1715787039.0762
MEM 20.625000 1715787039.1766
MEM 20.625000 1715787039.2770
MEM 20.625000 1715787039.3774
MEM 20.625000 1715787039.4778
MEM 20.625000 1715787039.5781
MEM 20.625000 1715787039.6784
MEM 20.625000 1715787039.7788
MEM 20.625000 1715787039.8791
MEM 20.625000 1715787039.9795
MEM 20.625000 1715787040.0797
MEM 20.625000 1715787040.1801
MEM 20.625000 1715787040.2805
MEM 20.625000 1715787040.3807
MEM 20.625000 1715787040.4811
MEM 20.625000 1715787040.5816
MEM 20.625000 1715787040.6818
MEM 20.625000 1715787040.7822
MEM 20.625000 1715787040.8825
MEM 20.625000 1715787040.9829
MEM 20.625000 1715787041.0833
MEM 20.625000 1715787041.1837
MEM 20.625000 1715787041.2840
MEM 20.625000 1715787041.3844
MEM 20.625000 1715787041.4847
MEM 20.625000 1715787041.5852
MEM 20.625000 1715787041.6856
MEM 20.625000 1715787041.7859
MEM 20.625000 1715787041.8863
MEM 20.625000 1715787041.9867
MEM 20.625000 1715787042.0871
MEM 20.625000 1715787042.1875
MEM 20.625000 1715787042.2878
MEM 20.625000 1715787042.3882
MEM 20.625000 1715787042.4884
MEM 20.625000 1715787042.5888
MEM 20.625000 1715787042.6892
MEM 20.625000 1715787042.7895
MEM 20.625000 1715787042.8897
MEM 20.625000 1715787042.9901
MEM 20.625000 1715787043.0904
MEM 20.625000 1715787043.1909
MEM 20.625000 1715787043.2912
MEM 20.625000 1715787043.3916
MEM 20.625000 1715787043.4919
MEM 20.625000 1715787043.5924
MEM 20.625000 1715787043.6927
MEM 20.625000 1715787043.7931
MEM 20.625000 1715787043.8934
MEM 20.625000 1715787043.9938
MEM 20.625000 1715787044.0942
MEM 20.625000 1715787044.1946
MEM 20.625000 1715787044.2949
MEM 20.625000 1715787044.3952
MEM 20.625000 1715787044.4956
MEM 20.625000 1715787044.5960
MEM 20.625000 1715787044.6964
MEM 20.625000 1715787044.7967
MEM 20.625000 1715787044.8971
MEM 20.625000 1715787044.9973
MEM 20.625000 1715787045.0976
MEM 20.625000 1715787045.1979
MEM 20.625000 1715787045.2982
MEM 20.625000 1715787045.3986
MEM 20.625000 1715787045.4989
MEM 20.625000 1715787045.5993
MEM 20.625000 1715787045.6996
MEM 20.625000 1715787045.7999
MEM 20.625000 1715787045.9003
MEM 20.625000 1715787046.0006
MEM 20.625000 1715787046.1010
MEM 20.625000 1715787046.2014
MEM 20.625000 1715787046.3017
MEM 20.625000 1715787046.4295
MEM 20.625000 1715787046.5298
MEM 20.625000 1715787046.6301
MEM 20.625000 1715787046.7305
MEM 20.625000 1715787046.8309
MEM 20.625000 1715787046.9313
MEM 20.625000 1715787047.0315
MEM 20.625000 1715787047.1318
MEM 20.625000 1715787047.2322
MEM 20.625000 1715787047.3326
MEM 20.625000 1715787047.4329
MEM 20.625000 1715787047.5332
MEM 20.625000 1715787047.6336
MEM 20.625000 1715787047.7340
MEM 20.625000 1715787047.8343
MEM 20.625000 1715787047.9348
MEM 20.625000 1715787048.0351
MEM 20.625000 1715787048.1355
MEM 20.625000 1715787048.2358
MEM 20.625000 1715787048.3361
MEM 20.625000 1715787048.4365
MEM 20.625000 1715787048.5368
MEM 20.625000 1715787048.6372
MEM 20.625000 1715787048.7376
MEM 20.625000 1715787048.8379
MEM 20.625000 1715787048.9382
MEM 20.625000 1715787049.0385
MEM 20.625000 1715787049.1389
MEM 20.625000 1715787049.2392
MEM 20.625000 1715787049.3396
MEM 20.625000 1715787049.4399
MEM 20.625000 1715787049.5403
MEM 20.625000 1715787049.6407
MEM 20.625000 1715787049.7411
MEM 20.625000 1715787049.8415
MEM 20.625000 1715787049.9418
MEM 20.625000 1715787050.0422
MEM 20.625000 1715787050.1425
MEM 20.625000 1715787050.2428
MEM 20.625000 1715787050.3432
MEM 20.625000 1715787050.4435
MEM 20.625000 1715787050.5437
MEM 20.625000 1715787050.6441
MEM 20.625000 1715787050.7445
MEM 20.625000 1715787050.8448
MEM 20.625000 1715787050.9452
MEM 20.625000 1715787051.0455
MEM 20.625000 1715787051.1459
MEM 20.625000 1715787051.2463
MEM 20.625000 1715787051.3466
MEM 20.625000 1715787051.4470
MEM 20.625000 1715787051.5473
MEM 20.625000 1715787051.6477
MEM 20.625000 1715787051.7481
MEM 20.625000 1715787051.8485
MEM 20.625000 1715787051.9487
MEM 20.625000 1715787052.0490
MEM 20.625000 1715787052.1494
MEM 20.625000 1715787052.2497
MEM 20.625000 1715787052.3500
MEM 20.625000 1715787052.4503
MEM 20.625000 1715787052.5506
MEM 20.625000 1715787052.6509
MEM 20.625000 1715787052.7514
MEM 20.625000 1715787052.8517
MEM 20.625000 1715787052.9520
MEM 20.625000 1715787053.0523
MEM 20.625000 1715787053.1528
MEM 20.625000 1715787053.2531
MEM 20.625000 1715787053.3535
MEM 20.625000 1715787053.4539
MEM 20.625000 1715787053.5542
MEM 20.625000 1715787053.6546
MEM 20.625000 1715787053.7549
MEM 20.625000 1715787053.8553
MEM 20.625000 1715787053.9556
MEM 20.625000 1715787054.0560
MEM 20.625000 1715787054.1563
MEM 20.625000 1715787054.2567
MEM 20.625000 1715787054.3570
MEM 20.625000 1715787054.4573
MEM 20.625000 1715787054.5577
MEM 20.625000 1715787054.6581
MEM 20.625000 1715787054.7584
MEM 20.625000 1715787054.8587
MEM 20.625000 1715787054.9590
MEM 20.625000 1715787055.0594
MEM 20.625000 1715787055.1598
MEM 20.625000 1715787055.2601
MEM 20.625000 1715787055.3605
MEM 20.625000 1715787055.4608
MEM 20.625000 1715787055.5611
MEM 20.625000 1715787055.6615
MEM 20.625000 1715787055.7619
MEM 20.625000 1715787055.8622
MEM 20.625000 1715787055.9626
MEM 20.625000 1715787056.0629
MEM 20.625000 1715787056.1633
MEM 20.625000 1715787056.2635
MEM 20.625000 1715787056.3639
MEM 20.625000 1715787056.4643
MEM 20.625000 1715787056.5647
MEM 20.625000 1715787056.6928
MEM 20.625000 1715787056.7932
MEM 20.625000 1715787056.8935
MEM 20.625000 1715787056.9938
MEM 20.625000 1715787057.0942
MEM 20.625000 1715787057.1946
MEM 20.625000 1715787057.2949
MEM 20.625000 1715787057.3952
MEM 20.625000 1715787057.4956
MEM 20.625000 1715787057.5960
MEM 20.625000 1715787057.6964
MEM 20.625000 1715787057.7968
MEM 20.625000 1715787057.8971
MEM 20.625000 1715787057.9975
MEM 20.625000 1715787058.0977
MEM 20.625000 1715787058.1982
MEM 20.625000 1715787058.2985
MEM 20.625000 1715787058.3987
MEM 20.625000 1715787058.4990
MEM 20.625000 1715787058.5994
MEM 20.625000 1715787058.6997
MEM 20.625000 1715787058.8002
MEM 20.625000 1715787058.9006
MEM 20.625000 1715787059.0009
MEM 20.625000 1715787059.1013
MEM 20.625000 1715787059.2018
MEM 20.625000 1715787059.3021
MEM 20.625000 1715787059.4025
MEM 20.625000 1715787059.5028
MEM 20.625000 1715787059.6032
MEM 20.625000 1715787059.7035
MEM 20.625000 1715787059.8038
MEM 20.625000 1715787059.9041
MEM 20.625000 1715787060.0043
MEM 20.625000 1715787060.1045
MEM 20.625000 1715787060.2048
MEM 20.625000 1715787060.3051
MEM 20.625000 1715787060.4054
MEM 20.625000 1715787060.5056
MEM 20.625000 1715787060.6059
MEM 20.625000 1715787060.7062
MEM 20.625000 1715787060.8065
MEM 20.625000 1715787060.9067
MEM 20.625000 1715787061.0070
MEM 20.625000 1715787061.1073
MEM 20.625000 1715787061.2076
MEM 20.625000 1715787061.3078
MEM 20.625000 1715787061.4081
MEM 20.625000 1715787061.5084
MEM 20.625000 1715787061.6087
MEM 20.625000 1715787061.7090
MEM 20.625000 1715787061.8094
MEM 20.625000 1715787061.9097
MEM 20.625000 1715787062.0101
MEM 20.625000 1715787062.1105
MEM 20.625000 1715787062.2108
MEM 20.625000 1715787062.3111
MEM 20.625000 1715787062.4115
MEM 20.625000 1715787062.5119
MEM 20.625000 1715787062.6122
MEM 20.625000 1715787062.7126
MEM 20.625000 1715787062.8129
MEM 20.625000 1715787062.9133
MEM 20.625000 1715787063.0137
MEM 20.625000 1715787063.1141
MEM 20.625000 1715787063.2145
MEM 20.625000 1715787063.3148
MEM 20.625000 1715787063.4152
MEM 20.625000 1715787063.5156
MEM 20.625000 1715787063.6159
MEM 20.625000 1715787063.7162
MEM 20.625000 1715787063.8166
MEM 20.625000 1715787063.9171
MEM 20.625000 1715787064.0174
MEM 20.625000 1715787064.1178
MEM 20.625000 1715787064.2181
MEM 20.625000 1715787064.3184
MEM 20.625000 1715787064.4187
MEM 20.625000 1715787064.5191
MEM 20.625000 1715787064.6195
MEM 20.625000 1715787064.7198
MEM 20.625000 1715787064.8200
MEM 20.625000 1715787064.9204
MEM 20.625000 1715787065.0207
MEM 20.625000 1715787065.1210
MEM 20.625000 1715787065.2214
MEM 20.625000 1715787065.3218
MEM 20.625000 1715787065.4220
MEM 20.625000 1715787065.5223
MEM 20.625000 1715787065.6228
MEM 20.625000 1715787065.7231
MEM 20.625000 1715787065.8235
MEM 20.625000 1715787065.9239
MEM 20.625000 1715787066.0242
MEM 20.625000 1715787066.1246
MEM 20.625000 1715787066.2249
MEM 20.625000 1715787066.3252
MEM 20.625000 1715787066.4255
MEM 20.625000 1715787066.5259
MEM 20.625000 1715787066.6262
MEM 20.625000 1715787066.7266
MEM 20.625000 1715787066.8270
MEM 20.625000 1715787066.9299
MEM 20.625000 1715787067.0303
MEM 20.625000 1715787067.1307
MEM 20.625000 1715787067.2310
MEM 20.625000 1715787067.3314
MEM 20.625000 1715787067.4318
MEM 20.625000 1715787067.5321
MEM 20.625000 1715787067.6324
MEM 20.625000 1715787067.7328
MEM 20.625000 1715787067.8332
MEM 20.625000 1715787067.9335
MEM 20.625000 1715787068.0339
MEM 20.625000 1715787068.1343
MEM 20.625000 1715787068.2347
MEM 20.625000 1715787068.3350
MEM 20.625000 1715787068.4353
MEM 20.625000 1715787068.5356
MEM 20.625000 1715787068.6359
MEM 20.625000 1715787068.7362
MEM 20.625000 1715787068.8366
MEM 20.625000 1715787068.9369
MEM 20.625000 1715787069.0373
MEM 20.625000 1715787069.1377
MEM 20.625000 1715787069.2381
MEM 20.625000 1715787069.3384
MEM 20.625000 1715787069.4388
MEM 20.625000 1715787069.5392
MEM 20.625000 1715787069.6396
MEM 20.625000 1715787069.7400
MEM 20.625000 1715787069.8403
MEM 20.625000 1715787069.9408
MEM 20.625000 1715787070.0411
MEM 20.625000 1715787070.1415
MEM 20.625000 1715787070.2419
MEM 20.625000 1715787070.3422
MEM 20.625000 1715787070.4425
MEM 20.625000 1715787070.5429
MEM 20.625000 1715787070.6433
MEM 20.625000 1715787070.7437
MEM 20.625000 1715787070.8441
MEM 20.625000 1715787070.9443
MEM 20.625000 1715787071.0447
MEM 20.625000 1715787071.1451
MEM 20.625000 1715787071.2454
MEM 20.625000 1715787071.3458
MEM 20.625000 1715787071.4461
MEM 20.625000 1715787071.5465
MEM 20.625000 1715787071.6469
MEM 20.625000 1715787071.7472
MEM 20.625000 1715787071.8475
MEM 20.625000 1715787071.9479
MEM 20.625000 1715787072.0482
MEM 20.625000 1715787072.1486
MEM 20.625000 1715787072.2490
