CMDLINE java nsquare
MEM 40.863281 1715786905.8213
MEM 40.863281 1715786905.9215
MEM 40.863281 1715786906.0218
MEM 40.863281 1715786906.1221
MEM 40.863281 1715786906.2222
MEM 40.863281 1715786906.3224
MEM 40.863281 1715786906.4227
MEM 40.863281 1715786906.5229
MEM 40.863281 1715786906.6232
MEM 40.863281 1715786906.7235
MEM 40.863281 1715786906.8238
MEM 40.863281 1715786906.9241
MEM 40.863281 1715786907.0243
MEM 40.863281 1715786907.1246
MEM 40.863281 1715786907.2249
MEM 40.863281 1715786907.3251
MEM 40.863281 1715786907.4254
MEM 40.863281 1715786907.5256
MEM 40.863281 1715786907.6258
MEM 40.863281 1715786907.7260
MEM 40.863281 1715786907.8263
MEM 40.863281 1715786907.9265
MEM 40.863281 1715786908.0268
MEM 40.863281 1715786908.1271
MEM 40.863281 1715786908.2274
MEM 40.863281 1715786908.3277
MEM 40.863281 1715786908.4279
MEM 40.863281 1715786908.5282
MEM 40.863281 1715786908.6285
MEM 40.863281 1715786908.7288
MEM 40.863281 1715786908.8291
MEM 40.863281 1715786908.9293
MEM 40.863281 1715786909.0296
MEM 40.863281 1715786909.1299
MEM 40.863281 1715786909.2302
MEM 40.863281 1715786909.3304
MEM 40.863281 1715786909.4306
MEM 40.863281 1715786909.5309
MEM 40.863281 1715786909.6312
MEM 40.863281 1715786909.7315
MEM 40.863281 1715786909.8317
MEM 40.863281 1715786909.9320
MEM 40.863281 1715786910.0323
MEM 40.863281 1715786910.1326
MEM 40.863281 1715786910.2329
MEM 40.863281 1715786910.3331
MEM 40.863281 1715786910.4333
MEM 40.863281 1715786910.5336
MEM 40.863281 1715786910.6339
MEM 40.863281 1715786910.7342
MEM 40.863281 1715786910.8345
MEM 40.863281 1715786910.9347
MEM 40.863281 1715786911.0350
MEM 40.863281 1715786911.1353
MEM 40.863281 1715786911.2356
MEM 40.863281 1715786911.3359
MEM 40.863281 1715786911.4361
MEM 40.863281 1715786911.5364
MEM 40.863281 1715786911.6367
MEM 40.863281 1715786911.7370
MEM 40.863281 1715786911.8372
MEM 40.863281 1715786911.9374
MEM 40.863281 1715786912.0376
MEM 40.863281 1715786912.1380
MEM 40.863281 1715786912.2382
MEM 40.863281 1715786912.3385
MEM 40.863281 1715786912.4387
MEM 40.863281 1715786912.5389
MEM 40.863281 1715786912.6392
MEM 40.863281 1715786912.7395
MEM 40.863281 1715786912.8398
MEM 40.863281 1715786912.9401
MEM 40.863281 1715786913.0403
MEM 40.863281 1715786913.1407
MEM 40.863281 1715786913.2408
MEM 40.863281 1715786913.3411
MEM 40.863281 1715786913.4414
MEM 40.863281 1715786913.5416
MEM 40.863281 1715786913.6419
MEM 40.863281 1715786913.7422
MEM 40.863281 1715786913.8425
MEM 40.863281 1715786913.9428
MEM 40.863281 1715786914.0430
MEM 40.863281 1715786914.1434
MEM 40.863281 1715786914.2436
MEM 40.863281 1715786914.3438
MEM 40.863281 1715786914.4441
MEM 40.863281 1715786914.5444
MEM 40.863281 1715786914.6446
MEM 40.863281 1715786914.7449
MEM 40.863281 1715786914.8452
MEM 40.863281 1715786914.9455
MEM 40.863281 1715786915.0457
MEM 40.863281 1715786915.1460
MEM 40.863281 1715786915.2463
MEM 40.863281 1715786915.3465
MEM 40.863281 1715786915.4467
MEM 40.863281 1715786915.5469
MEM 40.863281 1715786915.6472
MEM 40.863281 1715786915.7475
MEM 40.863281 1715786915.8477
MEM 40.863281 1715786915.9480
MEM 40.863281 1715786916.0483
MEM 40.863281 1715786916.1486
MEM 40.863281 1715786916.2489
MEM 40.863281 1715786916.3491
MEM 40.863281 1715786916.4494
MEM 40.863281 1715786916.5496
MEM 40.863281 1715786916.6499
MEM 40.863281 1715786916.7502
MEM 40.863281 1715786916.8503
MEM 40.863281 1715786916.9506
MEM 40.863281 1715786917.0509
MEM 40.863281 1715786917.1511
MEM 40.863281 1715786917.2515
MEM 40.863281 1715786917.3518
MEM 40.863281 1715786917.4521
MEM 40.863281 1715786917.5524
MEM 40.863281 1715786917.6527
MEM 40.863281 1715786917.7529
MEM 40.863281 1715786917.8532
MEM 40.863281 1715786917.9535
MEM 40.863281 1715786918.0537
MEM 40.863281 1715786918.1540
MEM 40.863281 1715786918.2542
MEM 40.863281 1715786918.3545
MEM 40.863281 1715786918.4548
MEM 40.863281 1715786918.5551
MEM 40.863281 1715786918.6553
MEM 40.863281 1715786918.7556
MEM 40.863281 1715786918.8559
MEM 40.863281 1715786918.9561
MEM 40.863281 1715786919.0564
MEM 40.863281 1715786919.1567
MEM 40.863281 1715786919.2569
MEM 40.863281 1715786919.3572
MEM 40.863281 1715786919.4575
MEM 40.863281 1715786919.5577
MEM 40.863281 1715786919.6580
MEM 40.863281 1715786919.7583
MEM 40.863281 1715786919.8586
MEM 40.863281 1715786919.9589
MEM 40.863281 1715786920.0590
MEM 40.863281 1715786920.1593
MEM 40.863281 1715786920.2597
MEM 40.863281 1715786920.3600
MEM 40.863281 1715786920.4603
MEM 40.863281 1715786920.5607
MEM 40.863281 1715786920.6610
MEM 40.863281 1715786920.7613
MEM 40.863281 1715786920.8617
MEM 40.863281 1715786920.9620
MEM 40.863281 1715786921.0623
MEM 40.863281 1715786921.1626
MEM 40.863281 1715786921.2629
MEM 40.863281 1715786921.3632
MEM 40.863281 1715786921.4635
MEM 40.863281 1715786921.5637
MEM 40.863281 1715786921.6640
MEM 40.863281 1715786921.7643
MEM 40.863281 1715786921.8645
MEM 40.863281 1715786921.9647
MEM 40.863281 1715786922.0650
MEM 40.863281 1715786922.1652
MEM 40.863281 1715786922.2655
MEM 40.863281 1715786922.3685
MEM 40.863281 1715786922.4688
MEM 40.863281 1715786922.5691
MEM 40.863281 1715786922.6693
MEM 40.863281 1715786922.7696
MEM 40.863281 1715786922.8699
MEM 40.863281 1715786922.9702
MEM 40.863281 1715786923.0705
MEM 40.863281 1715786923.1708
MEM 40.863281 1715786923.2711
MEM 40.863281 1715786923.3713
MEM 40.863281 1715786923.4715
MEM 40.863281 1715786923.5718
MEM 40.863281 1715786923.6721
MEM 40.863281 1715786923.7724
MEM 40.863281 1715786923.8726
MEM 40.863281 1715786923.9729
MEM 40.863281 1715786924.0732
MEM 40.863281 1715786924.1733
MEM 40.863281 1715786924.2737
MEM 40.863281 1715786924.3739
MEM 40.863281 1715786924.4742
MEM 40.863281 1715786924.5745
MEM 40.863281 1715786924.6748
MEM 40.863281 1715786924.7751
MEM 40.863281 1715786924.8753
MEM 40.863281 1715786924.9756
MEM 40.863281 1715786925.0760
MEM 40.863281 1715786925.1762
MEM 40.863281 1715786925.2765
MEM 40.863281 1715786925.3767
MEM 40.863281 1715786925.4770
MEM 40.863281 1715786925.5774
MEM 40.863281 1715786925.6776
MEM 40.863281 1715786925.7778
MEM 40.863281 1715786925.8781
MEM 40.863281 1715786925.9784
MEM 40.863281 1715786926.0787
MEM 40.863281 1715786926.1790
MEM 40.863281 1715786926.2794
MEM 40.863281 1715786926.3796
MEM 40.863281 1715786926.4799
MEM 40.863281 1715786926.5804
MEM 40.863281 1715786926.6807
MEM 40.863281 1715786926.7809
MEM 40.863281 1715786926.8811
MEM 40.863281 1715786926.9814
MEM 40.863281 1715786927.0817
MEM 40.863281 1715786927.1819
MEM 40.863281 1715786927.2822
MEM 40.863281 1715786927.3824
MEM 40.863281 1715786927.4828
MEM 40.863281 1715786927.5831
MEM 40.863281 1715786927.6834
MEM 40.863281 1715786927.7837
MEM 40.863281 1715786927.8839
MEM 40.863281 1715786927.9842
MEM 40.863281 1715786928.0846
MEM 40.863281 1715786928.1849
MEM 40.863281 1715786928.2851
MEM 40.863281 1715786928.3853
MEM 40.863281 1715786928.4855
MEM 40.863281 1715786928.5858
MEM 40.863281 1715786928.6860
MEM 40.863281 1715786928.7862
MEM 40.863281 1715786928.8865
MEM 40.863281 1715786928.9868
MEM 40.863281 1715786929.0871
MEM 40.863281 1715786929.1873
MEM 40.863281 1715786929.2875
MEM 40.863281 1715786929.3877
MEM 40.863281 1715786929.4880
MEM 40.863281 1715786929.5883
MEM 40.863281 1715786929.6886
MEM 40.863281 1715786929.7888
MEM 40.863281 1715786929.8891
MEM 40.863281 1715786929.9893
MEM 40.863281 1715786930.0896
MEM 40.863281 1715786930.1899
MEM 40.863281 1715786930.2902
MEM 40.863281 1715786930.3904
MEM 40.863281 1715786930.4907
MEM 40.863281 1715786930.5910
MEM 40.863281 1715786930.6912
MEM 40.863281 1715786930.7915
MEM 40.863281 1715786930.8919
MEM 40.863281 1715786930.9922
MEM 40.863281 1715786931.0925
MEM 40.863281 1715786931.1928
MEM 40.863281 1715786931.2930
MEM 40.863281 1715786931.3933
MEM 40.863281 1715786931.4936
MEM 40.863281 1715786931.5939
MEM 40.863281 1715786931.6942
MEM 40.863281 1715786931.7944
MEM 40.863281 1715786931.8947
MEM 40.863281 1715786931.9950
MEM 40.863281 1715786932.0952
MEM 40.863281 1715786932.1955
MEM 40.863281 1715786932.2958
MEM 40.863281 1715786932.3960
MEM 40.863281 1715786932.4963
MEM 40.863281 1715786932.5967
MEM 40.863281 1715786932.6970
MEM 40.863281 1715786932.7973
MEM 40.863281 1715786932.8976
MEM 40.863281 1715786932.9978
MEM 40.863281 1715786933.0981
MEM 40.863281 1715786933.1984
MEM 40.863281 1715786933.2987
MEM 40.863281 1715786933.3990
MEM 40.863281 1715786933.4993
MEM 40.863281 1715786933.5996
MEM 40.863281 1715786933.6999
MEM 40.863281 1715786933.8002
MEM 40.863281 1715786933.9005
MEM 40.863281 1715786934.0008
MEM 40.863281 1715786934.1011
MEM 40.863281 1715786934.2014
MEM 40.863281 1715786934.3017
MEM 40.863281 1715786934.4019
MEM 40.863281 1715786934.5022
MEM 40.863281 1715786934.6024
MEM 40.863281 1715786934.7028
MEM 40.863281 1715786934.8029
MEM 40.863281 1715786934.9032
MEM 40.863281 1715786935.0035
MEM 40.863281 1715786935.1037
MEM 40.863281 1715786935.2040
MEM 40.863281 1715786935.3043
MEM 40.863281 1715786935.4046
MEM 40.863281 1715786935.5049
MEM 40.863281 1715786935.6052
MEM 40.863281 1715786935.7055
MEM 40.863281 1715786935.8057
MEM 40.863281 1715786935.9059
MEM 40.863281 1715786936.0061
MEM 40.863281 1715786936.1064
MEM 40.863281 1715786936.2067
MEM 40.863281 1715786936.3070
MEM 40.863281 1715786936.4074
MEM 40.863281 1715786936.5076
MEM 40.863281 1715786936.6080
MEM 40.863281 1715786936.7083
MEM 40.863281 1715786936.8085
MEM 40.863281 1715786936.9088
MEM 40.863281 1715786937.0091
MEM 40.863281 1715786937.1094
MEM 40.863281 1715786937.2096
MEM 40.863281 1715786937.3099
MEM 40.863281 1715786937.4102
MEM 40.863281 1715786937.5104
MEM 40.863281 1715786937.6107
MEM 40.863281 1715786937.7110
MEM 40.863281 1715786937.8113
MEM 40.863281 1715786937.9116
MEM 40.863281 1715786938.0118
MEM 40.863281 1715786938.1122
MEM 40.863281 1715786938.2125
MEM 40.863281 1715786938.3128
MEM 40.863281 1715786938.4130
MEM 40.863281 1715786938.5132
MEM 40.863281 1715786938.6135
MEM 40.863281 1715786938.7137
MEM 40.863281 1715786938.8140
MEM 40.863281 1715786938.9142
MEM 40.863281 1715786939.0145
MEM 40.863281 1715786939.1148
MEM 40.863281 1715786939.2151
MEM 40.863281 1715786939.3153
MEM 40.863281 1715786939.4156
MEM 40.863281 1715786939.5158
MEM 40.863281 1715786939.6161
MEM 40.863281 1715786939.7164
MEM 40.863281 1715786939.8167
MEM 40.863281 1715786939.9171
MEM 40.863281 1715786940.0174
MEM 40.863281 1715786940.1177
MEM 40.863281 1715786940.2179
MEM 40.863281 1715786940.3181
MEM 40.863281 1715786940.4184
MEM 40.863281 1715786940.5187
MEM 40.863281 1715786940.6190
MEM 40.863281 1715786940.7193
MEM 40.863281 1715786940.8196
MEM 40.863281 1715786940.9198
MEM 40.863281 1715786941.0200
MEM 40.863281 1715786941.1203
MEM 40.863281 1715786941.2206
MEM 40.863281 1715786941.3209
MEM 40.863281 1715786941.4211
MEM 40.863281 1715786941.5214
MEM 40.863281 1715786941.6217
MEM 40.863281 1715786941.7220
MEM 40.863281 1715786941.8222
MEM 40.863281 1715786941.9225
MEM 40.863281 1715786942.0226
MEM 40.863281 1715786942.1228
MEM 40.863281 1715786942.2231
MEM 40.863281 1715786942.3234
MEM 40.863281 1715786942.4237
MEM 40.863281 1715786942.5239
MEM 40.863281 1715786942.6242
MEM 40.863281 1715786942.7245
MEM 40.863281 1715786942.8248
MEM 40.863281 1715786942.9251
MEM 40.863281 1715786943.0255
MEM 40.863281 1715786943.1257
MEM 40.863281 1715786943.2260
MEM 40.863281 1715786943.3263
MEM 40.863281 1715786943.4265
MEM 40.863281 1715786943.5267
MEM 40.863281 1715786943.6270
MEM 40.863281 1715786943.7273
MEM 40.863281 1715786943.8276
MEM 40.863281 1715786943.9280
MEM 40.863281 1715786944.0283
MEM 40.863281 1715786944.1286
MEM 40.863281 1715786944.2288
MEM 40.863281 1715786944.3290
MEM 40.863281 1715786944.4293
MEM 40.863281 1715786944.5296
MEM 40.863281 1715786944.6299
MEM 40.863281 1715786944.7302
MEM 40.863281 1715786944.8305
MEM 40.863281 1715786944.9308
MEM 40.863281 1715786945.0310
MEM 40.863281 1715786945.1314
MEM 40.863281 1715786945.2316
MEM 40.863281 1715786945.3319
MEM 40.863281 1715786945.4322
MEM 40.863281 1715786945.5324
MEM 40.863281 1715786945.6327
MEM 40.863281 1715786945.7330
MEM 40.863281 1715786945.8333
MEM 40.863281 1715786945.9336
MEM 40.863281 1715786946.0339
MEM 40.863281 1715786946.1342
MEM 40.863281 1715786946.2345
MEM 40.863281 1715786946.3348
MEM 40.863281 1715786946.4350
MEM 40.863281 1715786946.5353
MEM 40.863281 1715786946.6356
MEM 40.863281 1715786946.7359
MEM 40.863281 1715786946.8362
MEM 40.863281 1715786946.9363
MEM 40.863281 1715786947.0366
MEM 40.863281 1715786947.1369
MEM 40.863281 1715786947.2372
MEM 40.863281 1715786947.3375
MEM 40.863281 1715786947.4378
MEM 40.863281 1715786947.5380
MEM 40.863281 1715786947.6383
MEM 40.863281 1715786947.7386
MEM 40.863281 1715786947.8388
MEM 40.863281 1715786947.9392
MEM 40.863281 1715786948.0394
MEM 40.863281 1715786948.1397
MEM 40.863281 1715786948.2400
MEM 40.863281 1715786948.3403
