CMDLINE ./nsquare
MEM 4.199219 1715786834.3226
MEM 4.199219 1715786834.4229
MEM 4.199219 1715786834.5232
MEM 4.199219 1715786834.6235
MEM 4.199219 1715786834.7238
MEM 4.199219 1715786834.8240
MEM 4.199219 1715786834.9242
MEM 4.199219 1715786835.0245
MEM 4.199219 1715786835.1248
MEM 4.199219 1715786835.2250
MEM 4.199219 1715786835.3254
MEM 4.199219 1715786835.4257
MEM 4.199219 1715786835.5259
MEM 4.199219 1715786835.6261
MEM 4.199219 1715786835.7264
MEM 4.199219 1715786835.8267
MEM 4.199219 1715786835.9270
MEM 4.199219 1715786836.0274
MEM 4.199219 1715786836.1276
MEM 4.199219 1715786836.2279
MEM 4.199219 1715786836.3282
MEM 4.199219 1715786836.4284
MEM 4.199219 1715786836.5286
MEM 4.199219 1715786836.6289
MEM 4.199219 1715786836.7291
MEM 4.199219 1715786836.8294
MEM 4.199219 1715786836.9296
MEM 4.199219 1715786837.0299
MEM 4.199219 1715786837.1301
MEM 4.199219 1715786837.2304
MEM 4.199219 1715786837.3307
MEM 4.199219 1715786837.4310
MEM 4.199219 1715786837.5313
MEM 4.199219 1715786837.6315
MEM 4.199219 1715786837.7318
MEM 4.199219 1715786837.8321
MEM 4.199219 1715786837.9324
MEM 4.199219 1715786838.0327
MEM 4.199219 1715786838.1330
MEM 4.199219 1715786838.2333
MEM 4.199219 1715786838.3336
MEM 4.199219 1715786838.4339
MEM 4.199219 1715786838.5340
MEM 4.199219 1715786838.6343
MEM 4.199219 1715786838.7346
MEM 4.199219 1715786838.8348
MEM 4.199219 1715786838.9350
MEM 4.199219 1715786839.0630
MEM 4.199219 1715786839.1633
MEM 4.199219 1715786839.2637
MEM 4.199219 1715786839.3639
MEM 4.199219 1715786839.4642
MEM 4.199219 1715786839.5645
MEM 4.199219 1715786839.6649
MEM 4.199219 1715786839.7652
MEM 4.199219 1715786839.8656
MEM 4.199219 1715786839.9658
MEM 4.199219 1715786840.0660
MEM 4.199219 1715786840.1663
MEM 4.199219 1715786840.2666
MEM 4.199219 1715786840.3670
MEM 4.199219 1715786840.4673
MEM 4.199219 1715786840.5676
MEM 4.199219 1715786840.6679
MEM 4.199219 1715786840.7682
MEM 4.199219 1715786840.8685
MEM 4.199219 1715786840.9688
MEM 4.199219 1715786841.0691
MEM 4.199219 1715786841.1695
MEM 4.199219 1715786841.2697
MEM 4.199219 1715786841.3701
MEM 4.199219 1715786841.4704
MEM 4.199219 1715786841.5707
MEM 4.199219 1715786841.6709
MEM 4.199219 1715786841.7711
MEM 4.199219 1715786841.8715
MEM 4.199219 1715786841.9717
MEM 4.199219 1715786842.0721
MEM 4.199219 1715786842.1723
MEM 4.199219 1715786842.2726
MEM 4.199219 1715786842.3730
MEM 4.199219 1715786842.4732
MEM 4.199219 1715786842.5736
MEM 4.199219 1715786842.6738
MEM 4.199219 1715786842.7741
MEM 4.199219 1715786842.8745
MEM 4.199219 1715786842.9747
MEM 4.199219 1715786843.0750
MEM 4.199219 1715786843.1753
MEM 4.199219 1715786843.2755
MEM 4.199219 1715786843.3758
MEM 4.199219 1715786843.4761
MEM 4.199219 1715786843.5764
MEM 4.199219 1715786843.6767
MEM 4.199219 1715786843.7770
MEM 4.199219 1715786843.8773
MEM 4.199219 1715786843.9775
MEM 4.199219 1715786844.0778
MEM 4.199219 1715786844.1807
MEM 4.199219 1715786844.2811
MEM 4.199219 1715786844.3814
MEM 4.199219 1715786844.4817
MEM 4.199219 1715786844.5820
MEM 4.199219 1715786844.6823
MEM 4.199219 1715786844.7828
MEM 4.199219 1715786844.8832
MEM 4.199219 1715786844.9834
MEM 4.199219 1715786845.0837
MEM 4.199219 1715786845.1840
MEM 4.199219 1715786845.2844
MEM 4.199219 1715786845.3847
MEM 4.199219 1715786845.4850
MEM 4.199219 1715786845.5854
MEM 4.199219 1715786845.6856
MEM 4.199219 1715786845.7858
MEM 4.199219 1715786845.8861
MEM 4.199219 1715786845.9864
MEM 4.199219 1715786846.0867
MEM 4.199219 1715786846.1869
MEM 4.199219 1715786846.2873
MEM 4.199219 1715786846.3876
MEM 4.199219 1715786846.4878
MEM 4.199219 1715786846.5881
MEM 4.199219 1715786846.6884
MEM 4.199219 1715786846.7887
MEM 4.199219 1715786846.8889
MEM 4.199219 1715786846.9892
MEM 4.199219 1715786847.0894
MEM 4.199219 1715786847.1896
MEM 4.199219 1715786847.2899
MEM 4.199219 1715786847.3902
MEM 4.199219 1715786847.4905
MEM 4.199219 1715786847.5908
MEM 4.199219 1715786847.6910
MEM 4.199219 1715786847.7913
MEM 4.199219 1715786847.8916
MEM 4.199219 1715786847.9919
MEM 4.199219 1715786848.0923
MEM 4.199219 1715786848.1926
MEM 4.199219 1715786848.2929
MEM 4.199219 1715786848.3932
MEM 4.199219 1715786848.4935
MEM 4.199219 1715786848.5938
MEM 4.199219 1715786848.6940
MEM 4.199219 1715786848.7944
MEM 4.199219 1715786848.8947
MEM 4.199219 1715786848.9950
MEM 4.199219 1715786849.0952
MEM 4.199219 1715786849.1955
MEM 4.199219 1715786849.3232
MEM 4.199219 1715786849.4236
MEM 4.199219 1715786849.5240
MEM 4.199219 1715786849.6243
MEM 4.199219 1715786849.7246
MEM 4.199219 1715786849.8249
MEM 4.199219 1715786849.9253
MEM 4.199219 1715786850.0256
MEM 4.199219 1715786850.1259
MEM 4.199219 1715786850.2262
MEM 4.199219 1715786850.3265
MEM 4.199219 1715786850.4269
MEM 4.199219 1715786850.5273
MEM 4.199219 1715786850.6276
MEM 4.199219 1715786850.7280
MEM 4.199219 1715786850.8283
MEM 4.199219 1715786850.9286
MEM 4.199219 1715786851.0289
MEM 4.199219 1715786851.1292
MEM 4.199219 1715786851.2295
MEM 4.199219 1715786851.3299
MEM 4.199219 1715786851.4303
MEM 4.199219 1715786851.5306
MEM 4.199219 1715786851.6309
MEM 4.199219 1715786851.7312
MEM 4.199219 1715786851.8315
MEM 4.199219 1715786851.9318
MEM 4.199219 1715786852.0321
MEM 4.199219 1715786852.1322
MEM 4.199219 1715786852.2325
