CMDLINE python3 nsquare.py
MEM 391.750000 1715854270.7791
MEM 391.750000 1715854270.8796
MEM 391.750000 1715854270.9800
MEM 391.750000 1715854271.0803
MEM 391.750000 1715854271.1807
MEM 391.750000 1715854271.2811
MEM 391.750000 1715854271.3815
MEM 391.750000 1715854271.4819
MEM 391.750000 1715854271.5823
MEM 391.750000 1715854271.6827
MEM 391.750000 1715854271.7831
MEM 391.750000 1715854271.8836
MEM 391.750000 1715854271.9840
MEM 391.750000 1715854272.0844
MEM 391.750000 1715854272.1848
MEM 391.750000 1715854272.2852
MEM 391.750000 1715854272.3856
MEM 391.750000 1715854272.4860
MEM 391.750000 1715854272.5865
MEM 391.750000 1715854272.6869
MEM 391.750000 1715854272.7873
MEM 391.750000 1715854272.8877
MEM 391.750000 1715854272.9881
MEM 391.750000 1715854273.0885
MEM 391.750000 1715854273.1889
MEM 391.750000 1715854273.2893
MEM 391.750000 1715854273.3898
MEM 391.750000 1715854273.4902
MEM 391.750000 1715854273.5906
MEM 391.750000 1715854273.6911
MEM 391.750000 1715854273.7915
MEM 391.750000 1715854273.8920
MEM 391.750000 1715854273.9924
MEM 391.750000 1715854274.0929
MEM 391.750000 1715854274.1933
MEM 391.750000 1715854274.2938
MEM 391.750000 1715854274.3945
MEM 391.750000 1715854274.4949
MEM 391.750000 1715854274.5954
MEM 391.750000 1715854274.6958
MEM 391.750000 1715854274.7961
MEM 391.750000 1715854274.8965
MEM 391.750000 1715854274.9970
MEM 391.750000 1715854275.0974
MEM 391.750000 1715854275.1978
MEM 391.750000 1715854275.2982
MEM 391.750000 1715854275.3986
MEM 391.750000 1715854275.4990
MEM 391.750000 1715854275.5994
MEM 391.750000 1715854275.6999
MEM 391.750000 1715854275.8003
MEM 391.750000 1715854275.9007
MEM 391.750000 1715854276.0011
MEM 391.750000 1715854276.1015
MEM 391.750000 1715854276.2019
MEM 391.750000 1715854276.3023
MEM 391.750000 1715854276.4027
MEM 391.750000 1715854276.5031
MEM 391.750000 1715854276.6035
MEM 391.750000 1715854276.7039
MEM 391.750000 1715854276.8043
MEM 391.750000 1715854276.9048
MEM 391.750000 1715854277.0052
MEM 391.750000 1715854277.1056
MEM 391.750000 1715854277.2060
MEM 391.750000 1715854277.3065
MEM 391.750000 1715854277.4069
MEM 391.750000 1715854277.5073
MEM 391.750000 1715854277.6077
MEM 391.750000 1715854277.7082
MEM 391.750000 1715854277.8086
MEM 391.750000 1715854277.9090
MEM 391.750000 1715854278.0094
MEM 391.750000 1715854278.1098
MEM 391.750000 1715854278.2103
MEM 391.750000 1715854278.3107
MEM 391.750000 1715854278.4111
MEM 391.750000 1715854278.5115
MEM 391.750000 1715854278.6120
MEM 391.750000 1715854278.7127
MEM 391.750000 1715854278.8131
MEM 391.750000 1715854278.9135
MEM 391.750000 1715854279.0139
MEM 391.750000 1715854279.1143
MEM 391.750000 1715854279.2147
MEM 391.750000 1715854279.3151
MEM 391.750000 1715854279.4155
MEM 391.750000 1715854279.5159
MEM 391.750000 1715854279.6163
MEM 391.750000 1715854279.7167
MEM 391.750000 1715854279.8171
MEM 391.750000 1715854279.9175
MEM 391.750000 1715854280.0180
MEM 391.750000 1715854280.1184
MEM 391.750000 1715854280.2188
MEM 391.750000 1715854280.3192
MEM 391.750000 1715854280.4196
MEM 391.750000 1715854280.5200
MEM 391.750000 1715854280.6204
MEM 391.750000 1715854280.7208
MEM 391.750000 1715854280.8212
MEM 391.750000 1715854280.9215
MEM 391.750000 1715854281.0219
MEM 391.750000 1715854281.1222
MEM 391.750000 1715854281.2225
MEM 391.750000 1715854281.3228
MEM 391.750000 1715854281.4231
MEM 391.750000 1715854281.5235
MEM 391.750000 1715854281.6238
MEM 391.750000 1715854281.7242
MEM 391.750000 1715854281.8246
MEM 391.750000 1715854281.9250
MEM 391.750000 1715854282.0254
MEM 391.750000 1715854282.1257
MEM 391.750000 1715854282.2261
MEM 391.750000 1715854282.3264
MEM 391.750000 1715854282.4268
MEM 391.750000 1715854282.5277
MEM 391.750000 1715854282.6280
MEM 391.750000 1715854282.7283
MEM 391.750000 1715854282.8287
MEM 391.750000 1715854282.9291
MEM 391.750000 1715854283.0294
MEM 391.750000 1715854283.1298
MEM 391.750000 1715854283.2301
MEM 391.750000 1715854283.3305
MEM 391.750000 1715854283.4309
MEM 391.750000 1715854283.5312
MEM 391.750000 1715854283.6316
MEM 391.750000 1715854283.7320
MEM 391.750000 1715854283.8324
MEM 391.750000 1715854283.9327
MEM 391.750000 1715854284.0331
MEM 391.750000 1715854284.1335
MEM 391.750000 1715854284.2339
MEM 391.750000 1715854284.3343
MEM 391.750000 1715854284.4346
MEM 391.750000 1715854284.5350
MEM 391.750000 1715854284.6353
MEM 391.750000 1715854284.7357
MEM 391.750000 1715854284.8361
MEM 391.750000 1715854284.9364
MEM 391.750000 1715854285.0368
MEM 391.750000 1715854285.1371
MEM 391.750000 1715854285.2375
MEM 391.750000 1715854285.3379
MEM 391.750000 1715854285.4383
MEM 391.750000 1715854285.5386
MEM 391.750000 1715854285.6390
MEM 391.750000 1715854285.7394
MEM 391.750000 1715854285.8397
MEM 391.750000 1715854285.9401
MEM 391.750000 1715854286.0405
MEM 391.750000 1715854286.1408
MEM 391.750000 1715854286.2412
MEM 391.750000 1715854286.3416
MEM 391.750000 1715854286.4419
MEM 391.750000 1715854286.5423
MEM 391.750000 1715854286.6426
MEM 391.750000 1715854286.7430
MEM 391.750000 1715854286.8434
MEM 391.750000 1715854286.9438
MEM 391.750000 1715854287.0441
MEM 391.750000 1715854287.1445
MEM 391.750000 1715854287.2449
MEM 391.750000 1715854287.3452
MEM 391.750000 1715854287.4456
MEM 391.750000 1715854287.5459
MEM 391.750000 1715854287.6463
MEM 391.750000 1715854287.7466
MEM 391.750000 1715854287.8470
MEM 391.750000 1715854287.9473
MEM 391.750000 1715854288.0477
MEM 391.750000 1715854288.1480
MEM 391.750000 1715854288.2484
MEM 391.750000 1715854288.3487
MEM 391.750000 1715854288.4491
MEM 391.750000 1715854288.5495
MEM 391.750000 1715854288.6498
MEM 391.750000 1715854288.7502
MEM 391.750000 1715854288.8505
MEM 391.750000 1715854288.9509
MEM 391.750000 1715854289.0513
MEM 391.750000 1715854289.1527
MEM 391.750000 1715854289.2531
MEM 391.750000 1715854289.3534
MEM 391.750000 1715854289.4538
MEM 391.750000 1715854289.5542
MEM 391.750000 1715854289.6545
MEM 391.750000 1715854289.7549
MEM 391.750000 1715854289.8553
MEM 391.750000 1715854289.9557
MEM 391.750000 1715854290.0561
MEM 391.750000 1715854290.1564
MEM 391.750000 1715854290.2568
MEM 391.750000 1715854290.3572
MEM 391.750000 1715854290.4576
MEM 391.750000 1715854290.5580
MEM 391.750000 1715854290.6583
MEM 391.750000 1715854290.7587
MEM 391.750000 1715854290.8591
MEM 391.750000 1715854290.9595
MEM 391.750000 1715854291.0600
MEM 391.750000 1715854291.1604
MEM 391.750000 1715854291.2608
MEM 391.750000 1715854291.3612
MEM 391.750000 1715854291.4616
MEM 391.750000 1715854291.5620
MEM 391.750000 1715854291.6624
MEM 391.750000 1715854291.7628
MEM 391.750000 1715854291.8632
MEM 391.750000 1715854291.9636
MEM 391.750000 1715854292.0640
MEM 391.750000 1715854292.1644
MEM 391.750000 1715854292.2648
MEM 391.750000 1715854292.3652
MEM 391.750000 1715854292.4657
MEM 391.750000 1715854292.5661
MEM 391.750000 1715854292.6665
MEM 391.750000 1715854292.7669
MEM 391.750000 1715854292.8673
MEM 391.750000 1715854292.9677
MEM 391.750000 1715854293.0681
MEM 391.750000 1715854293.1685
MEM 391.750000 1715854293.2689
MEM 391.750000 1715854293.3693
MEM 391.750000 1715854293.4697
MEM 391.750000 1715854293.5701
MEM 391.750000 1715854293.6705
MEM 391.750000 1715854293.7709
MEM 391.750000 1715854293.8714
MEM 391.750000 1715854293.9718
MEM 391.750000 1715854294.0740
MEM 391.750000 1715854294.1744
MEM 391.750000 1715854294.2748
MEM 391.750000 1715854294.3753
MEM 391.750000 1715854294.4757
MEM 391.750000 1715854294.5761
MEM 391.750000 1715854294.6766
MEM 391.750000 1715854294.7770
MEM 391.750000 1715854294.8774
MEM 391.750000 1715854294.9784
MEM 391.750000 1715854295.0788
MEM 391.750000 1715854295.1792
MEM 391.750000 1715854295.2823
MEM 391.750000 1715854295.3827
MEM 391.750000 1715854295.4831
MEM 391.750000 1715854295.5835
MEM 391.750000 1715854295.6841
MEM 391.750000 1715854295.7845
MEM 391.750000 1715854295.8849
MEM 391.750000 1715854295.9854
MEM 391.750000 1715854296.0858
MEM 391.750000 1715854296.1862
MEM 391.750000 1715854296.2866
MEM 391.750000 1715854296.3870
MEM 391.750000 1715854296.4874
MEM 391.750000 1715854296.5879
MEM 391.750000 1715854296.6883
MEM 391.750000 1715854296.7887
MEM 391.750000 1715854296.8891
MEM 391.750000 1715854296.9894
MEM 391.750000 1715854297.0898
MEM 391.750000 1715854297.1903
MEM 391.750000 1715854297.2907
MEM 391.750000 1715854297.3911
MEM 391.750000 1715854297.4915
MEM 391.750000 1715854297.5920
MEM 391.750000 1715854297.6924
MEM 391.750000 1715854297.7928
MEM 391.750000 1715854297.8932
MEM 391.750000 1715854297.9936
MEM 391.750000 1715854298.0940
MEM 391.750000 1715854298.1944
MEM 391.750000 1715854298.2948
MEM 391.750000 1715854298.3953
MEM 391.750000 1715854298.4957
MEM 391.750000 1715854298.5961
MEM 391.750000 1715854298.6965
MEM 391.750000 1715854298.7970
MEM 391.750000 1715854298.8974
MEM 391.750000 1715854298.9978
MEM 391.750000 1715854299.0983
MEM 391.750000 1715854299.1988
MEM 391.750000 1715854299.2992
MEM 391.750000 1715854299.3996
MEM 391.750000 1715854299.5000
MEM 391.750000 1715854299.6004
MEM 391.750000 1715854299.7009
MEM 391.750000 1715854299.8013
MEM 391.750000 1715854299.9017
MEM 391.750000 1715854300.0021
MEM 391.750000 1715854300.1025
MEM 391.750000 1715854300.2028
MEM 391.750000 1715854300.3032
MEM 391.750000 1715854300.4036
MEM 391.750000 1715854300.5040
MEM 391.750000 1715854300.6044
MEM 391.750000 1715854300.7049
MEM 391.750000 1715854300.8053
MEM 391.750000 1715854300.9057
MEM 391.750000 1715854301.0061
MEM 391.750000 1715854301.1065
MEM 391.750000 1715854301.2069
MEM 391.750000 1715854301.3073
MEM 391.750000 1715854301.4078
MEM 391.750000 1715854301.5081
MEM 391.750000 1715854301.6085
MEM 391.750000 1715854301.7090
MEM 391.750000 1715854301.8094
MEM 391.750000 1715854301.9098
MEM 391.750000 1715854302.0102
MEM 391.750000 1715854302.1107
MEM 391.750000 1715854302.2111
MEM 391.750000 1715854302.3115
MEM 391.750000 1715854302.4120
MEM 391.750000 1715854302.5124
MEM 391.750000 1715854302.6128
MEM 391.750000 1715854302.7133
MEM 391.750000 1715854302.8137
MEM 391.750000 1715854302.9142
MEM 391.750000 1715854303.0146
MEM 391.750000 1715854303.1150
MEM 391.750000 1715854303.2155
MEM 391.750000 1715854303.3163
MEM 391.750000 1715854303.4167
MEM 391.750000 1715854303.5172
MEM 391.750000 1715854303.6176
MEM 391.750000 1715854303.7180
MEM 391.750000 1715854303.8184
MEM 391.750000 1715854303.9189
MEM 391.750000 1715854304.0193
MEM 391.750000 1715854304.1197
MEM 391.750000 1715854304.2202
MEM 391.750000 1715854304.3207
MEM 391.750000 1715854304.4211
MEM 391.750000 1715854304.5215
MEM 391.750000 1715854304.6220
MEM 391.750000 1715854304.7224
MEM 391.750000 1715854304.8228
MEM 391.750000 1715854304.9233
MEM 391.750000 1715854305.0237
MEM 391.750000 1715854305.1241
MEM 391.750000 1715854305.2246
MEM 391.750000 1715854305.3251
MEM 391.750000 1715854305.4255
MEM 391.750000 1715854305.5259
MEM 391.750000 1715854305.6264
MEM 391.750000 1715854305.7268
MEM 391.750000 1715854305.8272
MEM 391.750000 1715854305.9276
MEM 391.750000 1715854306.0280
MEM 391.750000 1715854306.1284
MEM 391.750000 1715854306.2288
MEM 391.750000 1715854306.3292
MEM 391.750000 1715854306.4296
MEM 391.750000 1715854306.5300
MEM 391.750000 1715854306.6304
MEM 391.750000 1715854306.7308
MEM 391.750000 1715854306.8312
MEM 391.750000 1715854306.9316
MEM 391.750000 1715854307.0320
MEM 391.750000 1715854307.1324
MEM 391.750000 1715854307.2327
MEM 391.750000 1715854307.3331
MEM 391.750000 1715854307.4335
MEM 391.750000 1715854307.5339
MEM 391.750000 1715854307.6343
MEM 391.750000 1715854307.7347
MEM 391.750000 1715854307.8351
MEM 391.750000 1715854307.9355
MEM 391.750000 1715854308.0359
MEM 391.750000 1715854308.1363
MEM 391.750000 1715854308.2367
MEM 391.750000 1715854308.3370
MEM 391.750000 1715854308.4374
MEM 391.750000 1715854308.5378
MEM 391.750000 1715854308.6382
MEM 391.750000 1715854308.7385
MEM 391.750000 1715854308.8389
MEM 391.750000 1715854308.9393
MEM 391.750000 1715854309.0397
MEM 391.750000 1715854309.1401
MEM 391.750000 1715854309.2404
MEM 391.750000 1715854309.3408
MEM 391.750000 1715854309.4412
MEM 391.750000 1715854309.5416
MEM 391.750000 1715854309.6420
MEM 391.750000 1715854309.7424
MEM 391.750000 1715854309.8427
MEM 391.750000 1715854309.9431
MEM 391.750000 1715854310.0435
MEM 391.750000 1715854310.1439
MEM 391.750000 1715854310.2442
MEM 391.750000 1715854310.3446
MEM 391.750000 1715854310.4450
MEM 391.750000 1715854310.5453
MEM 391.750000 1715854310.6457
MEM 391.750000 1715854310.7461
MEM 391.750000 1715854310.8465
MEM 391.750000 1715854310.9468
MEM 391.750000 1715854311.0472
MEM 391.750000 1715854311.1476
MEM 391.750000 1715854311.2479
MEM 391.750000 1715854311.3483
MEM 391.750000 1715854311.4487
MEM 391.750000 1715854311.5490
MEM 391.750000 1715854311.6496
MEM 391.750000 1715854311.7538
MEM 391.750000 1715854311.8541
MEM 391.750000 1715854311.9545
MEM 391.750000 1715854312.0549
MEM 391.750000 1715854312.1552
MEM 391.750000 1715854312.2556
MEM 391.750000 1715854312.3560
MEM 391.750000 1715854312.4563
MEM 391.750000 1715854312.5567
MEM 391.750000 1715854312.6570
MEM 391.750000 1715854312.7574
MEM 391.750000 1715854312.8578
MEM 391.750000 1715854312.9582
MEM 391.750000 1715854313.0586
MEM 391.750000 1715854313.1590
MEM 391.750000 1715854313.2593
MEM 391.750000 1715854313.3597
MEM 391.750000 1715854313.4600
MEM 391.750000 1715854313.5604
MEM 391.750000 1715854313.6608
MEM 391.750000 1715854313.7612
MEM 391.750000 1715854313.8616
MEM 391.750000 1715854313.9620
MEM 391.750000 1715854314.0624
MEM 391.750000 1715854314.1628
MEM 391.750000 1715854314.2632
MEM 391.750000 1715854314.3636
MEM 391.750000 1715854314.4640
MEM 391.750000 1715854314.5644
MEM 391.750000 1715854314.6649
MEM 391.750000 1715854314.7653
MEM 391.750000 1715854314.8657
MEM 391.750000 1715854314.9661
MEM 391.750000 1715854315.0665
MEM 391.750000 1715854315.1669
MEM 391.750000 1715854315.2673
MEM 391.750000 1715854315.3677
MEM 391.750000 1715854315.4712
MEM 391.750000 1715854315.5717
MEM 391.750000 1715854315.6721
MEM 391.750000 1715854315.7727
MEM 391.750000 1715854315.8731
MEM 391.750000 1715854315.9735
MEM 391.750000 1715854316.0740
MEM 391.750000 1715854316.1744
MEM 391.750000 1715854316.2748
MEM 391.750000 1715854316.3752
MEM 391.750000 1715854316.4756
MEM 391.750000 1715854316.5760
MEM 391.750000 1715854316.6764
MEM 391.750000 1715854316.7768
MEM 391.750000 1715854316.8772
MEM 391.750000 1715854316.9776
MEM 391.750000 1715854317.0780
MEM 391.750000 1715854317.1784
MEM 391.750000 1715854317.2789
MEM 391.750000 1715854317.3793
MEM 391.750000 1715854317.4797
MEM 391.750000 1715854317.5801
MEM 391.750000 1715854317.6805
MEM 391.750000 1715854317.7815
MEM 391.750000 1715854317.8819
MEM 391.750000 1715854317.9823
MEM 391.750000 1715854318.0826
MEM 391.750000 1715854318.1830
MEM 391.750000 1715854318.2834
MEM 391.750000 1715854318.3837
MEM 391.750000 1715854318.4841
MEM 391.750000 1715854318.5845
MEM 391.750000 1715854318.6849
MEM 391.750000 1715854318.7852
MEM 391.750000 1715854318.8856
MEM 391.750000 1715854318.9860
MEM 391.750000 1715854319.0864
MEM 391.750000 1715854319.1867
MEM 391.750000 1715854319.2871
MEM 391.750000 1715854319.3875
MEM 391.750000 1715854319.4878
MEM 391.750000 1715854319.5882
MEM 391.750000 1715854319.6886
MEM 391.750000 1715854319.7890
MEM 391.750000 1715854319.8894
MEM 391.750000 1715854319.9898
