CMDLINE ./nsquare
MEM 41.195312 1715854261.9287
MEM 41.195312 1715854262.0291
MEM 41.195312 1715854262.1297
MEM 41.195312 1715854262.2301
MEM 41.195312 1715854262.3304
MEM 41.195312 1715854262.4308
MEM 41.195312 1715854262.5312
MEM 41.195312 1715854262.6315
MEM 41.195312 1715854262.7319
MEM 41.195312 1715854262.8323
MEM 41.195312 1715854262.9327
MEM 41.195312 1715854263.0330
MEM 41.195312 1715854263.1334
MEM 41.195312 1715854263.2338
MEM 41.195312 1715854263.3342
MEM 41.195312 1715854263.4345
MEM 41.195312 1715854263.5349
MEM 41.195312 1715854263.6353
MEM 41.195312 1715854263.7357
MEM 41.195312 1715854263.8361
MEM 41.195312 1715854263.9365
MEM 41.195312 1715854264.0368
MEM 41.195312 1715854264.1373
MEM 41.195312 1715854264.2377
MEM 41.195312 1715854264.3381
MEM 41.195312 1715854264.4385
MEM 41.195312 1715854264.5390
MEM 41.195312 1715854264.6395
MEM 41.195312 1715854264.7405
MEM 41.195312 1715854264.8410
MEM 41.195312 1715854264.9414
MEM 41.195312 1715854265.0434
MEM 41.195312 1715854265.1443
MEM 41.195312 1715854265.2447
MEM 41.195312 1715854265.3452
MEM 41.195312 1715854265.4457
MEM 41.195312 1715854265.5461
MEM 41.195312 1715854265.6465
MEM 41.195312 1715854265.7470
MEM 41.195312 1715854265.8474
MEM 41.195312 1715854265.9479
MEM 41.195312 1715854266.0484
MEM 41.195312 1715854266.1489
MEM 41.195312 1715854266.2493
MEM 41.195312 1715854266.3498
MEM 41.195312 1715854266.4502
MEM 41.195312 1715854266.5507
MEM 41.195312 1715854266.6511
MEM 41.195312 1715854266.7515
MEM 41.195312 1715854266.8519
MEM 41.195312 1715854266.9524
MEM 41.195312 1715854267.0528
MEM 41.195312 1715854267.1532
MEM 41.195312 1715854267.2537
MEM 41.195312 1715854267.3541
MEM 41.195312 1715854267.4545
MEM 41.195312 1715854267.5549
MEM 41.195312 1715854267.6553
MEM 41.195312 1715854267.7557
MEM 41.195312 1715854267.8570
MEM 41.195312 1715854267.9575
MEM 41.195312 1715854268.0579
MEM 41.195312 1715854268.1582
MEM 41.195312 1715854268.2586
MEM 41.195312 1715854268.3591
MEM 41.195312 1715854268.4597
MEM 41.195312 1715854268.5601
MEM 41.195312 1715854268.6604
MEM 41.195312 1715854268.7608
MEM 41.195312 1715854268.8612
MEM 41.195312 1715854268.9615
MEM 41.195312 1715854269.0619
MEM 41.195312 1715854269.1623
MEM 41.195312 1715854269.2626
MEM 41.195312 1715854269.3630
MEM 41.195312 1715854269.4634
MEM 41.195312 1715854269.5638
MEM 41.195312 1715854269.6641
MEM 41.195312 1715854269.7645
MEM 41.195312 1715854269.8660
MEM 41.195312 1715854269.9664
MEM 41.195312 1715854270.0669
MEM 41.195312 1715854270.1673
MEM 41.195312 1715854270.2676
MEM 41.195312 1715854270.3680
MEM 41.195312 1715854270.4684
MEM 41.195312 1715854270.5689
MEM 41.195312 1715854270.6693
MEM 41.195312 1715854270.7697
MEM 41.195312 1715854270.8704
MEM 41.195312 1715854270.9708
MEM 41.195312 1715854271.0712
MEM 41.195312 1715854271.1716
MEM 41.195312 1715854271.2721
MEM 41.195312 1715854271.3725
MEM 41.195312 1715854271.4730
MEM 41.195312 1715854271.5734
MEM 41.195312 1715854271.6738
MEM 41.195312 1715854271.7742
MEM 41.195312 1715854271.8746
MEM 41.195312 1715854271.9751
MEM 41.195312 1715854272.0755
MEM 41.195312 1715854272.1759
MEM 41.195312 1715854272.2764
MEM 41.195312 1715854272.3768
MEM 41.195312 1715854272.4772
MEM 41.195312 1715854272.5776
MEM 41.195312 1715854272.6780
MEM 41.195312 1715854272.7784
MEM 41.195312 1715854272.8788
MEM 41.195312 1715854272.9792
MEM 41.195312 1715854273.0796
MEM 41.195312 1715854273.1800
MEM 41.195312 1715854273.2804
MEM 41.195312 1715854273.3808
MEM 41.195312 1715854273.4813
MEM 41.195312 1715854273.5816
MEM 41.195312 1715854273.6821
MEM 41.195312 1715854273.7825
MEM 41.195312 1715854273.8829
MEM 41.195312 1715854273.9833
MEM 41.195312 1715854274.0837
MEM 41.195312 1715854274.1842
MEM 41.195312 1715854274.2846
MEM 41.195312 1715854274.3850
MEM 41.195312 1715854274.4854
MEM 41.195312 1715854274.5858
MEM 41.195312 1715854274.6862
MEM 41.195312 1715854274.7866
MEM 41.195312 1715854274.8870
MEM 41.195312 1715854274.9874
MEM 41.195312 1715854275.0878
MEM 41.195312 1715854275.1882
MEM 41.195312 1715854275.2887
MEM 41.195312 1715854275.3891
MEM 41.195312 1715854275.4896
MEM 41.195312 1715854275.5902
MEM 41.195312 1715854275.6907
MEM 41.195312 1715854275.7911
MEM 41.195312 1715854275.8915
MEM 41.195312 1715854275.9919
MEM 41.195312 1715854276.0923
MEM 41.195312 1715854276.1927
MEM 41.195312 1715854276.2931
MEM 41.195312 1715854276.3935
MEM 41.195312 1715854276.4939
MEM 41.195312 1715854276.5944
MEM 41.195312 1715854276.6948
MEM 41.195312 1715854276.7953
MEM 41.195312 1715854276.8957
MEM 41.195312 1715854276.9961
MEM 41.195312 1715854277.0966
MEM 41.195312 1715854277.1970
MEM 41.195312 1715854277.2976
MEM 41.195312 1715854277.3979
MEM 41.195312 1715854277.4983
MEM 41.195312 1715854277.5987
MEM 41.195312 1715854277.6990
MEM 41.195312 1715854277.7994
MEM 41.195312 1715854277.8998
MEM 41.195312 1715854278.0003
MEM 41.195312 1715854278.1007
MEM 41.195312 1715854278.2011
MEM 41.195312 1715854278.3014
MEM 41.195312 1715854278.4018
MEM 41.195312 1715854278.5022
MEM 41.195312 1715854278.6026
MEM 41.195312 1715854278.7030
MEM 41.195312 1715854278.8033
MEM 41.195312 1715854278.9037
MEM 41.195312 1715854279.0041
MEM 41.195312 1715854279.1045
MEM 41.195312 1715854279.2048
MEM 41.195312 1715854279.3052
MEM 41.195312 1715854279.4056
MEM 41.195312 1715854279.5060
MEM 41.195312 1715854279.6063
MEM 41.195312 1715854279.7067
MEM 41.195312 1715854279.8071
MEM 41.195312 1715854279.9074
MEM 41.195312 1715854280.0078
MEM 41.195312 1715854280.1081
MEM 41.195312 1715854280.2084
MEM 41.195312 1715854280.3088
MEM 41.195312 1715854280.4092
MEM 41.195312 1715854280.5095
MEM 41.195312 1715854280.6099
MEM 41.195312 1715854280.7102
MEM 41.195312 1715854280.8107
MEM 41.195312 1715854280.9111
MEM 41.195312 1715854281.0114
MEM 41.195312 1715854281.1117
MEM 41.195312 1715854281.2121
MEM 41.195312 1715854281.3124
MEM 41.195312 1715854281.4127
MEM 41.195312 1715854281.5131
MEM 41.195312 1715854281.6134
MEM 41.195312 1715854281.7138
MEM 41.195312 1715854281.8141
MEM 41.195312 1715854281.9144
MEM 41.195312 1715854282.0148
MEM 41.195312 1715854282.1151
MEM 41.195312 1715854282.2154
MEM 41.195312 1715854282.3158
MEM 41.195312 1715854282.4161
MEM 41.195312 1715854282.5164
MEM 41.195312 1715854282.6168
MEM 41.195312 1715854282.7172
MEM 41.195312 1715854282.8176
MEM 41.195312 1715854282.9179
MEM 41.195312 1715854283.0183
MEM 41.195312 1715854283.1187
MEM 41.195312 1715854283.2191
MEM 41.195312 1715854283.3195
MEM 41.195312 1715854283.4199
MEM 41.195312 1715854283.5203
MEM 41.195312 1715854283.6207
MEM 41.195312 1715854283.7211
MEM 41.195312 1715854283.8214
MEM 41.195312 1715854283.9218
MEM 41.195312 1715854284.0222
MEM 41.195312 1715854284.1226
MEM 41.195312 1715854284.2230
MEM 41.195312 1715854284.3234
MEM 41.195312 1715854284.4238
MEM 41.195312 1715854284.5242
MEM 41.195312 1715854284.6246
MEM 41.195312 1715854284.7250
MEM 41.195312 1715854284.8254
MEM 41.195312 1715854284.9258
MEM 41.195312 1715854285.0262
MEM 41.195312 1715854285.1266
MEM 41.195312 1715854285.2270
MEM 41.195312 1715854285.3274
MEM 41.195312 1715854285.4278
MEM 41.195312 1715854285.5281
MEM 41.195312 1715854285.6285
MEM 41.195312 1715854285.7289
MEM 41.195312 1715854285.8293
MEM 41.195312 1715854285.9298
MEM 41.195312 1715854286.0302
MEM 41.195312 1715854286.1306
MEM 41.195312 1715854286.2310
MEM 41.195312 1715854286.3314
MEM 41.195312 1715854286.4318
MEM 41.195312 1715854286.5322
MEM 41.195312 1715854286.6326
MEM 41.195312 1715854286.7330
MEM 41.195312 1715854286.8334
MEM 41.195312 1715854286.9338
MEM 41.195312 1715854287.0342
MEM 41.195312 1715854287.1346
MEM 41.195312 1715854287.2350
MEM 41.195312 1715854287.3354
MEM 41.195312 1715854287.4359
MEM 41.195312 1715854287.5363
MEM 41.195312 1715854287.6367
MEM 41.195312 1715854287.7371
MEM 41.195312 1715854287.8375
MEM 41.195312 1715854287.9379
MEM 41.195312 1715854288.0383
MEM 41.195312 1715854288.1387
MEM 41.195312 1715854288.2390
MEM 41.195312 1715854288.3395
MEM 41.195312 1715854288.4399
MEM 41.195312 1715854288.5403
MEM 41.195312 1715854288.6407
MEM 41.195312 1715854288.7411
MEM 41.195312 1715854288.8415
MEM 41.195312 1715854288.9419
MEM 41.195312 1715854289.0423
MEM 41.195312 1715854289.1426
MEM 41.195312 1715854289.2430
MEM 41.195312 1715854289.3434
MEM 41.195312 1715854289.4440
MEM 41.195312 1715854289.5444
MEM 41.195312 1715854289.6448
MEM 41.195312 1715854289.7452
MEM 41.195312 1715854289.8456
MEM 41.195312 1715854289.9460
MEM 41.195312 1715854290.0464
MEM 41.195312 1715854290.1468
MEM 41.195312 1715854290.2472
MEM 41.195312 1715854290.3476
MEM 41.195312 1715854290.4480
MEM 41.195312 1715854290.5484
MEM 41.195312 1715854290.6488
MEM 41.195312 1715854290.7492
MEM 41.195312 1715854290.8496
MEM 41.195312 1715854290.9500
MEM 41.195312 1715854291.0505
MEM 41.195312 1715854291.1508
MEM 41.195312 1715854291.2512
MEM 41.195312 1715854291.3516
MEM 41.195312 1715854291.4521
MEM 41.195312 1715854291.5525
MEM 41.195312 1715854291.6528
MEM 41.195312 1715854291.7532
MEM 41.195312 1715854291.8536
MEM 41.195312 1715854291.9540
MEM 41.195312 1715854292.0545
MEM 41.195312 1715854292.1549
MEM 41.195312 1715854292.2552
MEM 41.195312 1715854292.3556
MEM 41.195312 1715854292.4560
MEM 41.195312 1715854292.5564
MEM 41.195312 1715854292.6568
MEM 41.195312 1715854292.7572
MEM 41.195312 1715854292.8575
MEM 41.195312 1715854292.9579
MEM 41.195312 1715854293.0583
MEM 41.195312 1715854293.1587
MEM 41.195312 1715854293.2591
MEM 41.195312 1715854293.3595
MEM 41.195312 1715854293.4599
MEM 41.195312 1715854293.5602
MEM 41.195312 1715854293.6606
MEM 41.195312 1715854293.7610
MEM 41.195312 1715854293.8614
MEM 41.195312 1715854293.9618
MEM 41.195312 1715854294.0622
MEM 41.195312 1715854294.1625
MEM 41.195312 1715854294.2629
MEM 41.195312 1715854294.3633
MEM 41.195312 1715854294.4637
MEM 41.195312 1715854294.5641
MEM 41.195312 1715854294.6645
MEM 41.195312 1715854294.7648
MEM 41.195312 1715854294.8652
MEM 41.195312 1715854294.9656
MEM 41.195312 1715854295.0661
MEM 41.195312 1715854295.1665
MEM 41.195312 1715854295.2669
MEM 41.195312 1715854295.3673
MEM 41.195312 1715854295.4677
MEM 41.195312 1715854295.5681
MEM 41.195312 1715854295.6685
MEM 41.195312 1715854295.7689
MEM 41.195312 1715854295.8692
MEM 41.195312 1715854295.9696
MEM 41.195312 1715854296.0699
MEM 41.195312 1715854296.1704
MEM 41.195312 1715854296.2707
MEM 41.195312 1715854296.3711
MEM 41.195312 1715854296.4715
MEM 41.195312 1715854296.5718
MEM 41.195312 1715854296.6722
MEM 41.195312 1715854296.7725
MEM 41.195312 1715854296.8729
MEM 41.195312 1715854296.9733
MEM 41.195312 1715854297.0736
MEM 41.195312 1715854297.1740
MEM 41.195312 1715854297.2743
MEM 41.195312 1715854297.3747
MEM 41.195312 1715854297.4750
MEM 41.195312 1715854297.5754
MEM 41.195312 1715854297.6758
MEM 41.195312 1715854297.7761
MEM 41.195312 1715854297.8765
MEM 41.195312 1715854297.9769
MEM 41.195312 1715854298.0772
MEM 41.195312 1715854298.1776
MEM 41.195312 1715854298.2779
MEM 41.195312 1715854298.3782
MEM 41.195312 1715854298.4786
MEM 41.195312 1715854298.5790
MEM 41.195312 1715854298.6793
MEM 41.195312 1715854298.7797
MEM 41.195312 1715854298.8800
MEM 41.195312 1715854298.9804
MEM 41.195312 1715854299.0807
MEM 41.195312 1715854299.1810
MEM 41.195312 1715854299.2813
MEM 41.195312 1715854299.3817
MEM 41.195312 1715854299.4820
MEM 41.195312 1715854299.5823
MEM 41.195312 1715854299.6826
MEM 41.195312 1715854299.7829
MEM 41.195312 1715854299.8833
MEM 41.195312 1715854299.9836
MEM 41.195312 1715854300.0839
MEM 41.195312 1715854300.1842
MEM 41.195312 1715854300.2846
MEM 41.195312 1715854300.3849
MEM 41.195312 1715854300.4852
MEM 41.195312 1715854300.5855
MEM 41.195312 1715854300.6858
MEM 41.195312 1715854300.7861
MEM 41.195312 1715854300.8864
MEM 41.195312 1715854300.9868
MEM 41.195312 1715854301.0871
MEM 41.195312 1715854301.1874
MEM 41.195312 1715854301.2878
MEM 41.195312 1715854301.3880
MEM 41.195312 1715854301.4884
MEM 41.195312 1715854301.5887
MEM 41.195312 1715854301.6891
MEM 41.195312 1715854301.7894
MEM 41.195312 1715854301.8897
MEM 41.195312 1715854301.9901
MEM 41.195312 1715854302.0904
MEM 41.195312 1715854302.1908
MEM 41.195312 1715854302.2911
MEM 41.195312 1715854302.3915
MEM 41.195312 1715854302.4918
MEM 41.195312 1715854302.5922
MEM 41.195312 1715854302.6925
MEM 41.195312 1715854302.7928
MEM 41.195312 1715854302.8932
MEM 41.195312 1715854302.9935
MEM 41.195312 1715854303.0938
MEM 41.195312 1715854303.1942
MEM 41.195312 1715854303.2946
MEM 41.195312 1715854303.3949
MEM 41.195312 1715854303.4952
MEM 41.195312 1715854303.5956
MEM 41.195312 1715854303.6959
MEM 41.195312 1715854303.7963
MEM 41.195312 1715854303.8967
MEM 41.195312 1715854303.9970
MEM 41.195312 1715854304.0973
MEM 41.195312 1715854304.1977
MEM 41.195312 1715854304.2980
MEM 41.195312 1715854304.3983
MEM 41.195312 1715854304.4987
MEM 41.195312 1715854304.5990
MEM 41.195312 1715854304.6993
MEM 41.195312 1715854304.7997
MEM 41.195312 1715854304.9000
MEM 41.195312 1715854305.0004
MEM 41.195312 1715854305.1007
MEM 41.195312 1715854305.2010
MEM 41.195312 1715854305.3013
MEM 41.195312 1715854305.4017
MEM 41.195312 1715854305.5020
MEM 41.195312 1715854305.6023
MEM 41.195312 1715854305.7027
MEM 41.195312 1715854305.8030
MEM 41.195312 1715854305.9033
MEM 41.195312 1715854306.0037
MEM 41.195312 1715854306.1040
MEM 41.195312 1715854306.2043
MEM 41.195312 1715854306.3047
MEM 41.195312 1715854306.4051
MEM 41.195312 1715854306.5054
MEM 41.195312 1715854306.6057
MEM 41.195312 1715854306.7061
MEM 41.195312 1715854306.8064
MEM 41.195312 1715854306.9067
MEM 41.195312 1715854307.0070
MEM 41.195312 1715854307.1074
MEM 41.195312 1715854307.2077
MEM 41.195312 1715854307.3080
MEM 41.195312 1715854307.4084
MEM 41.195312 1715854307.5087
MEM 41.195312 1715854307.6090
MEM 41.195312 1715854307.7093
MEM 41.195312 1715854307.8096
MEM 41.195312 1715854307.9099
MEM 41.195312 1715854308.0103
MEM 41.195312 1715854308.1106
MEM 41.195312 1715854308.2109
MEM 41.195312 1715854308.3112
MEM 41.195312 1715854308.4116
MEM 41.195312 1715854308.5119
MEM 41.195312 1715854308.6122
MEM 41.195312 1715854308.7125
MEM 41.195312 1715854308.8128
MEM 41.195312 1715854308.9132
MEM 41.195312 1715854309.0135
MEM 41.195312 1715854309.1138
MEM 41.195312 1715854309.2141
MEM 41.195312 1715854309.3144
MEM 41.195312 1715854309.4148
MEM 41.195312 1715854309.5151
MEM 41.195312 1715854309.6154
MEM 41.195312 1715854309.7158
MEM 41.195312 1715854309.8162
MEM 41.195312 1715854309.9165
MEM 41.195312 1715854310.0168
MEM 41.195312 1715854310.1171
MEM 41.195312 1715854310.2174
MEM 41.195312 1715854310.3177
MEM 41.195312 1715854310.4180
MEM 41.195312 1715854310.5183
MEM 41.195312 1715854310.6187
MEM 41.195312 1715854310.7190
MEM 41.195312 1715854310.8193
MEM 41.195312 1715854310.9196
MEM 41.195312 1715854311.0199
MEM 41.195312 1715854311.1202
MEM 41.195312 1715854311.2205
MEM 41.195312 1715854311.3208
MEM 41.195312 1715854311.4211
MEM 41.195312 1715854311.5215
MEM 41.195312 1715854311.6218
MEM 41.195312 1715854311.7221
MEM 41.195312 1715854311.8224
MEM 41.195312 1715854311.9227
MEM 41.195312 1715854312.0230
MEM 41.195312 1715854312.1233
MEM 41.195312 1715854312.2236
MEM 41.195312 1715854312.3239
MEM 41.195312 1715854312.4242
MEM 41.195312 1715854312.5245
MEM 41.195312 1715854312.6248
MEM 41.195312 1715854312.7251
MEM 41.195312 1715854312.8254
MEM 41.195312 1715854312.9257
MEM 41.195312 1715854313.0260
MEM 41.195312 1715854313.1263
MEM 41.195312 1715854313.2266
MEM 41.195312 1715854313.3270
MEM 41.195312 1715854313.4273
MEM 41.195312 1715854313.5276
MEM 41.195312 1715854313.6279
MEM 41.195312 1715854313.7282
MEM 41.195312 1715854313.8286
MEM 41.195312 1715854313.9289
MEM 41.195312 1715854314.0292
MEM 41.195312 1715854314.1295
MEM 41.195312 1715854314.2298
MEM 41.195312 1715854314.3301
MEM 41.195312 1715854314.4305
MEM 41.195312 1715854314.5308
MEM 41.195312 1715854314.6311
MEM 41.195312 1715854314.7314
MEM 41.195312 1715854314.8317
MEM 41.195312 1715854314.9320
MEM 41.195312 1715854315.0323
MEM 41.195312 1715854315.1326
MEM 41.195312 1715854315.2330
MEM 41.195312 1715854315.3333
MEM 41.195312 1715854315.4336
MEM 41.195312 1715854315.5339
MEM 41.195312 1715854315.6342
MEM 41.195312 1715854315.7345
MEM 41.195312 1715854315.8348
MEM 41.195312 1715854315.9351
MEM 41.195312 1715854316.0354
MEM 41.195312 1715854316.1358
MEM 41.195312 1715854316.2360
MEM 41.195312 1715854316.3364
MEM 41.195312 1715854316.4367
MEM 41.195312 1715854316.5370
MEM 41.195312 1715854316.6374
MEM 41.195312 1715854316.7377
MEM 41.195312 1715854316.8380
MEM 41.195312 1715854316.9383
MEM 41.195312 1715854317.0387
